item_id,register,generator,condition,is_human,text,predicted,confidence,reasoning,correct
11,formal,human,human,True,I uppsatsen kopplas styrdokumentens uppmaning om undervisning kring intersektionalitet med det innehåll som finns i reli...,MÄNNISKA,78,"Texten uppvisar autentiska mänskliga drag, särskilt den ovanliga användningen av semikolon för att separera kategorier (kön; sexualitet; socioekonomisk bakgrund och etnicitet), vilket upprepas konsekvent men okonventionellt. Meningsbyggnaden är komplex och något tung med naturliga variationer. Det specifika ämnesinnehållet om religionsläroböcker efter gymnasiereformen 2011 känns detaljerat och ver",True
12,formal,gpt-5.2,baseline,False,"Denna studie undersöker hur intersektionalitet kommer till uttryck i religionsläroböcker för gymnasiet, med fokus på hur...",AI,78,"Texten är mycket polerad och symmetriskt uppbyggd med återkommande uppräkningar (""vilka som inkluderas, vilka som marginaliseras, vilka som framstår som norm"") och genomgående abstrakt buzzword-täthet. Den saknar konkreta detaljer som specifika läroböcker, urval, antal eller resultat, vilket är typiskt för AI-genererade abstrakt. Meningsbyggnaden är genomgående jämn utan den variation eller de små",True
13,formal,gpt-5.2,human_like,False,"Denna uppsats undersöker hur kön, sexualitet, etnicitet och socioekonomisk bakgrund framställs och samspelar i religions...",AI,82,"Texten är påfallande välstrukturerad och balanserad, med genomgående parallella konstruktioner och listor av kategorier (kön, sexualitet, etnicitet, socioekonomisk bakgrund) som upprepas systematiskt. Formuleringar som 'teoretiskt raster', 'nav för diskussioner' och den upprepade citattecken-tekniken kring ord som 'normalt', 'avvikande' känns mallartade. Abstraktet saknar konkreta resultat, specif",True
14,formal,gpt-5.2,detector_evasive,False,"Den här kandidatuppsatsen handlar om intersektionalitet i gymnasiets religionsläroböcker. Den tar upp kön, sexualitet, e...",AI,92,"Texten uppvisar starka tecken på AI-generering: extremt repetitiv meningsstruktur med korta, likformiga huvudsatser ('Jag granskar...', 'Jag läser...', 'De skriver om... för sig'). Den saknar den naturliga variation i meningslängd och komplexitet som kännetecknar mänskligt akademiskt skrivande. Formuleringarna är mallartade och upprepar samma nyckelbegrepp mekaniskt. En riktig kandidatuppsats skul",True
15,formal,gpt-5.6,baseline,False,"Denna kandidatuppsats undersöker hur kön, sexualitet, etnicitet och socioekonomisk bakgrund framställs i religionslärobö...",AI,82,"Texten uppvisar flera kännetecken för AI-genererad akademisk text: mycket jämn och polerad meningsbyggnad, upprepning av hela listan 'kön, sexualitet, etnicitet och socioekonomisk bakgrund' istället för variation, samt genomgående abstrakta och generiska formuleringar ('synliggöra vilka normer, maktordningar och föreställningar'). Den saknar konkreta detaljer som specifika läroböcker, urval, teore",True
16,formal,gpt-5.6,human_like,False,"Denna studie undersöker hur kön, sexualitet, etnicitet och socioekonomisk bakgrund framställs och samspelar i religionsl...",AI,78,"Texten är påfallande välstrukturerad och följer en mallartad abstrakt-struktur (syfte, teori, metod, resultat, slutsats) utan språkliga ojämnheter. Formuleringar som 'synliggöra vilka föreställningar', 'olika maktordningar korsar varandra' och 'nyanserad förståelse' är typiska AI-fraser. Den saknar specifika detaljer, konkreta läroboksexempel eller personliga formuleringar man ofta ser i studentup",True
17,formal,gpt-5.6,detector_evasive,False,"Den här kandidatuppsatsen undersöker hur kön, sexualitet, etnicitet och socioekonomisk bakgrund framställs i gymnasiets ...",AI,85,"Texten uppvisar tydliga AI-drag: många korta, likformiga meningar med enkel struktur och minimal variation i satsbyggnad. Formuleringar som 'Läroböckerna tar alltså upp flera perspektiv' och 'Studien granskar också' känns mallartade. Sammanhangen radas upp additivt utan flyt eller underordnade satser, vilket är typiskt för genererad text. Innehållet är korrekt och relevant men saknar den naturliga",True
18,formal,mistral,baseline,False,"Denna kandidatuppsats undersöker hur intersektionalitet – det vill säga hur olika maktstrukturer som kön, sexualitet, et...",AI,82,"Texten har flera AI-typiska drag: den inbäddade förklaringen med tankstreck ('det vill säga hur olika maktstrukturer...'), en mallartad struktur med jämna, välbalanserade meningar och abstrakta formuleringar som 'viktig arena för demokratisk fostran'. Resultatdelen är vag och hypotetisk ('Resultaten kan ge insikter'), vilket antyder att inga faktiska resultat presenteras – ovanligt för ett färdigt",True
19,formal,mistral,human_like,False,Denna kandidatuppsats undersöker hur intersektionalitet behandlas i svenska gymnasieböcker i religionskunskap. Fokus lig...,AI,85,"Texten uppvisar tydliga AI-mönster: repetitiv struktur med formelaktiga övergångar, upprepning av nyckelbegrepp (intersektionalitet, identitet, maktstrukturer) utan variation, och genomgående vaga formuleringar. Konstruktioner som 'kan – eller inte kan' och 'både möjligheter och utmaningar' är typiska balanserade AI-fraser. Abstraktet saknar konkreta detaljer om vilka läroböcker som analyserats, t",True
20,formal,mistral,detector_evasive,False,Denna kandidatuppsats undersöker hur intersektionalitet behandlas i gymnasiets religionsläroböcker. Fokus ligger på hur ...,AI,92,"Texten uppvisar tydliga AI-mönster: repetitiv upprepning av nyckelfraser ('kön, sexualitet, etnicitet och socioekonomisk bakgrund' återkommer flera gånger nästan ordagrant), korta staccato-meningar och genomgående mallartad struktur. Formuleringar som 'Detta kan påverka', 'Detta skulle göra' och 'Sammanfattningsvis' känns generiska. Texten saknar konkreta detaljer om metod, specifika läroböcker el",True
21,formal,human,human,True,Denna uppsats behandlar Paulus syn på lagen vilket är ett mycket omdebatterat område inom paulusforskningen. Frågan ...,MÄNNISKA,82,"Texten har en personlig, något informell akademisk ton med uttryck som 'hyllmeter' och 'diskussionen verkar långt ifrån avslutad', vilket känns autentiskt mänskligt. Det finns en stavfel ('paulustolkingen') som tyder på mänskligt slarv. Meningsbyggnaden varierar naturligt och den konkreta avgränsningen till en specifik perikop (Rom 3:21-31) med en tydlig frågeställning är typisk för verkliga uppsa",True
22,formal,gpt-5.2,baseline,False,Denna uppsats undersöker Paulus syn på lagen i Rom 3:21–31 och hur texten positionerar lagen i relation till rättfärdigg...,AI,72,"Texten är mycket välstrukturerad och balanserad på ett nästan mallartat sätt, med jämnt fördelade forskningspositioner och en typisk numrerad uppräkning (1)(2)(3). Formuleringar som 'teologisk ompositionering' och 'förening av kontinuitet och diskontinuitet' känns polerade men generiska. Språket saknar personlig röst och de små ojämnheter som ofta finns i mänskliga abstrakt. Namnväxlingen 'Sander'",True
23,formal,gpt-5.2,human_like,False,"Denna uppsats undersöker Paulus lagsyn i Rom 3:21–31, en av Romarbrevets mest programatiska texter, där Paulus samtidigt...",AI,82,"Texten är innehållsligt kompetent och teologiskt korrekt, men uppvisar flera AI-typiska drag: en mycket jämn och balanserad struktur, formelaktiga övergångar, och en tendens att räkna upp forskare (Sanders, Dunn, Wright, Fitzmyer, Moo, Ware, Jewett) på ett symmetriskt, katalogliknande sätt. Meningarna är genomgående välbalanserade utan den variation eller de idiosynkrasier man ofta ser hos mänskli",True
24,formal,gpt-5.2,detector_evasive,False,I denna uppsats behandlar jag Paulus lagsyn i Rom 3:21-31. Jag läser texten nära och jag sätter den i samtal med paulusf...,AI,80,"Texten uppvisar starkt mekaniska mönster: extremt korta, upprepade meningar ('Han talar om tro. Han talar om Kristi blod.') och stereotypa uppräkningar av forskare med årtal. Strukturen är monoton och mallartad, saknar den naturliga variation och flyt en mänsklig skribent oftast har. Abstraktet är också ovanligt långt och refererande för att vara ett abstrakt. Den staccatoartade rytmen och den for",True
25,formal,gpt-5.6,baseline,False,Denna kandidatuppsats undersöker Paulus syn på lagen i Romarbrevet 3:21–31. Syftet är att analysera hur Paulus beskriver...,MÄNNISKA,62,"Texten innehåller specifika och korrekta forskarreferenser (bl.a. Ware och Jewett) samt exakta grekiska/svenska uttryck ur texten, vilket tyder på genuint exegetiskt arbete snarare än generisk AI-produktion. Argumentationen är teologiskt nyanserad och ämnesspecifik. Samtidigt är strukturen mycket polerad och slutsatsen följer ett balanserat 'både-och'-mönster som kan påminna om AI. Sammantaget väg",False
26,formal,gpt-5.6,human_like,False,Denna uppsats undersöker Paulus syn på lagen i Romarbrevet 3:21–31. Textavsnittet är centralt för förståelsen av relatio...,AI,72,"Texten är välstrukturerad och grammatiskt korrekt, men känns något mallartad och jämn i tonen. Formuleringar som 'Textavsnittet är centralt för förståelsen av' och 'Studien belyser därmed spänningen mellan' är typiska AI-övergångar. Meningarna har liknande längd och rytm, och innehållet flyter utan de små egenheter eller specifika detaljer man ofta ser i mänskligt skrivande. Den omfattande listan ",True
27,formal,gpt-5.6,detector_evasive,False,Denna uppsats undersöker Paulus lagsyn i Rom 3:21–31. Syftet är att klargöra vad Paulus menar med lagen och hur lagen hö...,AI,72,"Texten kännetecknas av påfallande korta, staccatoartade meningar med jämn, mekanisk rytm ('Alla människor har syndat. Därför rättfärdiggör Gud...'). Den saknar den naturliga variation och underordning som präglar mänskligt akademiskt språk. Innehållet är korrekt och sammanhängande, men uppräkningen av forskare och deras positioner följer ett mallartat mönster utan personliga formuleringar. Denna f",True
28,formal,mistral,baseline,False,"Paulus lagsyn i Rom 3:21-31

I Rom 3:21-31 utvecklar Paulus sin syn på lagen och dess roll i Guds rättfärdiggörande av m...",AI,88,"Texten uppvisar flera AI-typiska drag: mycket jämn och generisk meningsbyggnad, upprepade formuleringar ('avslöja synden', 'vägen till Kristus'), och en förutsägbar struktur. Forskarhänvisningarna är vaga och schematiskt uppradade utan konkreta årtal eller specifika argument – notera även felstavningen 'Sander' istället för 'Sanders'. Den inkluderade metatexten om 'kandidatuppsatsstil' som komment",True
29,formal,mistral,human_like,False,"Paulus lagsyn i Rom 3:21–31

I Romarbrevet 3:21–31 framträder en central del av Paulus teologi där han diskuterar relati...",AI,82,"Texten har en jämn, mallartad struktur med tydliga övergångar ('Sammanfattningsvis', 'Forskning kring...är omtvistad'). Formuleringarna är generiska och saknar den specificitet man förväntar av ett riktigt abstrakt – ingen tydlig frågeställning, metod eller egen slutsats. Forskarlistan radas upp mekaniskt utan djupare analys. Namnet 'Ben C. Ware' är sannolikt en förvrängning av Ben Witherington, v",True
30,formal,mistral,detector_evasive,False,Paulus lagsyn i Rom 3:21-31 har varit föremål för omfattande debatt inom paulusforskning. Verserna behandlar relationen ...,AI,96,"Texten uppvisar tydliga AI-drag: korta, staccatoartade meningar med repetitiv struktur och låg språklig variation. Meningarna listar fakta mekaniskt utan djup eller flyt. Särskilt avslöjande är den sista stycket som metakommenterar den egna texten ('Texten är kort och konkret', 'Den använder nyckeltermer...', 'Det är en sammanfattning i kandidatuppsatsstil') – detta är typiskt för AI som beskriver",True
31,formal,human,human,True,Ämnet för denna undersökning är de teologiska perspektiven runt två gudomligförklarade kungar i det forntida Mesopotamie...,MÄNNISKA,78,"Texten har flera drag som talar för mänskligt författarskap: den personliga, ursäktande metakommentaren om att det är en c-uppsats utan tillgång till primärkällor, det vardagliga ordvalet 'spretiga', samt en något ojämn och upprepande meningsbyggnad. En AI producerar oftast mer polerade, symmetriska formuleringar och undviker sådana självreflekterande begränsningsförbehåll. Den konkreta ämneskunsk",True
32,formal,gpt-5.2,baseline,False,Uppsatsen behandlar fenomenet gudomligförklaring av kungar i det forntida Mesopotamien och undersöker hur kungamakt teol...,AI,82,"Texten är påfallande generisk och abstrakt: de två kungarna namnges aldrig, inga konkreta källor eller resultat nämns, och formuleringar som 'Med utgångspunkt i titeln' verkar mallartade. Språket är genomgående slätt, balanserat och fyllt av standardiserade akademiska fraser ('spänningsfältet mellan', 'ömsesidigt beroende', 'kontinuitet och variation') utan den variation eller specificitet en männ",True
33,formal,gpt-5.2,human_like,False,Denna uppsats undersöker fenomenet gudomligförklaring av kungar i det forntida Mesopotamien och vilka teologiska förestä...,AI,78,"Texten är påfallande välbalanserad och genomarbetad men samtidigt anmärkningsvärt vag: den namnger aldrig de två kungarna eller källorna, trots att de påstås vara centrala. Formuleringar som 'Sammantaget bidrar studien till en fördjupad förståelse' och 'Samtidigt framträder också begränsningar' är typiska mallartade övergångar. Symmetriska trelistor (legitimering, identitetsskapande, ideologisk ko",True
34,formal,gpt-5.2,detector_evasive,False,Den här uppsatsen handlar om Mesopotamiens gudomligförklarade kungar. Den gör en undersökning av teologiska perspektiv p...,AI,88,"Texten präglas av påfallande korta, staccatoartade meningar och stark upprepning. Fraser som 'undersökning av teologiska perspektiv på två gudomligförklarade kungar i det forntida Mesopotamien' återkommer nästan ordagrant i inledning och avslutning. Meningsbyggnaden saknar den variation och komplexitet man väntar i akademisk prosa, och styckena följer ett mekaniskt mönster (Jag vill... Jag använde",True
35,formal,gpt-5.6,baseline,False,Denna kandidatuppsats undersöker gudomligförklaringen av två kungar i det forntida Mesopotamien med fokus på de teologis...,AI,72,"Texten är mycket välstrukturerad och saknar de specifika detaljer man förväntar sig i ett riktigt abstrakt. De två kungarna nämns aldrig vid namn, inga tidsperioder eller källor specificeras, och formuleringarna är generiska och mallartade ('religiöst och politiskt redskap', 'nära sammanflätade', 'inte självklar eller oföränderlig'). Meningsbyggnaden är jämn och balanserad på ett sätt som är typis",True
36,formal,gpt-5.6,human_like,False,"Denna uppsats undersöker gudomligförklaringen av två kungar i det forntida Mesopotamien, med fokus på hur deras gudomlig...",AI,72,"Texten är mycket välstrukturerad men känns mallartad och generisk. Formuleringar som 'bidrar därmed till en fördjupad förståelse' och 'samspel mellan teologi, kunglig ideologi och politisk makt' är typiska AI-fraser. Meningsbyggnaden är jämn och saknar personlig variation. Avsaknaden av konkreta detaljer – kungarna namnges aldrig, inga specifika texter eller tidsperioder nämns – är påfallande för ",True
37,formal,gpt-5.6,detector_evasive,False,Denna uppsats undersöker två gudomligförklarade kungar i det forntida Mesopotamien: Naram-Sin av Akkad och Shulgi av Ur....,AI,72,"Texten består av påfallande många korta, staccatoartade meningar med enkel struktur, vilket är typiskt för AI-genererad text. Den uppvisar stark symmetrisk parallellism mellan de två kungarna och en mekanisk, uppräknande rytm. Språket saknar den variation i meningslängd och de mer komplexa bisatser man ofta ser i autentiskt studentskrivande. Innehållet är korrekt men presenteras mallartat och glät",True
38,formal,mistral,baseline,False,"Den här kandidatuppsatsen undersöker den teologiska betydelsen av gudomligförklaring inom det forntida Mesopotamien, med...",AI,85,"Texten uppvisar typiska AI-drag: hög abstraktionsnivå utan konkreta detaljer om de faktiska kungarna som studeras (aldrig namngivna). Formuleringarna är repetitiva och mallartade med återkommande fraser som 'legitimera kungamakten' och 'stärka auktoriteten'. Meningsbyggnaden är jämn och polerad men saknar den variation och specificitet man förväntar i ett riktigt abstrakt. Frånvaron av metod, teor",True
39,formal,mistral,human_like,False,Denna uppsats undersöker den teologiska betydelsen av gudomligförklaring hos två mesopotamiska kungar under det forntida...,AI,88,"Texten uppvisar flera AI-typiska drag: vaga formuleringar utan konkreta detaljer (kungarna namnges aldrig, källorna specificeras inte), upprepning av nyckelbegrepp som 'gudomligförklaring' och 'samverkade', samt en mallartad struktur med generella påståenden. Grammatiska missar som 'en gudomlig väsen' (bör vara 'ett') tyder på maskingenererad text. Meningarna är jämnt balanserade och saknar den va",True
40,formal,mistral,detector_evasive,False,Denna uppsats undersöker de teologiska perspektiven på gudomligförklaring av kungar i det forntida Mesopotamien. Fokus l...,AI,88,"Texten präglas av korta, likformiga meningar med repetitiv struktur ('Han omnämns...', 'Han förknippas...', 'Den visar...', 'Den skapade...'). Meningsbyggnaden saknar den variation och komplexitet som ofta kännetecknar mänskligt akademiskt skrivande. Formuleringarna är generiska och mallartade, med upprepad användning av nyckelordet 'gudomligförklaring'. Innehållet är korrekt men ytligt, utan pers",True
41,formal,human,human,True,Denna studie syftar till att undersöka vad blivande lärare och aktiva lärare har för attityder tillskolavslutning och hö...,MÄNNISKA,72,"Texten innehåller felaktig användning av semikolon (t.ex. 'en sekulär; traditionsbunden roll' och 'linje med de reviderade sekulariseringsteorierna; då'), vilket är ett typiskt mänskligt misstag snarare än AI:s ofta korrekta interpunktion. Ämnet är specifikt och nischat med konkreta resultat och avvikelser som nämns nyanserat. Meningsbyggnaden är något ojämn och personlig snarare än mallartad. Sam",True
42,formal,gpt-5.2,baseline,False,"Denna studie undersöker kyrkans roll som plats för skolavslutningar och annat högtidsfirande i svensk skola, med särskil...",AI,87,"Texten uppvisar flera AI-typiska drag: mycket jämn och slipad meningsbyggnad, återkommande abstrakta formuleringar som 'spänningsfältet mellan', 'konfliktytor' och 'navigerar i', samt en påfallande balanserad struktur med uppräkningar (accepterade respektive problematiska inslag). Den saknar konkreta metoddetaljer, urvalsstorlek och resultat som mänskliga abstrakt oftast innehåller. Formuleringar ",True
43,formal,gpt-5.2,human_like,False,Denna studie tar sin utgångspunkt i den återkommande frågan om kyrkans roll vid skolavslutningar och andra högtidsfirand...,AI,88,"Texten är mycket välstrukturerad och jämn men saknar konkreta metoddetaljer (antal informanter, metod, urval) som är typiska i människoskrivna abstrakt. Den använder karakteristiska AI-mönster: uppräkningar med tankstreck, retoriska frågor, balanserade motsatspar (pragmatiska/principiella) och generella slutfraser om att 'bidra till fördjupad förståelse'. Formuleringarna är polerade och något mall",True
44,formal,gpt-5.2,detector_evasive,False,Studien handlar om Kyrkan som plats vid skolavslutningar? Den tar upp hur lärare och lärarstudenter ser på kyrkovistelse...,AI,92,"Texten uppvisar starka AI-mönster: extremt korta, staccatoartade meningar med repetitiv struktur ('Fokus ligger på... Fokus ligger också på...', 'Den lyfter... Den vill...'). Onaturlig upprepning av nyckelfraser som 'skolavslutningar och högtidsfirande', 'konfessionella inslag' och 'Kyrkan som plats'. Inkonsekvent versalisering av 'Skola' och 'Kyrka'. Saknar akademisk precision om metod, urval och",True
45,formal,gpt-5.6,baseline,False,Denna studie undersöker lärares och lärarstudenters attityder till att förlägga skolavslutningar och andra högtidsfirand...,AI,82,"Texten uppvisar flera AI-typiska drag: mycket jämn och slät meningsbyggnad, generiska akademiska formuleringar ('belyser även', 'synliggörs', 'bidrar därmed till en fördjupad förståelse') och en påfallande balanserad struktur. Den saknar konkreta metoddetaljer, resultat och den individuella variation som ofta finns i mänskligt skrivna abstrakt. Formuleringar som 'möjligheter och utmaningar' är typ",True
46,formal,gpt-5.6,human_like,False,Denna studie behandlar lärares och lärarstudenters attityder till att förlägga skolavslutningar och andra högtidsfirande...,AI,82,"Texten uppvisar en jämn, polerad och nästan formelaktig struktur som är typisk för AI-genererad text. Meningarna är genomgående välbalanserade utan språklig variation eller personliga formuleringsavvikelser. Abstraktet saknar konkreta metoddetaljer, antal informanter och specifika resultat, vilket är vanligt i mänskliga uppsatser. Formuleringar som 'stämningsfull och traditionsbärande miljö' och '",True
47,formal,gpt-5.6,detector_evasive,False,Denna studie behandlar lärare och lärarstudenters attityder till kyrkovistelse vid skolavslutningar och högtidsfirande. ...,AI,82,"Texten har en påfallande jämn och mallartad struktur med många korta, enkla meningar som radas upp utan variation i satsbyggnad. Den saknar konkret metodbeskrivning, urval och resultat, vilket är ovanligt för ett riktigt abstrakt. Formuleringar som 'Studien belyser även' och upprepningen av 'skolavslutningar och högtidsfirande' känns generiska. Innehållet cirklar runt samma poänger utan djup eller",True
48,formal,mistral,baseline,False,Den här kandidatuppsatsen undersöker lärare och lärarstudenters attityder gentemot kyrkans roll vid skolavslutningar sam...,AI,88,"Texten uppvisar tydliga AI-mönster: mycket jämn och polerad meningsbyggnad, återkommande abstrakta nyckelord ('inkluderande mötesplats', 'religiös neutralitet', 'reflektion och dialog'). Slutsatsen är generisk och mallartad utan konkreta resultat, antal informanter eller specifika detaljer. Formuleringar som 'belyser därmed de utmaningar som uppstår när traditionella och sekulära värderingar möts'",True
49,formal,mistral,human_like,False,"Denna kandidatuppsats undersöker hur lärare och lärarstudenter förhåller sig till kyrkans roll vid skolavslutningar, med...",AI,88,"Texten uppvisar flera typiska AI-drag: generiska formuleringar utan konkreta detaljer om metod, urval eller specifika resultat. Uttryck som 'i en alltmer sekulariserad samhällskontext' och 'där traditioner möter moderna värderingar' är svepande och mallartade. Sista stycket om 'humanistisk anda' och 'låta röster komma till tals' är påfallande självbeskrivande och floskelartat, vilket sällan föreko",True
50,formal,mistral,detector_evasive,False,Den här uppsatsen undersöker lärare och lärarstudenters attityder gentemot kyrkan som plats vid skolavslutningar. Studie...,AI,90,"Texten uppvisar tydliga AI-drag: korta, staccatoartade meningar med enformig struktur, upprepningar av nyckelbegrepp ('kyrkan', 'konfessionella inslag') och en retorisk fråga ('Men hur ser dagens lärare...?') som känns generisk. Formuleringar som 'Nyckelord som... är centrala' är mallartade och onaturliga i ett akademiskt abstrakt. Meningarna saknar den variation, precision och metodologiska detal",True
51,formal,human,human,True,En stor del av Sveriges bebyggelse har byggts mellan 1965 och 1974 eftersom det rådde stor bostadsbrist i Sverige. Reger...,MÄNNISKA,72,"Texten har vissa autentiska drag: inkonsekvent interpunktion med upprepad användning av semikolon på ovanligt sätt, samt lite tafatta formuleringar som 'det eventuella området' och 'i högsta möjliga mån'. Dessa små språkliga oregelbundenheter och den något osäkra meningsbyggnaden pekar mot en mänsklig student. En AI tenderar att vara mer polerad och konsekvent i sitt skiljetecknsbruk. Det ämnesspe",True
52,formal,gpt-5.2,baseline,False,"Denna studie undersöker hur bygglovsprocessen kan effektiviseras vid ändringar av kulturhistoriskt värdefull bebyggelse,...",AI,87,"Texten uppvisar tydliga AI-drag: mycket jämn och polerad meningsbyggnad, hög abstraktionsnivå och återkommande generiska formuleringar som 'spänningsfältet mellan bevarandeintressen och krav på förnyelse'. Slutsatserna är vaga och balanserade ('tydligare tidig vägledning', 'strukturerade arbetsformer') utan konkreta metoddetaljer, resultat eller specifika observationer man förväntar sig av ett ver",True
53,formal,gpt-5.2,human_like,False,"Denna studie undersöker hur bygglovsprocessen kan effektiviseras vid ändringar av kulturhistoriskt värdefull bebyggelse,...",AI,75,"Texten är mycket välstrukturerad och sammanhängande, men uppvisar flera AI-typiska drag: repetitiv struktur, återkommande uppräkningar av tre punkter, och formuleringar som upprepar samma poäng (tydlig, samordnad, förutsägbar). Ordvalet är genomgående abstrakt och slätt utan personliga eller idiosynkratiska formuleringar. Övergångarna är mallartade ('Sammanfattningsvis', 'Samtidigt framkommer'). F",True
54,formal,gpt-5.2,detector_evasive,False,Den här kandidatuppsatsen handlar om effektivisering av bygglovsprocessen gällande ändring av kulturhistoriskt värdefull...,AI,95,"Texten uppvisar starka AI-mönster: extremt repetitiv meningsstruktur med anaforiska upprepningar ('Det gäller...', 'Den beskriver...', 'Det blir...'). Många korta, staccatoartade meningar som fragmenterar naturligt akademiskt flöde. Nyckelfraser upprepas mekaniskt ('bygglovsprocessen', 'kulturhistoriskt värdefull bebyggelse', 'Nya Nordostprojektet i Gävle', 'Miljonprogrammet'). Saknar den variatio",True
