register,condition,feature_group,feature,n_pairs,median_t015,median_t100,direction,cohens_dz,rank_biserial,p_value,p_fdr_bh,significant_fdr_0.05
informal,baseline,syntactic_complexity,tree_depth_mean,1149,3.125,3.142857142857143,t1.0>t0.15,-0.015407663253754872,-0.01607049194128046,0.6426437505208783,0.7478499135543525,False
informal,baseline,pragmatic_markers,booster_count,1149,0.0,0.0,=,0.0689984640326673,0.11176753529694707,0.012606700640085412,0.04412345224029894,True
informal,baseline,pragmatic_markers,booster_rate,1149,0.0,0.0,=,0.07642424892513013,0.09475006167163777,0.02646532236126087,0.06861379871438003,False
informal,baseline,pragmatic_markers,discourse_particle_count,1149,2.0,2.0,=,0.002909563851064055,0.003959246298222937,0.9182996141709788,0.9854650534793645,False
informal,baseline,pragmatic_markers,discourse_particle_rate,1149,2.3529411764705883,2.3529411764705883,=,0.0005057698952856515,-0.0183915068558694,0.607067518300327,0.745521513702156,False
informal,baseline,pragmatic_markers,epistemic_count,1149,0.0,0.0,=,-0.018167139317249153,-0.03798182741689712,0.48913513108307227,0.6114189138538403,False
informal,baseline,pragmatic_markers,epistemic_rate,1149,0.0,0.0,=,0.008415001310341112,0.000657314629258517,0.9898491804297143,1.0,False
informal,baseline,pragmatic_markers,hedge_count,1149,5.0,6.0,t1.0>t0.15,0.022773101022723438,0.06705837140432108,0.06675509650634709,0.1516011410792505,False
informal,baseline,pragmatic_markers,hedge_formal_count,1149,0.0,0.0,=,-0.03129247343702287,-0.2,0.2888443663464849,0.4335142318216554,False
informal,baseline,pragmatic_markers,hedge_formal_rate,1149,0.0,0.0,=,-0.028268419715507857,-0.15483870967741936,0.4589970390898609,0.6062225044583068,False
informal,baseline,pragmatic_markers,hedge_informal_count,1149,1.0,1.0,=,0.16519796211346877,0.207774790643058,1.5304952535915196e-07,5.356733387570318e-06,True
informal,baseline,pragmatic_markers,hedge_informal_rate,1149,1.3513513513513513,1.5075376884422111,t1.0>t0.15,0.14809918998660976,0.16598547921397136,3.7740855664673813e-06,4.662186895942337e-05,True
informal,baseline,pragmatic_markers,hedge_neutral_count,1149,4.0,4.0,=,-0.04104871896242516,-0.01568409960623371,0.6730614894921481,0.7599081332975864,False
informal,baseline,pragmatic_markers,hedge_neutral_rate,1149,5.1020408163265305,5.05050505050505,t1.0<t0.15,-0.02373674672890171,-0.023792955001689577,0.4868941310652747,0.6114189138538403,False
informal,baseline,pragmatic_markers,hedge_rate,1149,6.666666666666667,6.779661016949152,t1.0>t0.15,0.055882123839045277,0.06245989467828102,0.0671376481922395,0.1516011410792505,False
informal,baseline,pragmatic_markers,n_alpha_tokens,1149,84.0,86.0,t1.0>t0.15,-8.910525699352676e-05,0.027222808214928337,0.42690951887142325,0.5746858907884543,False
informal,baseline,pragmatic_markers,negation_count,1149,2.0,2.0,=,-0.026116302465230234,-0.02796427526141675,0.47888974973878273,0.6114189138538403,False
informal,baseline,pragmatic_markers,negation_rate,1149,2.127659574468085,1.9607843137254901,t1.0<t0.15,-0.056127512870717454,-0.0806687565308255,0.02395656145671011,0.06477182636725673,False
informal,baseline,pragmatic_markers,negation_sentence_rate,1149,0.25,0.25,=,-0.061584612521433366,-0.08368123683060087,0.02310053662036126,0.06477182636725673,False
informal,baseline,ner,ner_EVN_rate,1149,0.0,0.0,=,-0.00334844321498242,0.030303030303030304,0.9291527647091152,0.9854650534793645,False
informal,baseline,ner,ner_LOC_rate,1149,0.0,0.0,=,-0.05310017425228709,-0.15975103734439833,0.03191170365857898,0.07977925914644746,False
informal,baseline,ner,ner_MSR_rate,1149,0.0,0.0,=,-0.07665299055212205,-0.5052910052910053,0.02174451024771064,0.06477182636725673,False
informal,baseline,ner,ner_OBJ_rate,1149,0.0,0.0,=,0.02585112799532855,0.28654970760233917,0.2859220695061908,0.4335142318216554,False
informal,baseline,ner,ner_ORG_rate,1149,0.0,0.0,=,0.006319486195547874,0.0006415739948674081,0.9942625081134429,1.0,False
informal,baseline,ner,ner_PRS_rate,1149,0.0,0.0,=,0.02868396825984264,0.03662878603131249,0.6516977818116501,0.7478499135543525,False
informal,baseline,ner,ner_TME_rate,1149,0.0,0.0,=,-0.02744345250415316,-0.1702127659574468,0.314799651934327,0.4407195127080578,False
informal,baseline,ner,ner_WRK_rate,1149,0.0,0.0,=,0.023591746335532657,0.42857142857142855,0.3104944343172349,0.4407195127080578,False
informal,baseline,ner,ner_total_rate,1149,0.0,0.0,=,-0.029343416680704167,-0.05445524552940131,0.2928536429179548,0.4335142318216554,False
informal,baseline,textstat,char_count,1149,461.0,473.0,t1.0>t0.15,-0.006248534050676851,0.0515327061353812,0.13058732562207961,0.2539197998207104,False
informal,baseline,textstat,rough_syllable_count_sv,1149,132.0,135.0,t1.0>t0.15,-0.011009567988447625,0.04188557746853326,0.22116185619553042,0.3600309286903983,False
informal,baseline,textstat,textstat_flesch_kincaid_grade,1149,7.096727272727275,7.063718944099378,t1.0<t0.15,-0.038453194616547885,-0.0524266848299088,0.12371878824880865,0.24743757649761727,False
informal,baseline,textstat,textstat_flesch_reading_ease,1149,73.885,73.54410714285716,t1.0<t0.15,-0.011679134359479542,-0.01616377189995081,0.635072061337316,0.7478499135543525,False
informal,baseline,textstat,textstat_gunning_fog,1149,9.486829268292682,9.338461538461539,t1.0<t0.15,-0.02421115271813323,-0.03924636784599849,0.24938311650601386,0.3967458671686584,False
informal,baseline,textstat,textstat_smog_index,1149,9.188382445141503,8.841846274778883,t1.0<t0.15,0.008394858744021932,0.0011657877406586528,0.9735501922477356,1.0,False
informal,baseline,textstat,word_count,1149,85.0,87.0,t1.0>t0.15,0.004046775325620319,0.03580896243053215,0.2972669018205637,0.4335142318216554,False
informal,baseline,pos_proportions,pos_ADJ,1149,0.07207207207207207,0.07386363636363637,t1.0>t0.15,0.04633698589474226,0.04854948544904877,0.15490885178221303,0.29307080066905167,False
informal,baseline,pos_proportions,pos_ADP,1149,0.06542056074766354,0.06698564593301436,t1.0>t0.15,0.041440517767390606,0.05549280962070464,0.10383474435002711,0.2137774148382911,False
informal,baseline,pos_proportions,pos_ADV,1149,0.11764705882352941,0.12,t1.0>t0.15,0.09005036955453699,0.09362353963282197,0.006066156150578285,0.02497829003179294,True
informal,baseline,pos_proportions,pos_AUX,1149,0.07006369426751592,0.06748466257668712,t1.0<t0.15,-0.13123850621978367,-0.13370793526172686,8.825510307883136e-05,0.0005148214346265163,True
informal,baseline,pos_proportions,pos_CCONJ,1149,0.05223880597014925,0.05128205128205128,t1.0<t0.15,-0.0809611081230245,-0.08969144790796539,0.00853652301989513,0.03319758952181439,True
informal,baseline,pos_proportions,pos_DET,1149,0.03125,0.03278688524590164,t1.0>t0.15,0.05701233878303709,0.06487484644335423,0.05888584491095469,0.1421382463367872,False
informal,baseline,pos_proportions,pos_INTJ,1149,0.0,0.0,=,0.13229703293681008,0.22713189804503836,3.040907219103606e-05,0.00026334923495137814,True
informal,baseline,pos_proportions,pos_NOUN,1149,0.125,0.12941176470588237,t1.0>t0.15,0.07768175365084115,0.07850419748319551,0.021561321352351063,0.06477182636725673,False
informal,baseline,pos_proportions,pos_NUM,1149,0.0,0.0,=,0.04689103821257147,0.08229913948089577,0.1897525254145388,0.31625420902423135,False
informal,baseline,pos_proportions,pos_PART,1149,0.035398230088495575,0.031746031746031744,t1.0<t0.15,-0.08637702223145821,-0.10650801491876372,0.0020367022703564374,0.009504610594996708,True
informal,baseline,pos_proportions,pos_PRON,1149,0.12173913043478261,0.11764705882352941,t1.0<t0.15,-0.13460070991992784,-0.1571340629482386,3.992792523996543e-06,4.662186895942337e-05,True
informal,baseline,pos_proportions,pos_PROPN,1149,0.0,0.0,=,0.005462069828679927,-0.01740299654245102,0.6933496400172972,0.770388488908108,False
informal,baseline,pos_proportions,pos_PUNCT,1149,0.12096774193548387,0.125,t1.0>t0.15,0.11086866416111689,0.14156709432299983,3.3859187350891476e-05,0.00026334923495137814,True
informal,baseline,pos_proportions,pos_SCONJ,1149,0.0392156862745098,0.03529411764705882,t1.0<t0.15,-0.1487096549307507,-0.15809461653808202,3.996160196522003e-06,4.662186895942337e-05,True
informal,baseline,pos_proportions,pos_SYM,1149,0.0,0.0,=,0.050880206729697085,0.20081615120274915,0.08755654210624995,0.19152993585742178,False
informal,baseline,pos_proportions,pos_VERB,1149,0.1111111111111111,0.10852713178294573,t1.0<t0.15,-0.03068047488980391,-0.04517554889991388,0.18545890755638028,0.31625420902423135,False
informal,baseline,pos_proportions,pos_X,1149,0.0,0.0,=,0.0,0.0,1.0,1.0,False
informal,human_like,stylometric_surface,bigram_repetition_rate,1149,0.058823529411764705,0.05263157894736842,t1.0<t0.15,-0.13250763564242005,-0.12224150955526625,0.0004065874612975381,0.0016741836641663336,True
informal,human_like,stylometric_surface,function_word_rate,1149,0.5847953216374269,0.578125,t1.0<t0.15,-0.13483141315219768,-0.14834137865633928,1.3977663754401946e-05,0.00010871516253423736,True
informal,human_like,stylometric_surface,mattr,1149,0.6666666666666666,0.6774193548387096,t1.0>t0.15,0.1538565948187558,0.17781511333106292,1.7795888297126407e-07,1.5571402259985606e-06,True
informal,human_like,stylometric_surface,mtld,1149,67.37427261505908,72.2995983935743,t1.0>t0.15,0.22358278004465534,0.2553433987966852,6.510440320951483e-14,4.557308224666038e-12,True
informal,human_like,stylometric_surface,punct_colon,1149,0.0,0.0,=,0.07851466993821636,0.22706052117816825,0.014839087070694328,0.038471707220318625,True
informal,human_like,stylometric_surface,punct_comma,1149,3.5714285714285716,3.517587939698492,t1.0<t0.15,-0.009978862022565378,-0.0013544716717765796,0.9683732249332697,0.9968547903724835,False
informal,human_like,stylometric_surface,punct_dash,1149,0.0,0.0,=,0.11516735953441577,0.20045534076775512,6.078412718602728e-05,0.0003272991463863008,True
informal,human_like,stylometric_surface,punct_ellipsis,1149,0.0,0.0,=,0.0737259302360183,0.2251639833035182,0.026483335861269452,0.06392529345823661,False
informal,human_like,stylometric_surface,punct_exclaim,1149,0.4716981132075472,0.5102040816326531,t1.0>t0.15,0.047460509952470434,0.07901671173982387,0.059311428114414776,0.12974374900028232,False
informal,human_like,stylometric_surface,punct_period,1149,4.3478260869565215,4.395604395604396,t1.0>t0.15,0.019755088021239625,0.022436663987001827,0.5120655431367982,0.6700024009786134,False
informal,human_like,stylometric_surface,punct_question,1149,0.0,0.0,=,-0.018649788146478417,-0.04360056258790436,0.3141847555875288,0.48873184202504477,False
informal,human_like,stylometric_surface,punct_semicolon,1149,0.0,0.0,=,0.0,0.0,1.0,1.0,False
informal,human_like,stylometric_surface,trigram_repetition_rate,1149,0.011904761904761904,0.010256410256410256,t1.0<t0.15,-0.1271688416236647,-0.1579188090973867,3.643735120460625e-05,0.0002550614584322437,True
informal,human_like,stylometric_surface,ttr,1149,0.6363636363636364,0.6464646464646465,t1.0>t0.15,0.04210252033411824,0.04350548727419389,0.2016549518015286,0.3442889421001708,False
informal,human_like,syntactic_complexity,dep_distance_mean,1149,3.3214285714285716,3.340909090909091,t1.0>t0.15,0.0632458162422921,0.08535664282741136,0.01220232669612857,0.03416651474915999,True
informal,human_like,syntactic_complexity,n_sentences,1149,7.0,8.0,t1.0>t0.15,0.07645543977042543,0.20986515673340728,2.383247752525785e-08,2.3832477525257852e-07,True
informal,human_like,syntactic_complexity,subordinate_clause_rate,1149,1.1,1.125,t1.0>t0.15,0.06822137548115742,0.09159637089886608,0.008411036906294484,0.02676239015639154,True
informal,human_like,syntactic_complexity,tree_depth_max,1149,5.0,5.0,=,0.030670082801228158,0.02841156957526109,0.4644483834713111,0.6252189777498418,False
informal,human_like,syntactic_complexity,tree_depth_mean,1149,3.2857142857142856,3.3,t1.0>t0.15,0.02024667005795123,0.019430614068683773,0.5734125705079877,0.7297978170101661,False
informal,human_like,pragmatic_markers,booster_count,1149,0.0,1.0,t1.0>t0.15,0.18102977923506286,0.24099038216685276,5.919758477635418e-09,6.906384890574654e-08,True
informal,human_like,pragmatic_markers,booster_rate,1149,0.0,0.6211180124223602,t1.0>t0.15,0.11022152309551433,0.13775165463174777,0.00047333183953915164,0.0018407349315411453,True
informal,human_like,pragmatic_markers,discourse_particle_count,1149,3.0,3.0,=,0.006453235126233968,0.03689943426496665,0.3304080963751519,0.4943360062378226,False
informal,human_like,pragmatic_markers,discourse_particle_rate,1149,2.525252525252525,2.459016393442623,t1.0<t0.15,-0.04708143733202556,-0.0359163565923882,0.30859865244668505,0.48873184202504477,False
informal,human_like,pragmatic_markers,epistemic_count,1149,0.0,0.0,=,0.040619340771489945,0.07241516966067864,0.13623945208835095,0.2652956681611236,False
informal,human_like,pragmatic_markers,epistemic_rate,1149,0.0,0.0,=,0.0032282122576102164,-0.003705708456509972,0.9344156187800727,0.9910468684031074,False
informal,human_like,pragmatic_markers,hedge_count,1149,8.0,8.0,=,0.0775651429899448,0.1319325536716841,0.00022511460033130542,0.001125573001656527,True
informal,human_like,pragmatic_markers,hedge_formal_count,1149,0.0,0.0,=,0.06702352510209654,0.5019762845849802,0.023194777777573908,0.05798694444393477,False
informal,human_like,pragmatic_markers,hedge_formal_rate,1149,0.0,0.0,=,0.07152388762759847,0.5905797101449275,0.013171238837721566,0.0354610276400196,True
informal,human_like,pragmatic_markers,hedge_informal_count,1149,2.0,2.0,=,0.09159291006597411,0.11632678284513658,0.002144400949296086,0.007900424550038213,True
informal,human_like,pragmatic_markers,hedge_informal_rate,1149,1.694915254237288,1.694915254237288,=,0.030135718114429437,0.018697360295373618,0.590649890245227,0.7355077457393782,False
informal,human_like,pragmatic_markers,hedge_neutral_count,1149,6.0,6.0,=,0.04556219829491781,0.09462591982656188,0.009943393837467394,0.0290015653592799,True
informal,human_like,pragmatic_markers,hedge_neutral_rate,1149,5.2631578947368425,5.084745762711864,t1.0<t0.15,-0.05931056420484586,-0.05094034471604824,0.13643777219714928,0.2652956681611236,False
informal,human_like,pragmatic_markers,hedge_rate,1149,7.142857142857143,6.995884773662551,t1.0<t0.15,-0.026586954349121037,-0.029593726422643407,0.38571371831068446,0.5399992056349583,False
informal,human_like,pragmatic_markers,n_alpha_tokens,1149,106.0,111.0,t1.0>t0.15,0.11012577903540138,0.21974401117767958,1.5086213713218687e-10,2.1120699198506163e-09,True
informal,human_like,pragmatic_markers,negation_count,1149,2.0,2.0,=,-0.032645152209738355,-0.01394743689825657,0.7190978732418131,0.8221160479656335,False
informal,human_like,pragmatic_markers,negation_rate,1149,2.1052631578947367,1.9607843137254901,t1.0<t0.15,-0.12878173920986585,-0.1428259781373451,4.523204882857451e-05,0.00028784031072729235,True
informal,human_like,pragmatic_markers,negation_sentence_rate,1149,0.2857142857142857,0.25,t1.0<t0.15,-0.09655086857679464,-0.10659012451029828,0.003263590759193134,0.01142256765717597,True
informal,human_like,ner,ner_EVN_rate,1149,0.0,0.0,=,0.028678698995305223,0.12727272727272726,0.7212766990291557,0.8221160479656335,False
informal,human_like,ner,ner_LOC_rate,1149,0.0,0.0,=,0.025459460835732504,0.07762303723020585,0.2706685677213764,0.44062324977898476,False
informal,human_like,ner,ner_MSR_rate,1149,0.0,0.0,=,-0.0826031265805646,-0.5462184873949579,0.005462101932190863,0.01820700644063621,True
informal,human_like,ner,ner_OBJ_rate,1149,0.0,0.0,=,0.01879643392716228,0.047619047619047616,0.8752911852109797,0.9544760643482255,False
informal,human_like,ner,ner_ORG_rate,1149,0.0,0.0,=,-0.014384554377986646,-0.04471210340775558,0.5989134501020651,0.7355077457393782,False
informal,human_like,ner,ner_PRS_rate,1149,0.0,0.0,=,-0.04901700023295235,-0.12918060200668896,0.10706343522213194,0.22042471957497753,False
informal,human_like,ner,ner_TME_rate,1149,0.0,0.0,=,-0.01834108683375479,-0.10855094726062468,0.4573543796052695,0.6252189777498418,False
informal,human_like,ner,ner_WRK_rate,1149,0.0,0.0,=,0.004961706904368236,0.016666666666666666,0.9547075542182767,0.9968547903724835,False
informal,human_like,ner,ner_total_rate,1149,0.0,0.0,=,-0.031169100059126067,-0.02040012602394455,0.6846326086136154,0.8221160479656335,False
informal,human_like,textstat,char_count,1149,570.0,613.0,t1.0>t0.15,0.1381602541802345,0.24783219294281614,3.6659889008674957e-13,1.2830961153036234e-11,True
informal,human_like,textstat,rough_syllable_count_sv,1149,162.0,175.0,t1.0>t0.15,0.13465231649434523,0.24511788749537614,7.380375350673598e-13,1.7220875818238393e-11,True
informal,human_like,textstat,textstat_flesch_kincaid_grade,1149,6.9978467908902715,7.001286549707604,t1.0>t0.15,0.033937119090088515,0.030785181821621828,0.36604134884033324,0.5229162126290474,False
informal,human_like,textstat,textstat_flesch_reading_ease,1149,75.5784090909091,74.96474576271189,t1.0<t0.15,-0.0627672864308908,-0.06744465887160858,0.04766898219830603,0.11122762512938074,False
informal,human_like,textstat,textstat_gunning_fog,1149,9.306785980611485,9.316666666666668,t1.0>t0.15,0.008164108022929755,-0.004874099681338076,0.8862992026090666,0.9544760643482255,False
informal,human_like,textstat,textstat_smog_index,1149,8.841846274778883,8.841846274778883,=,0.03317685503705412,0.03392729504957156,0.3319113184739666,0.4943360062378226,False
informal,human_like,textstat,word_count,1149,107.0,113.0,t1.0>t0.15,0.11508582781982647,0.22548411141501815,4.971671438102718e-11,8.700425016679756e-10,True
informal,human_like,pos_proportions,pos_ADJ,1149,0.07174887892376682,0.07272727272727272,t1.0>t0.15,0.015600450811187988,0.011858219590449408,0.7281599281981326,0.8221160479656335,False
informal,human_like,pos_proportions,pos_ADP,1149,0.06481481481481481,0.06504065040650407,t1.0>t0.15,0.007522087424792649,0.010227758581077277,0.7642420429268679,0.8491578254742977,False
informal,human_like,pos_proportions,pos_ADV,1149,0.1258741258741259,0.12666666666666668,t1.0>t0.15,0.05503887513425232,0.06529605765413626,0.055742141665173946,0.12586935214716696,False
informal,human_like,pos_proportions,pos_AUX,1149,0.06862745098039216,0.06722689075630252,t1.0<t0.15,-0.0334027604091743,-0.04887623293736831,0.15215023904530384,0.2759480152462807,False
informal,human_like,pos_proportions,pos_CCONJ,1149,0.05194805194805195,0.05042016806722689,t1.0<t0.15,-0.1076969398158109,-0.13718571136941662,5.9698201068432124e-05,0.0003272991463863008,True
informal,human_like,pos_proportions,pos_DET,1149,0.033112582781456956,0.032846715328467155,t1.0<t0.15,-0.015636901462793586,-0.012090927445258155,0.7232747160472401,0.8221160479656335,False
informal,human_like,pos_proportions,pos_INTJ,1149,0.0,0.0,=,0.11176966642473424,0.18098307816277195,0.0003981025917728145,0.0016741836641663336,True
informal,human_like,pos_proportions,pos_NOUN,1149,0.11811023622047244,0.11822660098522167,t1.0>t0.15,0.03753668223318315,0.03158584634612893,0.354546070171769,0.5170463523338298,False
informal,human_like,pos_proportions,pos_NUM,1149,0.0,0.0,=,0.03487231685668633,0.08367298010069528,0.15374246563721355,0.2759480152462807,False
informal,human_like,pos_proportions,pos_PART,1149,0.03260869565217391,0.03111111111111111,t1.0<t0.15,-0.09879366123074233,-0.12238630017993424,0.00035487212275047363,0.001656069906168877,True
informal,human_like,pos_proportions,pos_PRON,1149,0.13063063063063063,0.12871287128712872,t1.0<t0.15,-0.08615292332850696,-0.08847176813979896,0.009509268639790928,0.02894125238197239,True
informal,human_like,pos_proportions,pos_PROPN,1149,0.0,0.0045045045045045045,t1.0>t0.15,0.014541258612868991,0.05518880721381787,0.21213628206460788,0.3535604701076798,False
informal,human_like,pos_proportions,pos_PUNCT,1149,0.11764705882352941,0.11827956989247312,t1.0>t0.15,-0.000602057795299847,0.04388259226968905,0.19816520033495655,0.3442889421001708,False
informal,human_like,pos_proportions,pos_SCONJ,1149,0.03825136612021858,0.03763440860215054,t1.0<t0.15,0.02725841881479959,0.04935006514860086,0.14982105950699365,0.2759480152462807,False
informal,human_like,pos_proportions,pos_SYM,1149,0.0,0.0,=,0.06659113016466425,0.1919342793129201,0.09082851782605993,0.19266655296436955,False
informal,human_like,pos_proportions,pos_VERB,1149,0.11428571428571428,0.11363636363636363,t1.0<t0.15,0.01629722522611318,0.022114512601263556,0.5168589950406446,0.6700024009786134,False
informal,human_like,pos_proportions,pos_X,1149,0.0,0.0,=,0.0,0.0,1.0,1.0,False
informal,detector_aware,stylometric_surface,bigram_repetition_rate,1149,0.07207207207207207,0.06349206349206349,t1.0<t0.15,-0.17216331562303233,-0.19830201835553965,7.969322273923934e-09,7.969322273923934e-08,True
informal,detector_aware,stylometric_surface,function_word_rate,1149,0.6086956521739131,0.6,t1.0<t0.15,-0.167317777259057,-0.18767638043798548,3.6759801187450475e-08,3.2164826039019167e-07,True
informal,detector_aware,stylometric_surface,mattr,1149,0.6464197530864197,0.65421568627451,t1.0>t0.15,0.14247188747789832,0.17835849699171302,1.6324703662534508e-07,1.2696991737526838e-06,True
informal,detector_aware,stylometric_surface,mtld,1149,62.93201693823069,67.28990595479084,t1.0>t0.15,0.23350254338350576,0.28296060846861165,9.710021626344482e-17,6.797015138441137e-15,True
informal,detector_aware,stylometric_surface,punct_colon,1149,0.0,0.0,=,0.04516512867203485,0.19623523622047245,0.05499015625999623,0.13273485993792195,False
informal,detector_aware,stylometric_surface,punct_comma,1149,4.278074866310161,4.25531914893617,t1.0<t0.15,0.024466128249520446,0.011600183192819571,0.733736494722635,0.7782053731906735,False
informal,detector_aware,stylometric_surface,punct_dash,1149,0.0,0.0,=,0.08389075820938412,0.1610109159943047,0.009756313784158518,0.029693128908308532,True
informal,detector_aware,stylometric_surface,punct_ellipsis,1149,0.0,0.0,=,0.04620678947959932,0.1282608695652174,0.1593587989324975,0.2788778981318706,False
informal,detector_aware,stylometric_surface,punct_exclaim,1149,0.0,0.0,=,-0.05759706525047546,-0.10364391734841413,0.052290622704742155,0.13072655676185538,False
informal,detector_aware,stylometric_surface,punct_period,1149,4.910714285714286,4.918032786885246,t1.0>t0.15,-0.04622853812625667,-0.053736607237787413,0.11492465565012337,0.2302824487940965,False
informal,detector_aware,stylometric_surface,punct_question,1149,0.0,0.41841004184100417,t1.0>t0.15,0.09356418907676468,0.14651025833926218,0.00044338920382729535,0.0019398277667444172,True
informal,detector_aware,stylometric_surface,punct_semicolon,1149,0.0,0.0,=,0.029501220638256387,1.0,0.31731050786291415,0.42181701708358244,False
informal,detector_aware,stylometric_surface,trigram_repetition_rate,1149,0.0196078431372549,0.013888888888888888,t1.0<t0.15,-0.17019497598486577,-0.2438878878878879,2.4309292705348114e-11,4.2541262234359197e-10,True
informal,detector_aware,stylometric_surface,ttr,1149,0.6153846153846154,0.6153846153846154,=,0.05458347119227218,0.052730294180972394,0.12172072293402245,0.2302824487940965,False
informal,detector_aware,syntactic_complexity,dep_distance_mean,1149,3.3216374269005846,3.3461538461538463,t1.0>t0.15,0.09488656264428659,0.10380485378893327,0.002314545840433912,0.008100910441518692,True
informal,detector_aware,syntactic_complexity,n_sentences,1149,8.0,9.0,t1.0>t0.15,0.03528958818506581,0.14977252126055457,5.067473451349748e-05,0.0003224755832677112,True
informal,detector_aware,syntactic_complexity,subordinate_clause_rate,1149,1.0,1.0833333333333333,t1.0>t0.15,0.057551122289486153,0.058653604009780744,0.09065284308266942,0.20469996825118902,False
informal,detector_aware,syntactic_complexity,tree_depth_max,1149,5.0,5.0,=,0.056038124360252704,0.06306020217869808,0.10936324893512288,0.2302824487940965,False
informal,detector_aware,syntactic_complexity,tree_depth_mean,1149,3.111111111111111,3.2,t1.0>t0.15,0.11128639082968843,0.1221307289671901,0.0004017661870611238,0.001874908872951911,True
informal,detector_aware,pragmatic_markers,booster_count,1149,1.0,1.0,=,0.07445466209790856,0.10434113638861413,0.014212432677823662,0.04145292864365235,True
informal,detector_aware,pragmatic_markers,booster_rate,1149,0.5494505494505495,0.5780346820809249,t1.0>t0.15,0.007811097503355998,0.019476405771990144,0.6209559398492146,0.6987786147057075,False
informal,detector_aware,pragmatic_markers,discourse_particle_count,1149,4.0,4.0,=,-0.0030899282820772154,0.0398130136086424,0.2799667534566188,0.408342566284381,False
informal,detector_aware,pragmatic_markers,discourse_particle_rate,1149,3.7974683544303796,3.7037037037037037,t1.0<t0.15,-0.028152675557822922,-0.04456759447235787,0.19457680188390125,0.3167529332993741,False
informal,detector_aware,pragmatic_markers,epistemic_count,1149,0.0,0.0,=,-0.014551926591070212,-0.01178441500849956,0.8097707381340538,0.8460291293937875,False
informal,detector_aware,pragmatic_markers,epistemic_rate,1149,0.0,0.0,=,-0.02253408531609186,-0.040657628175159735,0.3804376928392461,0.48419342724994957,False
informal,detector_aware,pragmatic_markers,hedge_count,1149,10.0,10.0,=,0.04369489217334055,0.09511095255879287,0.007848833611944646,0.026009471188594868,True
informal,detector_aware,pragmatic_markers,hedge_formal_count,1149,0.0,0.0,=,0.02146089278589249,0.17647058823529413,0.46685427082272546,0.5733298062735225,False
