item_id,register,generator,condition,is_human,context,text,source_row,pair_id
47,formal,human,human,True,Ickeverbal kommunikation: Hur kontakt kan skapas med demensdrabbade genom beröring och genom musik,"Bakgrund: Att skapa kontakt med demensdrabbade kan vara svårt om vårdaren inte har rätt kunskap i hur kontakt kan skapas. Den ickeverbala kommunikationen såsom beröring och musik kan vara av betydelse när kontakt ska skapas. Människan förknippar beröring med att vara omtyckt och genom detta ökar känslan av trygghet och tillit och på så sätt kan kontakt skapas. Ett annat sätt att skapa kontakt på är genom musik, där det har visat sig att minnet av sång och musik betyder mycket för människan och kan stärka kommunikationen. Syfte: Syftet med studien är att belysa hur kontakt kan skapas med demensdrabbade genom beröring och genom musik. Metod: En litteraturstudie som är baserad på åtta vetenskapliga artiklar. Artiklarna ar granskade och analyserade efter Burnards innehållsanalys. Orlandos omvårdnadsteori användes som teoretisk referensram och som b1.a. tar upp interaktionen mellan vårdare och patient. Resultat: I resultatet har det visat sig att genom beröring och genom musik kan vårdare få en ökad förståelse för den demensdrabbade. Kontakt och kommunikation skapar gemenskap mellan demensdrabbade och deras vårdare, känslor av välbefinnande bildas och minnesförmågan hos personer med demenssjukdom ökar",86,formal-86
48,formal,gpt,baseline,False,En studie om flickor och kvinnor på elektrikerutbildningen,"Denna studie undersöker flickors och kvinnors erfarenheter av elektrikerutbildningen (elprogrammet) och hur könsnormer påverkar deras utbildningsvägar och yrkesval. Med utgångspunkt i att elektriker fortfarande är ett starkt mansdominerat yrke analyseras vad som motiverar flickor och kvinnor att välja utbildningen, vilka föreställningar de möter från omgivningen samt hur de hanterar att befinna sig i en könsöverskridande position. Studien belyser både drivkrafter och hinder. Bland drivkrafterna framträder intresse för teknik, önskan om ett praktiskt yrke med tydliga karriärmöjligheter och en vilja att utmana traditionella könsroller. Samtidigt uppmärksammas strukturella och vardagliga hinder, såsom låga förväntningar, ifrågasättanden av kompetens, exkluderande jargong och brist på kvinnliga förebilder. Dessa faktorer kan påverka känslan av tillhörighet i utbildningsmiljön och i mötet med praktikplatser och branschens arbetskultur. Vidare diskuteras hur eleverna utvecklar strategier för att navigera utbildningen, exempelvis genom att prestera “extra”, anpassa sig till rådande normer eller aktivt markera sin plats i gruppen. Sammantaget synliggör studien hur individuella val och intressen samspelar med utbildningens och branschens könade strukturer. Resultaten pekar på behovet av medvetet arbete inom skola och arbetsliv för att stärka inkludering, skapa trygga lärmiljöer och bredda rekryteringen till elektrikerutbildningen, så att yrkesval i högre grad kan göras oberoende av könsnormer.",82,formal-82
49,formal,gpt,detector_evasive,False,Balanserat styrkort i primärvården: En fallstudie om styrning med balanserat styrkort på KvaLita Närsjukvård AB,"Denna kandidatuppsats handlar om balanserat styrkort i primärvården. Den tar upp ekonomistyrning och hur styrning med balanserat styrkort fungerar i praktiken. Studien är en fallstudie om KvaLita Närsjukvård AB. Syftet är att beskriva hur företaget använder styrkort och hur det hänger ihop med mål, uppföljning och ansvar i verksamheten. Uppsatsen utgår från att balanserat styrkort ska ge en mer samlad bild än bara ekonomi. Den knyter an till Kaplan och Norton och deras modell från 1992. Den visar hur ett styrkort kan dela upp styrningen i flera delar och hur primärvård behöver det eftersom arbetet både rör pengar, vård och bemötande. I KvaLita Närsjukvård AB kopplas ekonomistyrning till mål som personalen ska kunna följa i vardagen. Det gör att styrning med balanserat styrkort blir ett verktyg som återkommer i planering och i återkoppling. Fallstudien beskriver hur KvaLita Närsjukvård AB sätter mål. Den beskriver också hur de väljer mått och hur de följer upp dem. Styrkortet används i möten och i rapporter. Det används när chefer pratar om resultat med enheter och team. Uppsatsen visar att styrkortet får en tydlig roll i primärvård när man vill hålla ihop kvalitet och ekonomi. Den visar också att ekonomistyrning får mer innehåll när den kopplas till fler delar av styrkortet och när den följs upp löpande. Sammanfattningsvis visar uppsatsen att balanserat styrkort i primärvården kan stödja styrning med balanserat styrkort på KvaLita Närsjukvård AB. Den visar hur styrkort kan göra mål mer synliga. Den visar hur uppföljning kan bli mer regelbunden. Den visar hur ekonomistyrning kan kopplas till det som sker i primärvård varje dag.",85,formal-85
50,formal,gpt,detector_evasive,False,PRO i Österåkers kommun: en studie över PRO: s roll inom äldreomsorgen,"Denna kandidatuppsats handlar om PRO i Österåkers kommun. Den studerar PRO: s roll inom äldreomsorgen. Fokus ligger på hur PRO arbetar lokalt och hur PRO möter kommunen och andra aktörer. Studien tar sin start i PRO som folkrörelse och i hur äldreomsorgen har ändrats i Sverige sedan 1990 talet. Den tar också upp viktiga steg i styrning av äldreomsorgen, som Ädelreformen 1992 och Socialtjänstlagen (2001:453). Mot slutet kopplar den också till hur kommuner efter 2020 har pratat mer om samverkan och trygghet för äldre. Syftet är att beskriva och analysera PRO i Österåkers kommun och att visa vad PRO: s roll inom äldreomsorgen blir i praktiken. Uppsatsen ställer tre frågor. Den första frågan gäller vilka frågor PRO driver i Österåkers kommun. Den andra frågan gäller hur PRO har kontakt med Österåkers kommun. Den tredje frågan gäller hur PRO påverkar äldreomsorgen genom dialog, råd och möten. Materialet består av intervjuer och text. Intervjuerna görs med personer i PRO i Österåkers kommun. De görs också med personer som arbetar i Österåkers kommun med äldreomsorgen. Textmaterialet består av protokoll, remissvar och lokala dokument. Här ingår också material från PRO på riksnivå för att ge ram. Analysen tar stöd i begrepp om brukarmedverkan och civilsamhälle. Den tar också stöd i begrepp om inflytande och samverkan i kommunal äldreomsorg. Resultatet visar att PRO i Österåkers kommun har en tydlig roll inom äldreomsorgen. PRO fångar upp behov från medlemmar. PRO lyfter frågor som hemtjänst, särskilt boende och trygghet. PRO tar upp mat, bemanning och aktiviteter. PRO följer också frågor om avgifter och tillgänglighet. PRO gör detta genom möten och genom att skriva synpunkter. PRO deltar i dialog med Österåkers kommun. Det sker i fasta forum och i enskilda kontakter. PRO fungerar som en länk mellan äldre och beslutsfattare. PRO blir en röst som samlar många äldre. Det gör att frågor blir mer synliga i kommunen. Samtidigt visar studien att PRO: s roll inom äldreomsorgen ofta beror på hur kommunen tar emot synpunkter. När Österåkers kommun har tydliga vägar för dialog får PRO mer genomslag. När vägarna är oklara blir PRO mer beroende av personliga kontakter. Uppsatsen visar också att PRO lägger tid på att läsa underlag och delta i möten. Det gör att PRO bygger kunskap om äldreomsorgen. Den kunskapen används sedan för att ställa krav och följa upp beslut. Sammanfattningsvis visar uppsatsen att PRO i Österåkers kommun har en aktiv och konkret roll inom äldreomsorgen. PRO driver frågor som rör vardagen för äldre. PRO skapar kontakt mellan äldre och Österåkers kommun. PRO bidrar till att äldreomsorgen får mer insyn och mer tryck i lokala beslut. Detta gör att PRO blir en viktig del av hur äldreomsorgen formas i kommunen.",45,formal-45
51,formal,gpt,human_like,False,Personalens uppfattning om och möjlighet att påverka måltidernas innehåll i en förskola,"Personalens uppfattning om och möjlighet att påverka måltidernas innehåll i en förskola är ett ämne som rör både praktiska arbetsvillkor och förskolans pedagogiska uppdrag. Måltiderna utgör en återkommande del av vardagen där omsorg, lärande och hälsofrämjande arbete möts, och personalens erfarenheter kan därför ge en viktig bild av hur måltiderna faktiskt formas i praktiken. Sammanfattningsvis kan studien förstås som en undersökning av hur personalen ser på måltidernas betydelse och kvalitet, samt i vilken utsträckning de upplever att de kan påverka vad som serveras. Fokus ligger på spänningsfältet mellan ambitioner och förutsättningar: å ena sidan finns ofta en vilja att måltiderna ska vara näringsriktiga, varierade och anpassade efter barnens behov, och å andra sidan finns organisatoriska ramar som kan begränsa inflytandet. Sådana ramar kan handla om centrala inköp, budget, färdiga menyer, leverantörsavtal eller beslut som tas på ledningsnivå, vilket gör att personalens möjlighet att påverka ibland blir indirekt eller beroende av informella vägar. Ett centralt resultat i en sådan ansats är att personalens uppfattningar om måltiderna ofta rymmer flera perspektiv samtidigt. Måltiden ses inte enbart som “mat på bordet”, utan också som en social situation där trygghet, rutiner och samspel skapas. Därför blir innehållet i måltiden – exempelvis variation, smak, kulturell bredd och hänsyn till allergier eller specialkost – nära kopplat till frågor om bemötande och barns delaktighet. Samtidigt kan personalens möjlighet att påverka variera beroende på förskolans organisation, tillgången till kökspersonal, dialogen med måltidsverksamheten och hur tydliga kommunikationsvägarna är. När samverkan fungerar väl upplever personalen ofta att de kan bidra genom återkoppling, önskemål och planering i dialog, medan bristande samordning kan leda till frustration och en känsla av att måltiderna styrs “utifrån”. Sammanfattningen pekar därmed på att personalens inflytande över måltidernas innehåll inte enbart handlar om formell beslutanderätt, utan också om relationer, kommunikation och praktiska möjligheter i vardagen. Genom att synliggöra hur personalen upplever sitt handlingsutrymme kan studien bidra med kunskap som är relevant för utveckling av måltidsrutiner i förskolan, där måltiden betraktas som en integrerad del av både omsorg och pedagogik.",102,formal-102
52,formal,human,human,True,"Trouble Ticket ""Kommunikationen gav oss vind i seglen""","Rapporten huvudsyfte är att beskriva hur vi genom användning av språk och kommunikation har kunnat tillgodose våra användares krav på ett ärendehanteringssystem, samt på vilket sätt vi har använt artefakter för att kommunicera. Vi kommer att beskriva olika delar av projektet där språk och kommunikation har haft centrala ""roller"" och visat sig ha olika betydelse beroende på de personer som medverkar och i vilken miljö situationen har utspelat sig. Rapporten behandlar även hur resultatet av ovanstående har lett oss in i en utvecklingsprocess där vi försökt tillgodose användarens krav på bästa sätt. Vi kommer också att beskriva de kända och tidigare okända metoder som vi använt oss av för att uppnå vår målsättning, att överlämna en första prototyp av ett ärendehanteringssystem.",157,formal-157
53,formal,gpt,detector_evasive,False,"Upplevelser av interaktionen mellan klient och socialsekreterare -sett ur ett maktperspektiv Blekinge Institute of Technology, School of Management. Blekinge Institute of Technology, School of Management.","Denna kandidatuppsats från Blekinge Institute of Technology, School of Management, handlar om upplevelser av interaktionen mellan klient och socialsekreterare. Studien ser detta ur ett maktperspektiv. Fokus ligger på hur makt tar form i samtal, möten och beslut. Den tar också upp hur interaktion skapar villkor för klient och hur socialsekreterare använder sitt handlingsutrymme. Uppsatsen utgår från att interaktion aldrig är neutral. Den formas av roller, regler och resurser. Klient och socialsekreterare möts i en ordning där socialsekreterare ofta kontrollerar tid, plats och vad som räknas som relevant. Det gör att makt syns i små saker. Vem som får tala först. Vem som får avsluta. Vad som skrivs ner. Hur frågor ställs och hur svar tolkas. I analysen används sociala konfigurationer för att förstå mönster i relationen. Klient ingår i flera sociala konfigurationer som påverkar läget i mötet. Socialsekreterare ingår i socialtjänsten och i sin arbetsplats. Det gör att interaktion påverkas av krav på dokumentation, riktlinjer och kontroll. Samtidigt påverkas den av relationen i rummet. Tonläge och ordval får stor betydelse. Det gäller särskilt när klient berättar om ekonomi, hälsa och familj. Uppsatsen tar upp exploatering som en risk i interaktionen. Exploatering syns när klientens behov blir ett underlag för styrning utan att klient får samma chans att styra samtalet. Det syns också när klient måste lämna ut mer än vad som känns rimligt för att få stöd. Maktperspektiv gör att detta går att se som mer än en enskild konflikt. Det kopplas till hur system och rutiner pressar klient att anpassa sig. Den tar också upp möjlighetsansamling. Möjlighetsansamling beskriver hur vissa klienter lättare får tillgång till stöd och vägar framåt. Det kan handla om språk, vana att tala med myndigheter och att kunna visa upp rätt papper i rätt tid. I interaktion märks det när klient kan förhandla och ställa frågor. Det märks också när klient kan följa upp och hålla kontakt. Andra klienter får svårare att bygga samma möjlighetsansamling. Då fastnar de lätt i korta lösningar och nya krav. Resultatet visar att upplevelser av interaktionen mellan klient och socialsekreterare ofta kretsar kring respekt, förtroende och kontroll. När socialsekreterare ger tydlig info och förklarar beslut i samtal så ökar klientens känsla av att bli tagen på allvar. När socialsekreterare styr samtalet hårt och lutar sig mot regler utan dialog så ökar känslan av makt och avstånd. Uppsatsen visar också att klient inte är passiv. Klient använder strategier. Klient väljer vad som sägs, vad som hålls tillbaka och hur man framställer sin situation. Sammantaget visar uppsatsen att interaktion mellan klient och socialsekreterare blir en plats där makt skapas och syns. Sociala konfigurationer påverkar vad som händer i rummet. Exploatering och möjlighetsansamling hjälper till att förstå följderna av mötena. I ett maktperspektiv blir det tydligt att små drag i samtal och rutiner kan ge stora effekter för klient över tid.",151,formal-151
54,formal,gpt,baseline,False,Procedurella Texturer: Skapande av en procedurell textur utifrån en referensbild med hjälp av en genetisk algoritm,"Denna kandidatuppsats behandlar hur procedurella texturer kan skapas automatiskt utifrån en referensbild med hjälp av genetiska algoritmer inom datorgrafik. Utgångspunkten är att procedurella texturer, till skillnad från bildbaserade texturer, genereras genom matematiska uttryck och parametrar, vilket kan ge fördelar som skalbarhet, låg minnesåtgång och enkel variation. Samtidigt är det ofta tidskrävande och svårt att manuellt konstruera en procedurell textur som visuellt överensstämmer med en önskad stil eller ett specifikt material. Arbetet undersöker därför en metod där en genetisk algoritm används för att optimera en procedurell textur så att den liknar en given referensbild. Varje kandidat i populationen representerar en uppsättning parametrar eller en graf/struktur av funktioner som definierar texturen. Genom iterativ selektion, korsning och mutation utvecklas populationen mot bättre lösningar baserat på en fitnessfunktion som mäter likhet mellan genererad textur och referensbild, exempelvis genom färg- och strukturmått. Studien diskuterar även vilka likhetsmått som är lämpliga, hur sökrymden kan avgränsas för att göra optimeringen praktiskt genomförbar samt hur variation och stabil konvergens kan balanseras. Resultatet är en sammanhängande beskrivning av ett arbetsflöde för att kombinera procedurell texturgenerering och genetiska algoritmer, samt en analys av metodens styrkor och begränsningar. Uppsatsen belyser särskilt potentialen att minska manuellt arbete i texturframtagning och att möjliggöra snabbare framställning av materialliknande texturer i grafiska tillämpningar, samtidigt som den identifierar utmaningar kopplade till beräkningskostnad, kvalitetsutvärdering och risken för att optimera mot fel visuella egenskaper.",20,formal-20
55,formal,gpt,human_like,False,En undersökning om perspektivet på Islam i tre nyhetsprogram,"Denna studie undersöker hur islam framställs i tre utvalda nyhetsprogram och vilka återkommande perspektiv, teman och tolkningsramar som präglar rapporteringen. Utgångspunkten är att nyhetsmedier inte enbart återger händelser neutralt, utan också bidrar till att skapa mening genom urval, språkbruk, bildval och vilka röster som får utrymme. Syftet är därför att analysera om och på vilka sätt rapporteringen riskerar att bli tendentiös, reproducera stereotypa föreställningar eller bidra till diskriminerande föreställningsmönster. Med stöd i mediaforskning och teorier om orientalism granskar studien hur “vi” och “de” konstrueras i nyhetsberättelserna, samt hur islam kopplas till vissa typer av nyheter och problemformuleringar. Särskild vikt läggs vid vilka aktörer som får definiera islam (exempelvis politiker, experter, myndigheter eller muslimska företrädare), hur ansvar och orsakssamband formuleras, samt om islam behandlas som en mångfacetterad religion och levd vardag eller som en förenklad markör för kulturell avvikelse. Analysen uppmärksammar också kulturmöten i rapporteringen: om de skildras som dialog och samhällelig komplexitet eller som konflikt och hot. Resultatet pekar på att nyhetsprogrammens framställningar tenderar att variera mellan mer nyanserade inslag och mer förenklande narrativ. I vissa fall framträder en problemorienterad inramning där islam ofta aktualiseras i samband med säkerhet, extremism eller integrationsfrågor, vilket kan bidra till att normalisera en koppling mellan religion och risk. Samtidigt visar materialet att nyansering uppstår när fler perspektiv inkluderas, när muslimska röster tillåts tala utifrån egna erfarenheter och när redaktionella val synliggör intern variation inom islam. Sammantaget visar studien hur nyhetsrapporteringens form och logik kan påverka publikens förståelse av islam och i förlängningen bidra till antingen ökad förståelse i kulturmöten eller till reproduktion av orientalistiska och diskriminerande mönster.",124,formal-124
56,formal,gpt,human_like,False,Uppföljningsarbetet av efterkalkyler på Portsystem 2000 AB,"Denna studie behandlar hur Portsystem 2000 AB arbetar med uppföljning av efterkalkyler och hur detta uppföljningsarbete kan bidra till bättre beslutsunderlag, högre kvalitet i kalkylerna och en mer lärande verksamhet. Utgångspunkten är kopplingen mellan förkalkyl och efterkalkyl: där förkalkylen används för att prissätta och planera ett uppdrag, visar efterkalkylen i efterhand hur väl antaganden och beräkningar stämde överens med verkligt utfall. När dessa två led inte binds ihop genom en tydlig uppföljningsprocess riskerar erfarenheter att gå förlorade, vilket i sin tur kan leda till återkommande fel i prissättning, resursplanering och tidsbedömningar. I fokus står därför efterkalkylens roll som ett verktyg för kontroll och förbättring, snarare än enbart en administrativ avslutningsaktivitet. Studien belyser hur uppföljningsarbetet kan struktureras som en återkommande process med tydliga ansvarsområden, rutiner och tidpunkter för avstämning. Särskild vikt läggs vid informationsflödet mellan olika funktioner samt hur kvaliteten i inmatad data påverkar möjligheterna att dra tillförlitliga slutsatser. Här framträder affärssystemet och övriga informationssystem som centrala förutsättningar: systemens stöd för registrering, spårbarhet, rapportering och analys påverkar direkt både arbetsinsatsen och precisionen i uppföljningen. Sammanfattningsvis undersöker arbetet hur Portsystem 2000 AB kan använda efterkalkyler mer systematiskt för att minska avvikelser mellan förkalkyl och verkligt utfall, förbättra kalkylmodeller och stärka den interna styrningen. Genom att se uppföljningen som en integrerad del av verksamhetens processer – och genom att säkerställa att affärssystemet stödjer rätt information vid rätt tidpunkt – skapas bättre förutsättningar för kontinuerlig förbättring och mer robusta beslutsunderlag inför framtida projekt och offerter.",113,formal-113
57,formal,human,human,True,3D på webben: nästa steg för E-handeln? Stereoskopisk 3D som produktpresentation,Inom den kraftigt växande E-handeln råder stark konkurrens. Metoder att öka marknadsandelar och sälja mer produkter är viktigare än någonsin. I denna studie utvärderas metoden att presentera produkter med hjälp av stereoskopisk 3D. En fördel som kan konstateras är att kunderna får en mer verklighetsnära uppfattning av produkten än med traditionella bilder av tvådimensionell typ. Den tydligaste förbättringen är kopplad till upplevelsen av djup. Den verkar ge användaren en bättre bedömning av en produkts rymlighet. Då stereoskopisk 3D inom E-handeln är helt oexploaterad är det också intressant att fördjupa sig i eventuella orsaker till detta. En sådan är säkerligen att tekniken är ung; och därmed inte färdigutvecklad. I denna studie kan bland annat konstateras att användare upplever 2D-bilder som skarpare än 3D-bilder. Även andra egenskaper som bedömts med hjälp av bilder har rankats som sämre av de som sett bilderna i 3D jämfört med de som sett de i 2D. Dock har sådana egenskaper som kan kopplas till djupupplevelse en stark positiv korrelation med just 3D-bilder. Det finns också indikationer på att upplevelsen av 3D påverkas av hur testen designas. I denna studies Tänka-högt-test var respondenterna mer positiva till användningen av 3D-bilder än vad som kunde konstateras i en omfattande enkät i samband med en uppföljande test.,12,formal-12
58,formal,gpt,baseline,False,Slöja i skolan?,"Jag kan absolut göra det, men jag behöver lite mer underlag än bara titeln. Just nu har jag: - **Titel:** *”Slöja i skolan?”* - **Nyckelord:** *nan* (det betyder oftast att nyckelorden saknas/inte är angivna) För att kunna skriva en sammanfattning i **kandidatuppsatsstil** med egna ord, skicka gärna något av följande: 1) **Riktiga nyckelord** (3–8 st), eller 2) **Abstract/inledning** (även kort), eller 3) **Syfte + frågeställningar + metod + material + huvudsakliga resultat** (punktform går bra) Om du vill kan du också välja inriktning: - svensk skola (juridik/policy), - religionsfrihet/sekularism, - genus/identitet, - integration/likabehandling. När du skickat underlaget skriver jag en sammanfattning som typiskt innehåller: **bakgrund, syfte, metod, material, centrala resultat och slutsats** i ett formellt akademiskt språk.",115,formal-115
59,formal,gpt,detector_evasive,False,Metoder vid implementation av affärssystem: en studie om anpassning,"Den här kandidatuppsatsen handlar om metoder vid implementation av affärssystem. Studien fokuserar på anpassning. Den tar upp hur ett företag väljer impementeringsmetoder och hur det valet hänger ihop med anpassning av system och verksamhet. Utgångspunkten är att affärssystem ofta påverkar arbetssätt, roller och dataflöden. Därför blir anpassning en praktisk fråga som kommer tidigt och som fortsätter genom hela implementationen. Studien beskriver vanliga impementeringsmetoder som ofta nämns i litteraturen. Det gäller till exempel “Big bang”, “phased rollout” och “pilot” som beskrivs i Somers och Nelson (2001) och i Davenport (1998). Den tar också upp hur leverantörer arbetar med metodstöd, som SAP ASAP och Microsoft Sure Step. Fokus ligger på val av metod. Det valet styr tidplan, test, utbildning och hur man hanterar risk. Det styr också hur mycket anpassning som blir rimlig att göra. Ett centralt resultat är att anpassning sällan är en ren IT-fråga. När man pratar om anpassning av system och verksamhet så uppstår en tydlig spänning. Företaget vill ofta få in sina egna sätt att jobba. Samtidigt driver affärssystem ofta ett mer standardiserat arbetssätt. Studien visar därför hur val av metod påverkar om anpassning hamnar i kod, i konfiguration eller i ändrade rutiner. Den visar också att företag som vill minska anpassning ofta behöver lägga mer tid på processarbete, masterdata och beslut om gemensamma arbetssätt. Sammanfattningsvis visar studien att metoder vid implementation av affärssystem behöver passa både projektets storlek och graden av anpassning. När impementeringsmetoder och val av metod hänger ihop med anpassning av system och verksamhet så blir projektet mer styrbart. När de inte gör det så ökar kostnad, tid och fel i drift. Studien bidrar med en tydlig bild av hur affärssystem, impementeringsmetoder, val av metod och anpassning behöver kopplas ihop i praktiken, från kravarbete och design till test, utbildning och överlämning.",50,formal-50
60,formal,gpt,detector_evasive,False,"""Jag tror inte han är där än; alltså rent språkligt"": Gymnasielärares beskrivningar av och attityder till förortssvenska och förortsslang","Uppsatsen tar upp hur gymnasielärare pratar om förortssvenska och förortsslang. Den utgår från att språk i skolan inte bara handlar om regler och rättning. Den handlar också om attityder. Titeln “Jag tror inte han är där än; alltså rent språkligt” pekar på hur en gymnasielärare kan sätta en elev på en viss nivå utifrån hur eleven låter. Det blir ett sätt att koppla språk till vad som räknas som moget och skolmässigt. Syftet är att beskriva gymnasielärares beskrivningar av förortssvenska och förortsslang och att undersöka deras attityder. Studien kopplar detta till sociolingvistisk medvetenhet. Den frågar vad lärarna lägger märke till när de hör förortssvenska och förortsslang. Den frågar också hur lärarna värderar det. Och den tar upp hur lärarna kopplar det till elevers skrivande, muntliga redovisningar och betyg. Materialet bygger på samtal eller intervjuer med gymnasielärare. Fokus ligger på vad lärarna själva säger. Analysen samlar återkommande sätt att beskriva förortssvenska och förortsslang. Den visar också vilka ord och exempel lärarna tar till när de förklarar vad de menar. Ett viktigt steg är att skilja mellan beskrivningar och attityder. Lärarna kan beskriva vissa drag. Samtidigt visar de en attityd när de kopplar drag till brist, nivå eller ordning i klassrummet. Resultatet visar att gymnasielärare ofta gör en tydlig skillnad mellan språk som funkar i skolan och språk som funkar med kompisar. Förortssvenska och förortsslang hamnar ofta på kompis sidan. Flera gymnasielärare kopplar förortsslang till ett informellt sätt att prata. De lyfter ordval och ton. De tar också upp att vissa elever växlar mellan olika sätt att prata. Det leder in på sociolingvistisk medvetenhet. Några lärare visar att de ser växling som en resurs. Andra pratar om växling som ett krav. De vill att eleverna ska lämna förortssvenska när de gör skolarbete. Uppsatsen visar också att attityder hänger ihop med synen på elevens möjligheter. När en gymnasielärare säger “Jag tror inte han är där än; alltså rent språkligt” blir språket ett mått på var eleven står. Då blir förortssvenska och förortsslang en signal om vad eleven klarar. Det kan påverka hur läraren bemöter eleven. Det kan påverka vilka uppgifter eleven får. Och det kan påverka hur läraren tolkar elevens texter och svar. Sammantaget visar studien att gymnasielärares beskrivningar och attityder spelar roll för hur förortssvenska och förortsslang får plats i gymnasiet. Den visar att sociolingvistisk medvetenhet skiljer sig mellan lärare. Den visar också att samma språkliga drag kan få olika värde beroende på situation. I klassrummet blir det ofta en fråga om vad som räknas som rätt språk och vems språk som får vara norm.",41,formal-41
61,formal,gpt,detector_evasive,False,Att vara syskon eller partner till en person med ätstörningsproblematik,"Den här uppsatsen handlar om att vara syskon eller partner till en person med ätstörningsproblematik. Fokus ligger på familj och på hur ätstörningar påverkar vardag, relationer och stöd. Uppsatsen tar upp anorexi och bulimi och den visar hur syskon och par lever nära symtomen. Den beskriver också hur behandling och återhämtning formar relationer över tid. Ett huvudtema är erfarenhet. Syskon berättar ofta att ätstörningar tar plats i hemmet. De ser förändringar i mat, rutiner och samtal. Många får ta mer ansvar. De vill hjälpa. Samtidigt vill de ha ett eget liv. De kan känna skuld när de gör saker som känns vanliga för andra. De kan också känna ilska när familjens fokus blir smalt. I flera studier om familj och ätstörningar återkommer detta. Syskon upplever att de hamnar bredvid. De får mindre stöd. De får mindre info om behandling. Ett annat tema är relationer i par. När en partner har anorexi eller bulimi påverkas äktenskap och vardagsliv. Mat blir en plats för konflikt. Kropp och sex kan bli svårt att prata om. Partnern försöker ofta vara stöd. Partnern kan också bli trött. Det kan bli en obalans där en person blir vårdare och den andra blir patient. Par beskriver att de tappar spontana saker. De planerar mer. De undviker vissa sociala lägen. Äktenskap kan pressas av oro och av att behandling tar tid. Samtidigt finns exempel där par hittar nya sätt att prata. De sätter gränser. De gör små gemensamma mål under återhämtning. Uppsatsen beskriver också mötet med behandling. Syskon och partner vill ofta vara med. De vill förstå ätstörningsproblematik. De vill veta vad som hjälper. I behandling hamnar de ändå ibland utanför. Sekretess kan göra det svårt. Det kan bli oklart vem som ska få info. Flera arbeten som utgår från familj visar att stöd till närstående gör skillnad. Det gäller både kunskap om ätstörningar och plats för egna känslor. När syskon och partner får stöd minskar stress. Det blir lättare att hålla fast vid relationer. Återhämtning lyfts som en lång process. Den påverkar både syskon och par. I början kan allt handla om att få stopp på symtom vid anorexi eller bulimi. Sen blir det viktigt att bygga vardag igen. Många beskriver att relationer får läka. Förtroende behöver komma tillbaka. Det gäller både i familj och i äktenskap. Uppsatsen visar att stöd behöver fortsätta även efter en tid. Syskon och partner behöver också få prata om sin egen erfarenhet. Det gör att de orkar vara kvar som stöd utan att gå sönder själva. Sammanfattningsvis visar uppsatsen att att vara syskon eller partner till en person med ätstörningsproblematik påverkar hela livet. Familj, relationer, äktenskap och par formas av ätstörningar. Behandling och återhämtning kan ge hopp. Men de kräver att syskon och partner får stöd och får en tydlig roll. Uppsatsen pekar därför på att vård och stöd behöver se hela familj och inte bara den som har anorexi eller bulimi.",34,formal-34
62,formal,human,human,True,Dom vill ju spela så då spelar vi!: En belysande studie av faktorer som påverkar läraren vid planeringen av unervisningen i estetisk verksamhet,"Syftet med den här undersökningen är att belysa faktorer som påverkar läraren när den planerar sin undervisning i kursen Estetisk verksamhet med inriktning musik. Av särskilt intresse är vilken påverkan lärarens intressen, utbildning och erfarenhet samt elevernas intressen och färdigheter har. Undersökningen har genomförts genom att fyra stycken verksamma lärare på olika skolor i olika städer intervjuats. Resultatet visar att lärarna till stor del låter eleverna vara med och planera innehållet i kursen och att innehållet mestadels utgörs av praktiskt musicerande. Det som har allra störst påverkan på att kursen utformas åt detta håll är den syn som läraren har på eleven och på ämnet samt elevernas färdigheter och intressen. Resultatet överrensstämmer därmed med tidigare forskning.",47,formal-47
