model,register,condition,doc_id,error,refusal,markdown_n,chars,text
gpt-5.2,formal,detector_evasive,45,,,0,2000,"Denna uppsats handlar om PRO i Österåkers kommun. Den handlar om PRO:s roll inom äldreomsorgen. Syftet är att beskriva hur PRO arbetar och hur PRO påverkar frågor som rör äldreomsorgen i Österåkers kommun. Uppsatsen tar fasta på både vardagsnära stöd och mer formellt påverkansarbete.

Studien utgår från att PRO är en förening som samlar äldre och som driver frågor om trygghet, vård och omsorg. Fokus ligger på hur PRO i Österåkers kommun möter kommunen och hur kontakten ser ut över tid. Uppsatsen beskriver hur PRO deltar i samtal om äldreomsorgen. Den beskriver också hur PRO lyfter medlemmars behov och hur PRO för fram synpunkter på beslut som rör äldre.

Materialet bygger på lokala handlingar och på intervjuer med personer som har haft uppdrag i PRO i Österåkers kommun och personer som arbetar i kommunen. Uppsatsen använder även protokoll och texter från PRO. Analysen följer hur PRO formulerar problem och mål. Den följer också hur kommunen svarar och hur frågor går vidare i den lokala styrningen av äldreomsorgen.

Resultatet visar att PRO i Österåkers kommun ofta tar rollen som länk mellan äldre och kommunen. PRO samlar in synpunkter. PRO sprider också info om äldreomsorgen till sina medlemmar. PRO driver frågor om kvalitet och bemötande. PRO tar även upp frågor om boende, hemtjänst och dagliga stödinsatser. Uppsatsen visar att PRO:s roll inom äldreomsorgen blir tydlig när PRO deltar i möten och när PRO lämnar synpunkter på förändringar. Den visar också att PRO får mer tyngd när de har fasta kontakter och när arbetet följs upp.

Sammantaget visar uppsatsen att PRO i Österåkers kommun har en tydlig roll inom äldreomsorgen. PRO gör detta genom att föra fram äldres röster. PRO gör det genom att följa upp beslut. PRO gör det genom att hålla frågorna levande i mötet med kommunen. Uppsatsen avslutas med att diskutera vad detta betyder för äldreomsorgen i Österåkers kommun och för hur kommunen tar till vara på erfarenheter från äldre som lever med äldreomsorgen i vardagen."
gpt-5.2,formal,detector_evasive,60,,,0,2699,"Denna uppsats handlar om Datakvalitetsverktyg i datalager och frågar: Hur hanterar datakvalitetsverktyg datakvalitetsfaktorer? Fokus ligger på ett datalager som samlar data från flera källor. Det gör att fel och skillnader följer med in. Därför blir Datakvalitet en praktisk fråga i både projekt och förvaltning.

Arbetet utgår från vanliga datakvalitetsfaktorer. Det gäller korrekthet, fullständighet och aktualitet. Det gäller också enhetlighet och unikhet. I ett datalager syns brister ofta när samma kund finns flera gånger. Eller när datum och valutor har olika format. Eller när fält saknas i vissa flöden. Uppsatsen kopplar dessa datakvalitetsfaktorer till hur Datakvalitetsverktyg används i ett datalager.

En del av studien beskriver hur Datakvalitetsverktyg arbetar steg för steg. Först gör de profilering. Då mäter de värden och mönster i tabeller. De letar efter tomma fält, avvikande längder och felaktiga tecken. Sedan gör de regler som körs i ETL eller ELT. Många använder färdiga kontroller. Exempel är “not null”, intervall för datum och listor med tillåtna värden. Verktygen märker rader som bryter mot regler. De skriver loggar och de skapar rapporter som går att följa upp.

Uppsatsen tar också upp matchning och deduplicering. Det behövs när datalager får data från CRM, ERP och webb. Verktyg använder ofta regler för likhet. De kan väga namn, adress och e post. De kan också använda referensdata för postnummer och ort. Målet är att höja Datakvalitet och minska dubletter utan att tappa rätt poster. Här blir spårbarhet viktig. Verktyget ska visa varför två rader slås ihop.

En Datakvalitetslösning består inte bara av teknik. Den består också av roller och arbetssätt. Uppsatsen beskriver dataägare och data steward. De sätter regler och de godkänner ändringar. De behöver en tydlig plats där regler och termer finns. Det liknar data governance. Det ger samma bild i hela datalager. Det gör också att Datakvalitetsverktyg inte blir ett engångsjobb i ett projekt.

Vidare tar uppsatsen upp hur man mäter Datakvalitet över tid. Datakvalitetsverktyg kan skapa KPI. Exempel är andel tomma fält, andel dubletter och andel rader som klarar validering. Resultaten visas ofta i dashboards. De kan kopplas till incidenter och ärenden. Då går det att se om ett fel kom från en källa eller från en transformation i datalager.

Sammanfattningsvis visar uppsatsen att Datakvalitetsverktyg hanterar datakvalitetsfaktorer genom profilering, regler, validering, matchning och uppföljning. De ger stöd för att hitta fel tidigt. De gör att fel kan rättas på rätt plats. En Datakvalitetslösning blir starkast när den sitter ihop med arbetet i datalager och med ansvar för Datakvalitet i linjen."
gpt-5.2,formal,detector_evasive,85,,,0,2302,"Denna uppsats handlar om balanserat styrkort i primärvården. Fokus ligger på styrning med balanserat styrkort på KvaLita Närsjukvård AB. Studien tar sin utgångspunkt i ekonomistyrning och i hur ett styrkort används i vardagen. Syftet är att beskriva hur styrkortet är utformat och hur det påverkar planering, uppföljning och ansvar i primärvård.

Uppsatsen är en fallstudie. Den bygger på arbete nära verksamheten på KvaLita Närsjukvård AB. Den beskriver hur chefer och medarbetare arbetar med mål och mått. Den visar hur styrkortet blir en del av styrningen och hur det kopplas till ekonomistyrning. Styrkortet används för att samla ekonomi, vård och kvalitet i samma bild. Det gör att ledningen kan följa flera mål samtidigt och att de kan se om målen drar åt samma håll.

I styrkortet finns typiskt mål som rör ekonomi. Det finns också mål som rör patient, process och lärande. Det går i linje med Kaplan och Norton och deras Balanced Scorecard från 1992 och 1996. I primärvård blir kopplingen mellan ekonomi och vård tydlig. KvaLita Närsjukvård AB behöver klara budget och samtidigt nå mål för tillgänglighet och kvalitet. Styrkortet blir ett verktyg som sätter ord på dessa krav och som gör dem mätbara. Det påverkar hur chefer följer upp resultat. Det påverkar också hur de pratar om förbättringar på möten och i rapporter.

Resultatet visar att styrning med balanserat styrkort på KvaLita Närsjukvård AB bygger på återkommande uppföljning. Man tittar på siffror och på mål. Man jämför utfall med plan. När avvikelser uppstår tar man upp dem och fördelar åtgärder. Ekonomistyrning finns med som en grund. Den syns i budget, kostnader och produktion. Styrkortet gör att ekonomistyrning kopplas till vad primärvård ska leverera. Det ger också en gemensam struktur för styrningen. Samtidigt kräver det att måtten är begripliga och att de går att följa på ett sätt som passar verksamheten.

Uppsatsen bidrar med en konkret bild av balanserat styrkort i primärvården. Den visar hur ett styrkort kan fungera i en fallstudie och hur ekonomistyrning och styrkort hänger ihop i praktiken på KvaLita Närsjukvård AB. Den pekar också på att arbetet med styrkort behöver vara levande. Det behöver knytas till ansvar, möten och beslut. Då blir balanserat styrkort en del av styrning och inte bara ett dokument."
gpt-5.2,formal,detector_evasive,68,,,0,2690,"Den här studien tar upp frågan Har utlandsadopterade barn språkproblem? och den gör det genom att undersöka vad föräldrar och pedagoger anser. Fokus ligger på utlandsadopterade barn i skola och på hur adoption kan hänga ihop med språksvårigheter. Arbetet utgår från att språk är en nyckel i skola. Det gäller både när barn ska förstå instruktioner och när de ska visa vad de kan i tal och skrift.

Syftet är att samla in och jämföra röster från två håll. Dels föräldrar som lever nära barnet i vardagen. Dels pedagoger som möter barnet i klassrummet och i elevnära arbete. Studien vill beskriva vilka språkproblem som tas upp. Den vill också visa hur föräldrar och pedagoger talar om stöd. Den vill slutligen belysa om de ser samma behov eller om de ser olika behov.

Metoden bygger på intervjuer och ett mindre frågeunderlag. Urvalet består av föräldrar till utlandsadopterade barn och pedagoger i skola. Intervjuerna följer en enkel intervjuguide. Svaren sorteras efter teman. Ett tema är språksvårigheter i vardagssamtal. Ett annat tema är språksvårigheter i läsning och skrivning. Ett tredje tema är samspel mellan pedagoger och föräldrar.

Resultatet visar att många föräldrar beskriver att språksvårigheter syns tidigt. De tar ofta upp ordförråd. De tar upp uttal. De tar upp att barnet har svårt att hitta ord. Pedagoger beskriver ofta att språksvårigheter blir tydliga när kraven i skola ökar. De tar upp läsförståelse. De tar upp skriftliga uppgifter. De tar upp att barnet behöver mer tid och tydligare steg. Både föräldrar och pedagoger kopplar språkproblem till adoption genom att de pratar om språkskifte och om att barnet har haft en tid utan stabilt språk runt sig.

En tydlig punkt i materialet är att pedagoger ofta vill ha tidiga insatser. De nämner kartläggning. De nämner extra språkstöd. De nämner samarbete med specialpedagog. Föräldrar betonar i hög grad att stöd ska fungera i vardagen. De vill att skola tar ansvar. De vill att pedagoger ser barnet och inte bara ser testresultat. Samtidigt beskriver flera pedagoger att de saknar kunskap om utlandsadopterade barn och adoption. De beskriver också att rutiner i skola ibland gör att stöd sätts in sent.

Slutsatsen är att frågan Har utlandsadopterade barn språkproblem? får olika svar beroende på vem som talar. Men mönstret i studien är att både föräldrar och pedagoger anser att språksvårigheter förekommer och att de påverkar skola. Studien pekar därför på att skola behöver arbeta mer systematiskt med språksvårigheter hos utlandsadopterade barn. Den pekar också på att samarbete mellan föräldrar och pedagoger behöver vara tätare och mer tydligt, så att stöd inte blir en fråga som faller mellan hem och skola."
gpt-5.2,formal,detector_evasive,105,,,0,3773,"Den här uppsatsen handlar om Inlärningsstilar och frågan om Inlärningsstilar är ett sätt att individanpassa undervisningen. Jag tar upp hur idén om Inlärningsstilar har vuxit fram i skolan. Jag beskriver också hur lärare använder Inlärningsstilar i planering och i klassrummet. En viktig del är att se vad forskning säger. En annan del är att se vad som händer när man försöker göra individanpassa undervisningen med stöd av Inlärningsstilar.

Jag utgår från vanliga modeller som ofta syns i lärarutbildning och i skolmaterial. Jag tar upp Dunn och Dunn och deras arbete från 1970 talet. Jag tar också upp Kolb och Learning Style Inventory från 1984. Jag tar upp VARK som Fleming beskrev 1995. Jag kopplar detta till hur skolan pratar om individanpassa undervisningen. Jag kopplar det också till styrdokument. Jag utgår från Lgr11 och Skollagen 2010:800. Jag visar hur kravet på individanpassa undervisningen ofta leder till att lärare söker verktyg som är enkla att använda. Inlärningsstilar blir då ett konkret svar.

I uppsatsen sammanfattar jag centrala resultat från större genomgångar. Jag lyfter Pashler med flera från 2008. De granskar påståendet om att elever lär sig bättre om undervisningen matchar deras Inlärningsstilar. De ställer tydliga krav på hur studier ska vara gjorda. De menar att det behövs tester som delar in elever. Sedan behövs slumpad gruppindelning. Sedan behövs samma innehåll men olika form. Och man måste se en tydlig korsning. Det innebär att olika elever ska gynnas av olika upplägg på ett stabilt sätt. Jag tar också upp Coffield med flera från 2004. De visar att det finns många modeller och att de ofta bygger på olika antaganden. De pekar också på svagheter i mätning och i hur begreppen används. Utifrån detta beskriver jag att stöd för att matcha Inlärningsstilar i undervisningen är svagt.

Jag visar hur Inlärningsstilar ändå får en plats i skolans vardag. Lärare berättar ofta att de vill nå alla elever. De vill skapa motivation. De vill skapa studiero. De vill göra undervisningen tydlig. Inlärningsstilar blir då ett språk för att prata om skillnader. Samtidigt blir det lätt att man sätter etiketter. En elev blir visuell. En annan elev blir auditiv. En tredje elev blir kinestetisk. Jag beskriver att detta kan påverka förväntningar. Det kan också påverka hur elever ser på sin egen förmåga.

Jag tar upp att individanpassa undervisningen inte behöver betyda att man matchar Inlärningsstilar. Jag beskriver i stället arbetssätt som har tydligt stöd i forskning och som ofta går att förena med individanpassa undervisningen. Jag tar upp formativ bedömning och Black och Wiliam 1998. Jag tar upp återkoppling och Hattie 2009. Jag tar upp tydliga mål och tydlig struktur. Jag tar också upp variation i arbetssätt. Jag visar att variation ofta hjälper fler. Man kan läsa en text. Man kan lyssna. Man kan prata. Man kan skriva. Man kan öva med exempel. Man kan få stöd med bilder. Då får elever flera vägar in i samma innehåll utan att man låser dem vid Inlärningsstilar.

Sammanfattningsvis visar uppsatsen att Inlärningsstilar ofta framstår som ett sätt att individanpassa undervisningen. Det gäller i samtal och i material som riktar sig till lärare. Men när man prövar idén mot forskning så blir stödet svagt för att matchning av Inlärningsstilar ger bättre lärande. Det som däremot framstår som viktigt är att läraren följer elevens lärande. Läraren ger tydliga mål. Läraren ger återkoppling. Läraren varierar undervisningen. Och läraren anpassar stöd och krav utifrån uppgift och elevens behov. Inlärningsstilar kan fungera som ett enkelt språk för variation. Men som metod för att individanpassa undervisningen behöver den hanteras med stor försiktighet och med tydligt fokus på vad som faktiskt ger resultat i klassrummet."
gpt-5.2,formal,detector_evasive,15,,,0,4176,"Titeln Akutpreventivmedel: Hur skiljer sig effektivitet och säkerhet för de tre godkända metoderna levonorgestrel; ulipristal och kopparspiral? sätter fokus på ett praktiskt val i vården. Den här sammanfattningen tar upp akutpreventivmedel och jämför levonorgestrel, ulipristal och kopparspiral. Den jämför effektivitet och säkerhet. Den utgår från hur metoderna används i klinik och hur riktlinjer brukar beskriva dem.

Levonorgestrel och ulipristal är tabletter. Kopparspiral är en insättning i livmodern. Alla tre räknas som akutpreventivmedel. De har olika tidsfönster. Levonorgestrel används upp till 72 timmar efter oskyddat samlag. Ulipristal används upp till 120 timmar. Kopparspiral kan sättas in upp till 120 timmar efter oskyddat samlag och även senare om man kan koppla det till ägglossning. Skillnaden i tidsfönster påverkar effektivitet. Den påverkar också hur lätt det är att få metoden i tid.

När man jämför effektivitet brukar kopparspiral ligga högst. Det gäller både i studier och i klinisk vardag. Metoden är också oberoende av att patienten tar en tablett i rätt tid. Kopparspiral ger dessutom fortsatt skydd efter insättning. Levonorgestrel och ulipristal ger bara skydd för den aktuella händelsen. De skyddar inte om man har nytt oskyddat samlag efter intag samma cykel. Då behöver man skydd igen.

Ulipristal brukar beskrivas som mer effektivt än levonorgestrel, främst nära ägglossning och när det har gått längre tid efter samlag. Båda verkar genom att skjuta upp ägglossning. Ulipristal gör det mer effektivt när luteiniserande hormon redan har börjat stiga. Levonorgestrel har sämre effekt om ägglossning är nära. Effekten sjunker också när intaget dröjer. För kopparspiral spelar tid också roll, men den håller en hög nivå av effektivitet inom sitt rekommenderade fönster. Den verkar främst genom att koppar påverkar spermier och befruktning. Den påverkar också miljön i livmodern.

Säkerhet skiljer sig också. Levonorgestrel ger ofta kortvariga biverkningar. Illamående, huvudvärk och bröstömhet nämns ofta. Mensen kan komma tidigare eller senare. Ulipristal har en liknande biverkningsprofil. Även där är illamående och huvudvärk vanliga. Mensen kan förskjutas mer. En tydlig skillnad gäller råd efter intag. Efter ulipristal brukar man vänta några dagar innan man startar eller återupptar hormonell metod, eftersom ulipristal kan få sämre effekt om man tar gestagen samtidigt. Efter levonorgestrel kan man starta hormonell metod direkt. För båda gäller att man behöver barriärskydd tills man har ett säkert skydd på plats.

Kopparspiral har andra risker. Det finns risk för smärta vid insättning. Det finns en liten risk för infektion i samband med insättning. Det finns också en liten risk för perforation. Den risken brukar kopplas till själva ingreppet och till vissa patientfaktorer. Kopparspiral kan ge rikligare blödningar och mer mensvärk. Det kan göra att en del avbryter metoden senare. Samtidigt är kopparspiral ett bra val för den som vill ha ett långt skydd utan hormoner.

En viktig del i jämförelsen gäller kroppsvikt och BMI. I många genomgångar lyfts att levonorgestrel har sämre effektivitet vid högre BMI. Ulipristal påverkas också, men brukar klara sig bättre än levonorgestrel. Kopparspiral påverkas inte på samma sätt av BMI. Det gör att kopparspiral ofta lyfts fram när man vill maximera effektivitet oavsett vikt. Det här får praktisk betydelse i rådgivning. Det påverkar också jämlik vård, eftersom tillgång till snabb insättning varierar mellan mottagningar och regioner.

Sammanfattningsvis visar jämförelsen av akutpreventivmedel att levonorgestrel, ulipristal och kopparspiral skiljer sig tydligt i effektivitet och säkerhet. Kopparspiral ger högst effektivitet och ger fortsatt skydd. Ulipristal ger högre effektivitet än levonorgestrel inom 120 timmar och särskilt nära ägglossning. Levonorgestrel fungerar bäst när det tas snabbt och innan ägglossning. Säkerhet är god för alla tre, men biverkningarna ser olika ut och kräver olika råd i efterhand. I praktiken avgör tid sedan samlag, var i cykeln personen är, BMI, behov av fortsatt skydd och möjlighet till insättning vilket akutpreventivmedel som passar bäst."
gpt-5.2,formal,detector_evasive,24,,,0,3056,"Studien har titeln ""Jag ville ge mitt barn de bästa förutsättningarna"": En kvalitativ intervjustudie om tankar kring matvanor under graviditet hos nyblivna förstagångsmammor. Den tar plats i ett dietistperspektiv och den handlar om matvanor under graviditet. Fokus ligger på hur nyblivna förstagångsmammor beskriver sina tankar och val. Studien utgår från att graviditeten blev en tid då många såg på mat på ett nytt sätt. De kopplade ofta ihop matvanor under graviditet med barnets hälsa. De pratade om ansvar. De pratade också om att göra rätt.

Metoden bygger på kvalitativa intervjuer. Deltagarna var nyblivna förstagångsmammor. Intervjuerna handlade om hur de tänkte kring matvanor under graviditet. Frågorna rörde vad de åt, vad de försökte undvika och hur de tog beslut i vardagen. Analysen sammanfattar återkommande mönster i deras berättelser.

I resultaten framkommer att många styrde sina matvanor under graviditet utifrån målet att ge sitt barn de bästa förutsättningarna. De beskrev att de ville äta mer regelbundet. De ville också välja mat som de kopplade till näring och trygghet. Flera tog upp råd om folsyra och järn. De nämnde också Livsmedelsverkets råd om vad som passar under graviditet. Många tog upp att de undvek vissa livsmedel. De nämnde till exempel rå fisk, opastöriserade ostar och alkohol. Några sa att de också drog ned på koffein. De beskrev att sådana regler gjorde det lättare att känna att de gjorde rätt.

Samtidigt beskrev flera att matvanor under graviditet påverkades av illamående, trötthet och sug. Några åt det som fungerade just då. De tog upp att lukter kunde styra vad de klarade av. De sa att vissa dagar blev mer styrda av ork än av plan. Det gav ibland stress. Det gav ibland skuld. Men flera beskrev också att de gjorde aktiva val som passade deras vardag och deras kropp.

Information var en tydlig del i berättelserna. Nyblivna förstagångsmammor sökte ofta råd från mödravården. De sökte också på nätet. De tog upp 1177 och Livsmedelsverket. De tog också upp sociala medier och andra mammor. Flera sa att de fick många råd samtidigt. Det gjorde det svårt att veta vad som gällde. Några beskrev att de valde att lita på barnmorskan. Andra jämförde flera källor innan de bestämde sig.

Studien visar att matvanor under graviditet fick en stark moralisk laddning för många. De beskrev att omgivningen hade åsikter. De kunde få kommentarer om kaffe, sushi och godis. De sa att sådana kommentarer påverkade dem. De pratade om att graviditeten gjorde mat till ett ämne som andra kände att de fick lägga sig i. Flera beskrev att de därför höll sina val för sig själva.

Sammanfattningsvis visar studien att nyblivna förstagångsmammor kopplar matvanor under graviditet till ansvar och omsorg. De vill ge sitt barn de bästa förutsättningarna. De försöker följa råd. De hanterar också symtom och vardagsliv. För dietist och mödravård pekar resultaten på behov av tydlig och konkret info. Det behövs också stöd som tar hänsyn till att matvanor under graviditet formas i en vardag som ofta skiftar från dag till dag."
gpt-5.2,formal,detector_evasive,108,,,0,2212,"Denna uppsats handlar om utveckling av ett företags marknadskommunikation med informationsteknik. Fokus ligger på hur informationsteknik påverkar marknadskommunikation när ett företag arbetar med sin webbsida och sina produktblad. Studien tar sin utgångspunkt i att marknadskommunikation behöver vara tydlig för att fungera i praktiken. Därför granskas budskap, navigation och struktur i de kanaler som företaget använder.

Arbetet knyter an till användbarhet. En webbsida ska gå att förstå snabbt. En besökare ska hitta rätt utan att gissa. Därför blir navigation och struktur centrala. Studien tittar på hur menyer, rubriker och sidordning styr läsningen. Den tittar också på hur formgivning hjälper eller stjälper. Det gäller färg, kontrast, typografi och placering av innehåll. När formgivning och struktur drar åt samma håll blir budskapet tydligt.

Uppsatsen tar också upp klarspråk som en del av marknadskommunikation. Text på webbsida och i produktblad behöver ha korta meningar och vanliga ord. Den behöver säga vad produkten är och vad den gör. Den behöver säga för vem den är gjord. Den behöver också hålla ihop budskapet mellan olika sidor och olika dokument. När klarspråk används konsekvent blir det lättare att läsa och lättare att agera.

I arbetet ingår en genomgång av befintligt material. Det gäller webbsida och produktblad. Materialet bedöms utifrån användbarhet och utifrån om budskapet går fram. Det bedöms också utifrån navigation, struktur och formgivning. Resultatet används sedan för att föreslå ändringar som företaget kan genomföra med informationsteknik. Det kan handla om att bygga om navigation. Det kan handla om att rensa i struktur. Det kan handla om att skriva om text med klarspråk. Det kan också handla om att göra produktblad mer lika webbsida så att marknadskommunikation blir sammanhållen.

Sammanfattningsvis visar uppsatsen hur utveckling av ett företags marknadskommunikation med informationsteknik blir konkret när man arbetar med webbsida, produktblad, budskap, navigation, struktur, klarspråk och formgivning. Uppsatsen landar i att användbarhet styr om marknadskommunikation fungerar. När användbarhet prioriteras blir budskapet lätt att hitta och lätt att förstå."
gpt-5.6,formal,detector_evasive,119,,,0,1104,"Denna kandidatuppsats behandlar språk och kommunikation genom artefakter inom systemutveckling. Studien fokuserar på en designprocess där användare och utvecklare arbetar med ett befintligt system. Syftet är att undersöka hur deltagarna använder språk och artefakter för att dela kunskap, beskriva problem och forma förslag på lösningar.

Resultatet visar att kommunikation genom artefakter har stor betydelse i arbete i grupp. Skisser, modeller, bilder och delar av ett befintligt system ger deltagarna något konkret att tala om. Artefakterna stödjer ett gemensamt språk och gör det lättare för användare att förklara sina behov. Samtidigt kräver en designprocess att gruppen klargör hur olika ord och uttryck ska förstås. Deltagarna har olika erfarenheter och använder därför språk på olika sätt.

Studien visar att systemutveckling inte enbart handlar om tekniska val. Arbetet bygger också på hur människor kommunicerar och samarbetar. En tydlig koppling mellan språk, användare och artefakter kan stödja en designprocess och bidra till att ett befintligt system utvecklas utifrån verksamhetens behov."
gpt-5.6,formal,detector_evasive,139,,,4,1561,"### Sammanfattning

Denna kandidatuppsats undersöker säkerhetskapital som en del av det intellektuella kapitalet. Syftet är att visa hur kunskap om informationssäkerhet skapar värde i en organisation. Studien behandlar även hur organisationer arbetar med risk och hur detta arbete påverkar deras säkerhetskapital.

Utgångspunkten är teorier om intellektuellt kapital. Thomas A. Stewart beskriver i *Intellectual Capital* från 1997 hur kunskap, rutiner och relationer utgör viktiga resurser. Karl-Erik Sveiby tar upp liknande frågor i *The New Organizational Wealth* från samma år. I uppsatsen kopplas dessa teorier till informationssäkerhet och till kraven i ISO/IEC 27001:2022.

Studien bygger på en kvalitativ metod. Materialet består av intervjuer och tidigare forskning om intellektuellt kapital, informationssäkerhet och risk. Resultatet visar att säkerhetskapital finns i medarbetarnas kunskap. Det finns också i organisationens regler, tekniska system och arbetssätt. Utbildning, tydligt ansvar och löpande riskarbete stärker detta kapital.

Resultatet visar vidare att säkerhetskapital minskar risken för incidenter och gör organisationen bättre förberedd när problem uppstår. Informationssäkerhet bör därför ses som mer än en teknisk fråga. Den är också en del av organisationens intellektuella kapital. Uppsatsen visar att begreppet säkerhetskapital ger ett konkret sätt att beskriva det värde som skapas genom kunskap, rutiner och ansvar inom informationssäkerhet.

**Nyckelord:** Intellektuellt kapital, informationssäkerhet, risk, säkerhetskapital."
gpt-5.6,formal,detector_evasive,30,,,2,1290,"### Sammanfattning

Studien undersöker hur lärare ser på och praktiserar jämställdhet och genus i hem- och konsumentkunskap, HKK. Syftet är att synliggöra hur föreställningar om kvinnligt och manligt påverkar undervisningen. Studien tar särskilt upp gruppindelningar samt betyg och bedömning.

Resultatet visar att lärarna arbetar med jämställdhet på flera sätt. De fördelar arbetsuppgifter och ansvar mellan eleverna. De använder också gruppindelningar för att skapa en jämn fördelning i det praktiska arbetet. Samtidigt möter lärarna föreställningar om att HKK är ett kvinnligt ämne. Sådana föreställningar märks i elevernas val av uppgifter och i deras sätt att arbeta tillsammans.

Betyg och bedömning är en viktig del av lärarnas arbete med jämställdhet och genus. Lärarna bedömer elevernas egna kunskaper även när undervisningen sker i grupp. De behöver därför skilja mellan gruppens resultat och varje elevs insats. Studien visar att lärarnas val i undervisningen påverkar vilka roller eleverna får. Ett aktivt arbete med gruppindelningar, ansvar och bedömning kan motverka fasta könsroller. Studien visar också att jämställdhet behöver vara en tydlig och återkommande del av HKK.

**Nyckelord:** Jämställdhet; genus; hem - och konsumentkunskap; gruppindelningar; betyg och bedömning"
gpt-5.2,formal,detector_evasive,75,,,0,3146,"Studien tar upp hur koordination och organisation påverkar arbetet när en kommun bygger en innehållsrik hemsida för kommunala myndigheter. Utgångspunkten är att hemsidan inte bara blir en yta för information. Den blir också en plats där många delar av kommunen möts. Det gäller förvaltningar, nämnder och bolag. Det gäller också invånare och företag. Därför blir koordination och organisation två viktiga begrepp.

Koordination handlar här om hur folk får ihop arbetet i praktiken. Vem gör vad. När det ska ske. Och hur en text eller en tjänst går från idé till publicering. Studien visar att koordination blir extra viktig när innehållet kommer från många håll. En kommun skriver ofta om skola, bygglov, äldreomsorg och kultur på samma hemsida. Om koordination brister så blir det dubbelt innehåll. Det blir olika svar på samma fråga. Och länkar slutar fungera.

Organisation handlar om hur kommunen ordnar ansvar och roller. Det gäller både linjen och webbarbetet. Många kommuner har en central webbgrupp. Samtidigt skriver varje förvaltning sitt innehåll. Då måste organisationen vara tydlig. Det behöver finnas en ansvarig utgivare. Det behöver finnas webbredaktörer. Och det behöver finnas stöd från kommunledning. Studien knyter detta till klassiska idéer om byråkrati hos Max Weber, särskilt Weber 1922, där regler och roller ska skapa ordning. Men en kommunal hemsida kräver också snabb ändring när lagar och rutiner ändras. Då räcker inte bara fasta led.

Interaktiv adhocracy används som ett sätt att förstå den rörliga delen av arbetet. Det handlar om att folk samarbetar över gränser när en uppgift kräver det. En fråga om e tjänster kan samla IT, kommunikation och en handläggare. Gruppen finns för att lösa uppgiften. Sedan löses den upp. Studien kopplar detta till Henry Mintzberg och hans beskrivning av adhocracy i Mintzberg 1979. Det passar när arbetet är komplext och när kommunen måste få fram lösningar som fungerar för många.

Interaktiv handlar också om mötet med användaren. En innehållsrik hemsida för kommunala myndigheter måste ta emot frågor. Den måste ge svar. Den måste erbjuda e tjänster. Här blir koordination och organisation synliga för invånaren. Om formulär fungerar och om svar kommer i tid så märks det. Om språk och struktur är lika på alla sidor så märks det också. Studien tar därför upp styrning av innehåll. Den tar upp mallar och riktlinjer. Den tar upp publiceringsflöden i ett CMS. Den tar också upp att kommunen behöver följa lagen om tillgänglighet. Den behöver arbeta med klarspråk, som Myndigheten för digital förvaltning har lyft i sina råd under 2018 och framåt.

Sammanfattningsvis visar studien att koordination och organisation styr både kvalitet och tempo. Koordination gör att innehåll blir rätt och samlat. Organisation gör att ansvar blir tydligt och att arbetet håller över tid. Interaktiv adhocracy gör att kommunen kan lösa nya behov utan att allt måste gå via långa led. När dessa tre delar hänger ihop så får kommunen en innehållsrik hemsida för kommunala myndigheter som fungerar i vardagen. Den fungerar för de som jobbar i kommunen. Och den fungerar för de som använder hemsidan."
