thread_id,thread_title,question,post_date,comment
329891,Omvandla gram till dl?,Har precis köpt en gainer och det står att man ska ha i 50 gram. Hur mycket är det i ett dl-mått?,2006-05-21,"Om det är viktigt att det blir rätt skulle jag rekommendera att du skaffar en våg."
329891,Omvandla gram till dl?,Har precis köpt en gainer och det står att man ska ha i 50 gram. Hur mycket är det i ett dl-mått?,2006-05-21,"Ja, skaffa en våg. Sedan kan du inte vara helt säker på att alla framtida förpackningar du köper stämmer överens med den första i förhållandet vikt/volym heller. Kan ha pressats samman vid frakt o.s.v. Vet att sufflétbagare brukar vara lite less på detta angående recept där mängden står i volymenhet, då det är väldigt viktigt att få precis rätt mängd ingredienser."
329891,Omvandla gram till dl?,Har precis köpt en gainer och det står att man ska ha i 50 gram. Hur mycket är det i ett dl-mått?,2006-05-21,"
 
Kan ingen hjälpa mig också? Jag behöver omvandla 200km/h till hektar."
329891,Omvandla gram till dl?,Har precis köpt en gainer och det står att man ska ha i 50 gram. Hur mycket är det i ett dl-mått?,2006-05-21,"Fick du inte med någon skopa? Står det inget på produkten om hur många""skopor"" som motsvarar idealportionen? Det brukar vara så..."
329891,Omvandla gram till dl?,Har precis köpt en gainer och det står att man ska ha i 50 gram. Hur mycket är det i ett dl-mått?,2006-05-21,"50g vatten = 0,5dl... Vatten är mycket pålitligt, 1kg = 1L etc etc
QUOTE]
Nja påståendet stämmer ju för våra behov men vatten är inte alls särskilt pålitligt och densiteten beror på temperaturen. 
1 liter vatten väger vid (1013,25 hPa)
    +5C -- 1000,0g
  +10C --  999,8g
  +20C --  998.3g 
  +40C --  992,3g
  +60C --  983,1g
  +80C --  971,6g
+100C --  958,1g
Vet att det eg inte är relevant för diskutionen men kände mig på lite dryghumör"
329891,Omvandla gram till dl?,Har precis köpt en gainer och det står att man ska ha i 50 gram. Hur mycket är det i ett dl-mått?,2006-05-21,"
Det skulle bli 500hektar i timmen 
Sen får du allt fundera ut själv hur du ska kvitta timmarna "
329891,Omvandla gram till dl?,Har precis köpt en gainer och det står att man ska ha i 50 gram. Hur mycket är det i ett dl-mått?,2006-05-21,"Låter som en mycket konstig gainer, du kan iaf inte få ut vikten av något som du inte vet vad det vägen, så enkelt är det 
Du har pm!"
329891,Omvandla gram till dl?,Har precis köpt en gainer och det står att man ska ha i 50 gram. Hur mycket är det i ett dl-mått?,2010-11-16,"
Det är inte alls relevant, han lär ju inte ha vatten som är 40grader, men isf är felmarginalen ~0,8%!.. 
Tänk på att din gainer precis som mjöl har slå massor i volym eftersom det kan packas ordentligt. Så t.ex behöver inte 1dl alltid vara 25g (tog bara några siffror)."
329891,Omvandla gram till dl?,Har precis köpt en gainer och det står att man ska ha i 50 gram. Hur mycket är det i ett dl-mått?,2010-11-16,"Tråden är över 4 år gammal 
.
~Paul~"
329891,Omvandla gram till dl?,Har precis köpt en gainer och det står att man ska ha i 50 gram. Hur mycket är det i ett dl-mått?,2010-11-16,"
Opps, skyller att den låg under heta ämnen..."
659339,Billy?,Jag kommer vagt ihåg att jag sett en serie någon gång på 80-talet i någon tidning. Jag tror det var en svensk tidning. Killen i serien hette Billy. Någon som kan tänka sig veta vilken serie det är?,2008-04-16,"
Har du någon mer information? Typ skämtserie, äventyrserie, album, tidning eller vad som helst ..."
659339,Billy?,Jag kommer vagt ihåg att jag sett en serie någon gång på 80-talet i någon tidning. Jag tror det var en svensk tidning. Killen i serien hette Billy. Någon som kan tänka sig veta vilken serie det är?,2008-04-16,"
Hmm, av vad jag kommer ihåg så var det i en svensk serietidning. Den var inte direkt komiskt tecknad utan figurerna var människoliknande. Billy hade fräknar i allafall och var en mobbartyp om jag minns rätt. 
Klurigt är det."
512608,Traineeplats -bra eller anus?,"Hej,
Har just pluggat färdigt och sökt samt fått en traineeplats (6 månader, sedan fast anställning) på ett medelstort företag. 
Vad anser ni rent generellt om traineetjänster? Är det bra att ha i sitt CV eller är det kanske bättre att skaffa en fast tjänst direkt?
/S",2007-07-08,"En traineeplats ger dig ofta en snabbare karriär inom ett företag och därför skulle jag säga att det är bra. En förutsättning är dock att det sker på ett bra företag. Ordet trainee har ju blivit lite missbrukat på senare år, såg t.ex. att ett telemarketingföretag sökte""traineer"" (anus)
Är det ett vettigt företag så kör på bara"
512608,Traineeplats -bra eller anus?,"Hej,
Har just pluggat färdigt och sökt samt fått en traineeplats (6 månader, sedan fast anställning) på ett medelstort företag. 
Vad anser ni rent generellt om traineetjänster? Är det bra att ha i sitt CV eller är det kanske bättre att skaffa en fast tjänst direkt?
/S",2007-07-08,"Trainee till vad? Städare? Chef?"
512608,Traineeplats -bra eller anus?,"Hej,
Har just pluggat färdigt och sökt samt fått en traineeplats (6 månader, sedan fast anställning) på ett medelstort företag. 
Vad anser ni rent generellt om traineetjänster? Är det bra att ha i sitt CV eller är det kanske bättre att skaffa en fast tjänst direkt?
/S",2007-07-08,"
Byggingenjör"
2377131,"LG, HTC, SAMSUNG, SONY eller ZTE?","Tjena!
Pajjade min Galaxy s2 här om dagen så nu ska jag köpa ny så frågan är vilken?
Efter gallringar kvarstår dessa
LG Google Nexus 5                           2989:-
HTC One                                        3590:-
SAMSUNG Galaxy S4 Active               3789:-
SONY Experia Z                               2890:-
ZTE Nubia Z5                                  2490:-
Som ni ser vill jag inte ha den senaste pga priset på dessa. 
är någon överlägsen och ska någon självklart bort? motivera gärna varför, 
Tack så mycket alla läsare!",2014-05-17,"Jag hade valt xperia Z för den är vattentät, najs att ha i duschen"
1551636,Vart hittar jag en psykopatisk tjej? (Som är relativt stabil),"Jag söker en psykopatisk tjej, vart hittar jag en sådan? Det enda kravet är att hon är en psykopat/sociopat/galen och att hon är relativt mentalt stabil och att hon inte är för fet eller ful.
Innan ni säger något så skulle jag klassa mig själv som psykopat/Sociopat fast jag är fortfarande 'stabil'. Med Psykopat/Sociopat menar jag någon som är kapabel till att 'göra saker'.. mer kan jag inte förklara.. men liksom någon utan gränser..
Det känns som internet är för 'oseriöst' att hitta någon.. så hur ska jag göra? Kan liksom inte hänga utanför ett mentalt sjukhus för alla där verkar vara ostabilia.. hur ska jag göra?!!",2011-05-21,"Har du läst Stieg Larsson nyligen? Eller sett på andra säsongen av Dexter?
Sök dig till hem som erhålls av /samarbetar med socialtjänsten i kommunen. BUP och LVU och BNP och allt vad de heter. Eller merparten av de brudarna kanske är lite för unga för dig? De flesta slängs ju ut efter att de blivit myndiga."
1551636,Vart hittar jag en psykopatisk tjej? (Som är relativt stabil),"Jag söker en psykopatisk tjej, vart hittar jag en sådan? Det enda kravet är att hon är en psykopat/sociopat/galen och att hon är relativt mentalt stabil och att hon inte är för fet eller ful.
Innan ni säger något så skulle jag klassa mig själv som psykopat/Sociopat fast jag är fortfarande 'stabil'. Med Psykopat/Sociopat menar jag någon som är kapabel till att 'göra saker'.. mer kan jag inte förklara.. men liksom någon utan gränser..
Det känns som internet är för 'oseriöst' att hitta någon.. så hur ska jag göra? Kan liksom inte hänga utanför ett mentalt sjukhus för alla där verkar vara ostabilia.. hur ska jag göra?!!",2011-05-22,"
Varför
 vill du hitta en psykopat?"
1551636,Vart hittar jag en psykopatisk tjej? (Som är relativt stabil),"Jag söker en psykopatisk tjej, vart hittar jag en sådan? Det enda kravet är att hon är en psykopat/sociopat/galen och att hon är relativt mentalt stabil och att hon inte är för fet eller ful.
Innan ni säger något så skulle jag klassa mig själv som psykopat/Sociopat fast jag är fortfarande 'stabil'. Med Psykopat/Sociopat menar jag någon som är kapabel till att 'göra saker'.. mer kan jag inte förklara.. men liksom någon utan gränser..
Det känns som internet är för 'oseriöst' att hitta någon.. så hur ska jag göra? Kan liksom inte hänga utanför ett mentalt sjukhus för alla där verkar vara ostabilia.. hur ska jag göra?!!",2011-05-22,"
Nej, det är absolut inget sånt. 
För ung, nej. Men jag vill inte söka mig till något 'hem'.
Vill ha någon som är som mig."
1551636,Vart hittar jag en psykopatisk tjej? (Som är relativt stabil),"Jag söker en psykopatisk tjej, vart hittar jag en sådan? Det enda kravet är att hon är en psykopat/sociopat/galen och att hon är relativt mentalt stabil och att hon inte är för fet eller ful.
Innan ni säger något så skulle jag klassa mig själv som psykopat/Sociopat fast jag är fortfarande 'stabil'. Med Psykopat/Sociopat menar jag någon som är kapabel till att 'göra saker'.. mer kan jag inte förklara.. men liksom någon utan gränser..
Det känns som internet är för 'oseriöst' att hitta någon.. så hur ska jag göra? Kan liksom inte hänga utanför ett mentalt sjukhus för alla där verkar vara ostabilia.. hur ska jag göra?!!",2011-05-22,"
Jag har fått höra att jag är det av ett flertal personer. Men jag vet att jag har empati. Men ibland kan jag känna mig väldigt ovanlig.
Jag har dock asperger med maniska och impulsiva drag.
Jag är knarklangare.
Men jag träffar ingen från fb irl.
Dessutom så vill jag inte ha någon psykopat, eftersom jag känner flera (2) som är diagnosieradem och det räcker."
1551636,Vart hittar jag en psykopatisk tjej? (Som är relativt stabil),"Jag söker en psykopatisk tjej, vart hittar jag en sådan? Det enda kravet är att hon är en psykopat/sociopat/galen och att hon är relativt mentalt stabil och att hon inte är för fet eller ful.
Innan ni säger något så skulle jag klassa mig själv som psykopat/Sociopat fast jag är fortfarande 'stabil'. Med Psykopat/Sociopat menar jag någon som är kapabel till att 'göra saker'.. mer kan jag inte förklara.. men liksom någon utan gränser..
Det känns som internet är för 'oseriöst' att hitta någon.. så hur ska jag göra? Kan liksom inte hänga utanför ett mentalt sjukhus för alla där verkar vara ostabilia.. hur ska jag göra?!!",2011-05-23,"
Psykopati är väl ingen diagnos som används i dagsläget?"
1551636,Vart hittar jag en psykopatisk tjej? (Som är relativt stabil),"Jag söker en psykopatisk tjej, vart hittar jag en sådan? Det enda kravet är att hon är en psykopat/sociopat/galen och att hon är relativt mentalt stabil och att hon inte är för fet eller ful.
Innan ni säger något så skulle jag klassa mig själv som psykopat/Sociopat fast jag är fortfarande 'stabil'. Med Psykopat/Sociopat menar jag någon som är kapabel till att 'göra saker'.. mer kan jag inte förklara.. men liksom någon utan gränser..
Det känns som internet är för 'oseriöst' att hitta någon.. så hur ska jag göra? Kan liksom inte hänga utanför ett mentalt sjukhus för alla där verkar vara ostabilia.. hur ska jag göra?!!",2011-05-23,"
Jo, inom kriminalvården."
1551636,Vart hittar jag en psykopatisk tjej? (Som är relativt stabil),"Jag söker en psykopatisk tjej, vart hittar jag en sådan? Det enda kravet är att hon är en psykopat/sociopat/galen och att hon är relativt mentalt stabil och att hon inte är för fet eller ful.
Innan ni säger något så skulle jag klassa mig själv som psykopat/Sociopat fast jag är fortfarande 'stabil'. Med Psykopat/Sociopat menar jag någon som är kapabel till att 'göra saker'.. mer kan jag inte förklara.. men liksom någon utan gränser..
Det känns som internet är för 'oseriöst' att hitta någon.. så hur ska jag göra? Kan liksom inte hänga utanför ett mentalt sjukhus för alla där verkar vara ostabilia.. hur ska jag göra?!!",2011-05-23,"
Fetstilta: Har du läst litteratur i ämnet eller är det kunskap från tv-serier och filmer du baserar din självdiagnos på?"
1551636,Vart hittar jag en psykopatisk tjej? (Som är relativt stabil),"Jag söker en psykopatisk tjej, vart hittar jag en sådan? Det enda kravet är att hon är en psykopat/sociopat/galen och att hon är relativt mentalt stabil och att hon inte är för fet eller ful.
Innan ni säger något så skulle jag klassa mig själv som psykopat/Sociopat fast jag är fortfarande 'stabil'. Med Psykopat/Sociopat menar jag någon som är kapabel till att 'göra saker'.. mer kan jag inte förklara.. men liksom någon utan gränser..
Det känns som internet är för 'oseriöst' att hitta någon.. så hur ska jag göra? Kan liksom inte hänga utanför ett mentalt sjukhus för alla där verkar vara ostabilia.. hur ska jag göra?!!",2011-05-23,"
Det är ingen själv diagnos.. det är bara ett ord jag använder i brist på ett bättre ord. Om du är intresserad/vill veta mer kan vi ta det via PM."
1551636,Vart hittar jag en psykopatisk tjej? (Som är relativt stabil),"Jag söker en psykopatisk tjej, vart hittar jag en sådan? Det enda kravet är att hon är en psykopat/sociopat/galen och att hon är relativt mentalt stabil och att hon inte är för fet eller ful.
Innan ni säger något så skulle jag klassa mig själv som psykopat/Sociopat fast jag är fortfarande 'stabil'. Med Psykopat/Sociopat menar jag någon som är kapabel till att 'göra saker'.. mer kan jag inte förklara.. men liksom någon utan gränser..
Det känns som internet är för 'oseriöst' att hitta någon.. så hur ska jag göra? Kan liksom inte hänga utanför ett mentalt sjukhus för alla där verkar vara ostabilia.. hur ska jag göra?!!",2011-05-23,"hinseberg 
 ?"
1551636,Vart hittar jag en psykopatisk tjej? (Som är relativt stabil),"Jag söker en psykopatisk tjej, vart hittar jag en sådan? Det enda kravet är att hon är en psykopat/sociopat/galen och att hon är relativt mentalt stabil och att hon inte är för fet eller ful.
Innan ni säger något så skulle jag klassa mig själv som psykopat/Sociopat fast jag är fortfarande 'stabil'. Med Psykopat/Sociopat menar jag någon som är kapabel till att 'göra saker'.. mer kan jag inte förklara.. men liksom någon utan gränser..
Det känns som internet är för 'oseriöst' att hitta någon.. så hur ska jag göra? Kan liksom inte hänga utanför ett mentalt sjukhus för alla där verkar vara ostabilia.. hur ska jag göra?!!",2011-05-23,"Har nog aldrig träffat på en psykopat som vet om att denne är psykopat. Det hör väl till sjukdomen antar jag. Om man inte har fått det diagnostiserat dvs, men hur ska en psykopat som inte tror sig vara sjuk, lyckas bli diagnostiserad. TS säger sig använda det som ett ord i brist på annat.. Tss..
Keep on trollin', but not here."
1551636,Vart hittar jag en psykopatisk tjej? (Som är relativt stabil),"Jag söker en psykopatisk tjej, vart hittar jag en sådan? Det enda kravet är att hon är en psykopat/sociopat/galen och att hon är relativt mentalt stabil och att hon inte är för fet eller ful.
Innan ni säger något så skulle jag klassa mig själv som psykopat/Sociopat fast jag är fortfarande 'stabil'. Med Psykopat/Sociopat menar jag någon som är kapabel till att 'göra saker'.. mer kan jag inte förklara.. men liksom någon utan gränser..
Det känns som internet är för 'oseriöst' att hitta någon.. så hur ska jag göra? Kan liksom inte hänga utanför ett mentalt sjukhus för alla där verkar vara ostabilia.. hur ska jag göra?!!",2011-05-23,"
Jag förstår inte, varför tror du jag 'trollar'? Vilket ord ska jag använda istället för 'psykoppat'? Om du är intresserad kan vi diskutera det privat.. pm eller chatten.."
1551636,Vart hittar jag en psykopatisk tjej? (Som är relativt stabil),"Jag söker en psykopatisk tjej, vart hittar jag en sådan? Det enda kravet är att hon är en psykopat/sociopat/galen och att hon är relativt mentalt stabil och att hon inte är för fet eller ful.
Innan ni säger något så skulle jag klassa mig själv som psykopat/Sociopat fast jag är fortfarande 'stabil'. Med Psykopat/Sociopat menar jag någon som är kapabel till att 'göra saker'.. mer kan jag inte förklara.. men liksom någon utan gränser..
Det känns som internet är för 'oseriöst' att hitta någon.. så hur ska jag göra? Kan liksom inte hänga utanför ett mentalt sjukhus för alla där verkar vara ostabilia.. hur ska jag göra?!!",2011-05-23,"
Jag tror att du trollar för just de anledningarna jag gav. ""
Med Psykopat/Sociopat menar jag någon som är kapabel till att 'göra saker'.. mer kan jag inte förklara.. men liksom någon utan gränser..""
Så som du försöker trolla oss kommer den kvinnliga""psykopaten"" du letar efter, trolla dig "
1551636,Vart hittar jag en psykopatisk tjej? (Som är relativt stabil),"Jag söker en psykopatisk tjej, vart hittar jag en sådan? Det enda kravet är att hon är en psykopat/sociopat/galen och att hon är relativt mentalt stabil och att hon inte är för fet eller ful.
Innan ni säger något så skulle jag klassa mig själv som psykopat/Sociopat fast jag är fortfarande 'stabil'. Med Psykopat/Sociopat menar jag någon som är kapabel till att 'göra saker'.. mer kan jag inte förklara.. men liksom någon utan gränser..
Det känns som internet är för 'oseriöst' att hitta någon.. så hur ska jag göra? Kan liksom inte hänga utanför ett mentalt sjukhus för alla där verkar vara ostabilia.. hur ska jag göra?!!",2011-05-24,"
Jävla idiot, du har inte givit någon anledning alls så håll dig ute från tråden tack.."
1551636,Vart hittar jag en psykopatisk tjej? (Som är relativt stabil),"Jag söker en psykopatisk tjej, vart hittar jag en sådan? Det enda kravet är att hon är en psykopat/sociopat/galen och att hon är relativt mentalt stabil och att hon inte är för fet eller ful.
Innan ni säger något så skulle jag klassa mig själv som psykopat/Sociopat fast jag är fortfarande 'stabil'. Med Psykopat/Sociopat menar jag någon som är kapabel till att 'göra saker'.. mer kan jag inte förklara.. men liksom någon utan gränser..
Det känns som internet är för 'oseriöst' att hitta någon.. så hur ska jag göra? Kan liksom inte hänga utanför ett mentalt sjukhus för alla där verkar vara ostabilia.. hur ska jag göra?!!",2011-05-24,"Låt oss säga att jag har psykopatiska drag...
Vad skulle du få ut av mig, och jag av dig?"
1551636,Vart hittar jag en psykopatisk tjej? (Som är relativt stabil),"Jag söker en psykopatisk tjej, vart hittar jag en sådan? Det enda kravet är att hon är en psykopat/sociopat/galen och att hon är relativt mentalt stabil och att hon inte är för fet eller ful.
Innan ni säger något så skulle jag klassa mig själv som psykopat/Sociopat fast jag är fortfarande 'stabil'. Med Psykopat/Sociopat menar jag någon som är kapabel till att 'göra saker'.. mer kan jag inte förklara.. men liksom någon utan gränser..
Det känns som internet är för 'oseriöst' att hitta någon.. så hur ska jag göra? Kan liksom inte hänga utanför ett mentalt sjukhus för alla där verkar vara ostabilia.. hur ska jag göra?!!",2011-05-24,"
Jag besvarar den frågan med: Vad vill du ha?"
1551636,Vart hittar jag en psykopatisk tjej? (Som är relativt stabil),"Jag söker en psykopatisk tjej, vart hittar jag en sådan? Det enda kravet är att hon är en psykopat/sociopat/galen och att hon är relativt mentalt stabil och att hon inte är för fet eller ful.
Innan ni säger något så skulle jag klassa mig själv som psykopat/Sociopat fast jag är fortfarande 'stabil'. Med Psykopat/Sociopat menar jag någon som är kapabel till att 'göra saker'.. mer kan jag inte förklara.. men liksom någon utan gränser..
Det känns som internet är för 'oseriöst' att hitta någon.. så hur ska jag göra? Kan liksom inte hänga utanför ett mentalt sjukhus för alla där verkar vara ostabilia.. hur ska jag göra?!!",2011-05-24,"
Det är inget svar."
1551636,Vart hittar jag en psykopatisk tjej? (Som är relativt stabil),"Jag söker en psykopatisk tjej, vart hittar jag en sådan? Det enda kravet är att hon är en psykopat/sociopat/galen och att hon är relativt mentalt stabil och att hon inte är för fet eller ful.
Innan ni säger något så skulle jag klassa mig själv som psykopat/Sociopat fast jag är fortfarande 'stabil'. Med Psykopat/Sociopat menar jag någon som är kapabel till att 'göra saker'.. mer kan jag inte förklara.. men liksom någon utan gränser..
Det känns som internet är för 'oseriöst' att hitta någon.. så hur ska jag göra? Kan liksom inte hänga utanför ett mentalt sjukhus för alla där verkar vara ostabilia.. hur ska jag göra?!!",2011-05-24,"
Vad du skulle få beror på vad du vill ha, och det du skulle ge beror på vad du fått."
1551636,Vart hittar jag en psykopatisk tjej? (Som är relativt stabil),"Jag söker en psykopatisk tjej, vart hittar jag en sådan? Det enda kravet är att hon är en psykopat/sociopat/galen och att hon är relativt mentalt stabil och att hon inte är för fet eller ful.
Innan ni säger något så skulle jag klassa mig själv som psykopat/Sociopat fast jag är fortfarande 'stabil'. Med Psykopat/Sociopat menar jag någon som är kapabel till att 'göra saker'.. mer kan jag inte förklara.. men liksom någon utan gränser..
Det känns som internet är för 'oseriöst' att hitta någon.. så hur ska jag göra? Kan liksom inte hänga utanför ett mentalt sjukhus för alla där verkar vara ostabilia.. hur ska jag göra?!!",2011-05-24,"
Kan du inte he ett bra svar, så drar jag mig ur."
