comparison,register,condition,feature_group,feature,n_pairs,median_A,median_B,cohens_dz,rank_biserial,p_value,p_fdr_bh,significant_fdr_0.05
human_vs_gpt,informal,baseline,pos_proportions,pos_VERB,1149,0.11818181818181818,0.1232876712328767,0.14342776910642915,0.15792241339545182,3.861068576238765e-06,6.142609098561672e-06,True
human_vs_gpt,informal,baseline,pos_proportions,pos_X,1149,0.0,0.0,0.0,0.0,1.0,1.0,False
human_vs_mistral,informal,baseline,stylometric_surface,bigram_repetition_rate,1149,0.0,0.037383177570093455,0.7567701777352895,0.8170399620912968,4.081949620405311e-108,2.857364734283718e-107,True
human_vs_mistral,informal,baseline,stylometric_surface,function_word_rate,1149,0.5,0.5681818181818182,0.545615014947168,0.6102044704573341,1.5269781151737311e-71,6.6805292538850735e-71,True
human_vs_mistral,informal,baseline,stylometric_surface,mattr,1149,0.8823529411764706,0.7023076923076922,-1.0793604242966113,-0.901717183183865,1.8228083878563456e-154,1.2759658714994418e-152,True
human_vs_mistral,informal,baseline,stylometric_surface,mtld,963,71.68,73.16379310344828,-0.02365316866499951,0.040248531775270054,0.2792755378205297,0.300758271499032,False
human_vs_mistral,informal,baseline,stylometric_surface,punct_colon,1149,0.0,0.0,-0.160067791202925,-0.776945868033312,8.368636229622163e-24,1.9526817869118382e-23,True
human_vs_mistral,informal,baseline,stylometric_surface,punct_comma,1149,1.7699115044247788,3.508771929824561,0.21097926345142712,0.39614789952528573,6.920659557437961e-31,2.0185257042527383e-30,True
human_vs_mistral,informal,baseline,stylometric_surface,punct_dash,1149,0.0,0.0,0.5553033036942114,0.9881318444192696,4.70690852489601e-55,1.9381388043689454e-54,True
human_vs_mistral,informal,baseline,stylometric_surface,punct_ellipsis,1149,0.0,0.0,-0.1387524876140091,-0.5390441566310687,2.666570686826038e-09,4.666498701945566e-09,True
human_vs_mistral,informal,baseline,stylometric_surface,punct_exclaim,1149,0.0,0.0,-0.005976452974462918,0.4568835983998439,1.1933263195089136e-20,2.6104013239257485e-20,True
human_vs_mistral,informal,baseline,stylometric_surface,punct_period,1149,6.0,4.615384615384616,-0.2561108658155366,-0.37191205963597834,9.242604201439828e-28,2.310651050359957e-27,True
human_vs_mistral,informal,baseline,stylometric_surface,punct_question,1149,0.0,0.0,-0.21753928433676525,-0.28237188498402555,9.595774480839884e-10,1.7676426675231367e-09,True
human_vs_mistral,informal,baseline,stylometric_surface,punct_semicolon,1149,0.0,0.0,-0.11411856556321615,-0.9458128078817734,1.2257110774236524e-05,1.8652125091229493e-05,True
human_vs_mistral,informal,baseline,stylometric_surface,trigram_repetition_rate,1149,0.0,0.0,0.41417233936606496,0.7332123758594347,4.454422733633399e-51,1.5590479567716895e-50,True
human_vs_mistral,informal,baseline,stylometric_surface,ttr,1149,0.8823529411764706,0.696969696969697,-1.0381581620849123,-0.8780035569682522,1.4898488391105354e-146,2.607235468443437e-145,True
human_vs_mistral,informal,baseline,syntactic_complexity,dep_distance_mean,1149,2.9705882352941178,3.2736842105263158,0.405997409122845,0.48647368221894277,2.760376331210841e-46,9.20125443736947e-46,True
human_vs_mistral,informal,baseline,syntactic_complexity,n_sentences,1149,3.0,7.0,0.9028067625910746,0.8393320873499902,1.400566923456646e-129,1.9607936928393043e-128,True
human_vs_mistral,informal,baseline,syntactic_complexity,subordinate_clause_rate,1149,0.75,1.0,0.10279381165222881,0.2207000159508843,1.966364456282474e-10,3.7201489713452213e-10,True
human_vs_mistral,informal,baseline,syntactic_complexity,tree_depth_max,1149,4.0,5.0,0.5016895435773454,0.5751757346173854,2.887033512698095e-54,1.1227352549381479e-53,True
human_vs_mistral,informal,baseline,syntactic_complexity,tree_depth_mean,1149,3.0,3.142857142857143,-0.01359337302458768,0.018519899693544884,0.5950043016395483,0.6125044281583586,False
human_vs_mistral,informal,baseline,pragmatic_markers,booster_count,1149,0.0,0.0,0.3337997369918632,0.5046104890844675,3.94135814799048e-28,1.0218335939234577e-27,True
human_vs_mistral,informal,baseline,pragmatic_markers,booster_rate,1149,0.0,0.0,0.040088826336198445,0.27378754863453203,1.2028313131935224e-09,2.1589279980396555e-09,True
human_vs_mistral,informal,baseline,pragmatic_markers,discourse_particle_count,1149,0.0,2.0,0.7234656002334975,0.795234174899378,2.8034585138118727e-97,1.7840190542439191e-96,True
human_vs_mistral,informal,baseline,pragmatic_markers,discourse_particle_rate,1149,0.0,2.3529411764705883,0.3291367380203903,0.5016272568625991,2.889854768949808e-42,9.19499244665848e-42,True
human_vs_mistral,informal,baseline,pragmatic_markers,epistemic_count,1149,0.0,0.0,0.12882675242960379,0.2252481456265453,7.380814115338591e-06,1.1742204274402302e-05,True
human_vs_mistral,informal,baseline,pragmatic_markers,epistemic_rate,1149,0.0,0.0,-0.04653797956433704,0.03209482254509469,0.5275904946908478,0.5512139496770052,False
human_vs_mistral,informal,baseline,pragmatic_markers,hedge_count,1149,1.0,6.0,1.0729347662278086,0.9063712946490223,4.3598604278768664e-151,1.5259511497569032e-149,True
human_vs_mistral,informal,baseline,pragmatic_markers,hedge_formal_count,1149,0.0,0.0,-0.0654149444456491,-0.3684210526315789,0.026856695507524404,0.03186387602587641,True
human_vs_mistral,informal,baseline,pragmatic_markers,hedge_formal_rate,1149,0.0,0.0,-0.0789030755575495,-0.5600539811066126,0.002618151848976178,0.00345793640430816,True
human_vs_mistral,informal,baseline,pragmatic_markers,hedge_informal_count,1149,0.0,1.0,0.5976352700208762,0.7038471751456553,4.274751699243017e-75,1.994884126313408e-74,True
human_vs_mistral,informal,baseline,pragmatic_markers,hedge_informal_rate,1149,0.0,1.5075376884422111,0.1564855214928996,0.40281723107039885,1.7469400769558743e-27,4.21675190989349e-27,True
human_vs_mistral,informal,baseline,pragmatic_markers,hedge_neutral_count,1149,1.0,4.0,1.0654256601328644,0.9118426011580498,3.047106772746336e-149,7.109915803074785e-148,True
human_vs_mistral,informal,baseline,pragmatic_markers,hedge_neutral_rate,1149,1.1235955056179776,5.05050505050505,0.650450235817397,0.705561171620247,3.1778072806391748e-93,1.8537209137061853e-92,True
human_vs_mistral,informal,baseline,pragmatic_markers,hedge_rate,1149,2.7777777777777777,6.779661016949152,0.5783748983260792,0.6675199852132526,8.30592344666629e-85,4.152961723333145e-84,True
human_vs_mistral,informal,baseline,pragmatic_markers,n_alpha_tokens,1149,30.0,86.0,0.8080892599214702,0.8113125585861588,5.311925105973012e-125,6.197245956968514e-124,True
human_vs_mistral,informal,baseline,pragmatic_markers,negation_count,1149,1.0,2.0,0.47632603045611094,0.5940193708962964,8.021629501678179e-54,2.955337184828803e-53,True
human_vs_mistral,informal,baseline,pragmatic_markers,negation_rate,1149,1.0526315789473684,1.9607843137254901,-0.05283368053964224,0.07487661295118035,0.03986055945731788,0.04574162560675823,True
human_vs_mistral,informal,baseline,pragmatic_markers,negation_sentence_rate,1149,0.14814814814814814,0.25,0.018058756237535993,0.09281463717914558,0.012174238455913557,0.01495081915638507,True
human_vs_mistral,informal,baseline,ner,ner_EVN_rate,1149,0.0,0.0,0.028843475959489155,0.5,0.23672357063785732,0.2589164053851564,False
human_vs_mistral,informal,baseline,ner,ner_LOC_rate,1149,0.0,0.0,-0.06999898398688065,-0.060757839721254356,0.3722961424686496,0.39485954504250714,False
human_vs_mistral,informal,baseline,ner,ner_MSR_rate,1149,0.0,0.0,0.05688395593994168,0.7473684210526316,0.0042662484539880705,0.005530322069984535,True
human_vs_mistral,informal,baseline,ner,ner_OBJ_rate,1149,0.0,0.0,0.02629168978892455,0.5441176470588235,0.05567841349193895,0.06186490387993217,False
human_vs_mistral,informal,baseline,ner,ner_ORG_rate,1149,0.0,0.0,-0.0045296750709583385,0.20427175641899567,0.024126416681310874,0.029118089098133813,True
human_vs_mistral,informal,baseline,ner,ner_PRS_rate,1149,0.0,0.0,-0.09096047053154835,-0.24312986381322957,0.000745684931127819,0.0010038066380566794,True
human_vs_mistral,informal,baseline,ner,ner_TME_rate,1149,0.0,0.0,-0.07833968319445778,-0.3333333333333333,0.033077809736144735,0.03859077802550219,True
human_vs_mistral,informal,baseline,ner,ner_WRK_rate,1149,0.0,0.0,-0.03772393758947041,-0.6,0.04088813291185591,0.04616402102951474,True
human_vs_mistral,informal,baseline,ner,ner_total_rate,1149,0.0,0.0,-0.12155000532393755,-0.12422684253670169,0.01038052401756177,0.012975655021952212,True
human_vs_mistral,informal,baseline,textstat,char_count,1149,178.0,473.0,0.7266032238996075,0.7907542689749911,3.779293710203676e-119,2.939450663491748e-118,True
human_vs_mistral,informal,baseline,textstat,rough_syllable_count_sv,1149,50.0,135.0,0.7302994163954633,0.7959119396376616,1.7762794368434648e-120,1.5542445072380318e-119,True
human_vs_mistral,informal,baseline,textstat,textstat_flesch_kincaid_grade,1149,6.790000000000003,7.063718944099378,-0.04008596332226503,0.0958810895868331,0.004911115348328007,0.006250510443326554,True
human_vs_mistral,informal,baseline,textstat,textstat_flesch_reading_ease,1149,71.91608695652175,73.54410714285716,0.1282906929690969,0.13016838351220728,0.00013417157640816985,0.00018415706565827234,True
human_vs_mistral,informal,baseline,textstat,textstat_gunning_fog,1149,8.799080459770115,9.338461538461539,0.025612064784461847,0.1484399401994766,1.3210334706999533e-05,1.9674966584892924e-05,True
human_vs_mistral,informal,baseline,textstat,textstat_smog_index,1149,8.841846274778883,8.841846274778883,0.2151084133977165,0.24219602651254762,4.825100048483865e-12,9.382138983163071e-12,True
human_vs_mistral,informal,baseline,textstat,word_count,1149,31.0,87.0,0.8032329126233844,0.8090823204906604,1.5378897086170925e-124,1.5378897086170925e-123,True
human_vs_mistral,informal,baseline,pos_proportions,pos_ADJ,1149,0.06097560975609756,0.07368421052631578,0.14805790057507437,0.27763400204345084,4.2725142196875344e-16,8.796352805239042e-16,True
human_vs_mistral,informal,baseline,pos_proportions,pos_ADP,1149,0.07407407407407407,0.06701030927835051,-0.12422503717520264,-0.13766604574464836,5.4988489608669575e-05,7.855498515524225e-05,True
human_vs_mistral,informal,baseline,pos_proportions,pos_ADV,1149,0.10344827586206896,0.12,0.14821611036787116,0.19642363505463425,8.294380630423187e-09,1.4161137661698124e-08,True
human_vs_mistral,informal,baseline,pos_proportions,pos_AUX,1149,0.05263157894736842,0.06756756756756757,0.2954645393170049,0.38249007369471943,3.5968303488467966e-29,9.683774016125991e-29,True
human_vs_mistral,informal,baseline,pos_proportions,pos_CCONJ,1149,0.02702702702702703,0.05128205128205128,0.6560815169983737,0.6824744542658963,8.612045104122313e-89,4.637255056065861e-88,True
human_vs_mistral,informal,baseline,pos_proportions,pos_DET,1149,0.031914893617021274,0.03278688524590164,-0.06304100894299848,0.005690786872281534,0.8687348467068158,0.881325206804016,False
human_vs_mistral,informal,baseline,pos_proportions,pos_INTJ,1149,0.0,0.0,-0.01828051179634967,0.2495079742110621,9.380012211264565e-06,1.4591130106411547e-05,True
human_vs_mistral,informal,baseline,pos_proportions,pos_NOUN,1149,0.15217391304347827,0.12857142857142856,-0.36228688166155104,-0.3968267469447643,2.536017994431018e-31,7.718315635224837e-31,True
human_vs_mistral,informal,baseline,pos_proportions,pos_NUM,1149,0.0,0.0,-0.2370205377225633,-0.4199388209121246,4.5743598217010725e-15,9.148719643402145e-15,True
human_vs_mistral,informal,baseline,pos_proportions,pos_PART,1149,0.019230769230769232,0.031746031746031744,0.24879816103008245,0.3489667699896677,1.4816661081648124e-23,3.3456976635979636e-23,True
human_vs_mistral,informal,baseline,pos_proportions,pos_PRON,1149,0.11290322580645161,0.11764705882352941,0.08431383502809141,0.1325636159948787,0.00010209847539543822,0.00014293786555361353,True
human_vs_mistral,informal,baseline,pos_proportions,pos_PROPN,1149,0.0,0.0,-0.18334119594696205,-0.1983486335338187,3.546383414945924e-06,5.773182303400341e-06,True
human_vs_mistral,informal,baseline,pos_proportions,pos_PUNCT,1149,0.10526315789473684,0.125,0.14356061505851214,0.295300332854918,5.072913143813547e-18,1.0760724850513584e-17,True
human_vs_mistral,informal,baseline,pos_proportions,pos_SCONJ,1149,0.02127659574468085,0.035398230088495575,0.29312107281248784,0.3922342123968284,4.1348035529936366e-30,1.1577449948382182e-29,True
human_vs_mistral,informal,baseline,pos_proportions,pos_SYM,1149,0.0,0.0,-0.1386403169609605,-0.4592302674494455,1.4812920646137297e-06,2.4688201076895494e-06,True
human_vs_mistral,informal,baseline,pos_proportions,pos_VERB,1149,0.11818181818181818,0.10837438423645321,-0.10091680021553466,-0.1448970163205226,2.238880362850278e-05,3.265033862489989e-05,True
human_vs_mistral,informal,baseline,pos_proportions,pos_X,1149,0.0,0.0,0.0,0.0,1.0,1.0,False
mistral_vs_gpt,informal,baseline,stylometric_surface,bigram_repetition_rate,1149,0.037383177570093455,0.013888888888888888,-0.6340147137199728,-0.7031078506097561,1.3385942429009431e-84,3.1233865667688675e-83,True
mistral_vs_gpt,informal,baseline,stylometric_surface,function_word_rate,1149,0.5681818181818182,0.5094339622641509,-0.8872745047152942,-0.7972164857791808,4.514874351208192e-121,3.1604120458457346e-119,True
mistral_vs_gpt,informal,baseline,stylometric_surface,mattr,1149,0.7023076923076922,0.7549056603773584,0.657454842505063,0.657181740580639,8.007325161643509e-83,1.401281903287614e-81,True
mistral_vs_gpt,informal,baseline,stylometric_surface,mtld,1149,73.17333333333333,93.94941634241245,0.591189417122398,0.6808125423388995,9.536843844203872e-89,3.337895345471355e-87,True
mistral_vs_gpt,informal,baseline,stylometric_surface,punct_colon,1149,0.0,0.0,0.28148585964358414,0.6845301204819277,7.679176981317648e-21,1.7918079623074513e-20,True
mistral_vs_gpt,informal,baseline,stylometric_surface,punct_comma,1149,3.508771929824561,3.3057851239669422,-0.07084293686891086,-0.10320338679206255,0.0025193021747168154,0.003327380230758058,True
mistral_vs_gpt,informal,baseline,stylometric_surface,punct_dash,1149,0.0,0.0,-0.23680159381364793,-0.4706597346353023,9.971964374245791e-18,2.1152651702945615e-17,True
mistral_vs_gpt,informal,baseline,stylometric_surface,punct_ellipsis,1149,0.0,0.0,-0.15787368355386655,-0.7754098360655738,1.7582473567897533e-07,2.7972117039836984e-07,True
mistral_vs_gpt,informal,baseline,stylometric_surface,punct_exclaim,1149,0.0,1.36986301369863,0.622079452033408,0.7144889874455724,1.834419241039333e-79,1.6051168359094164e-78,True
mistral_vs_gpt,informal,baseline,stylometric_surface,punct_period,1149,4.615384615384616,4.046242774566474,-0.3208338082417542,-0.3768446710517307,2.1811630458624e-28,6.638322313494262e-28,True
mistral_vs_gpt,informal,baseline,stylometric_surface,punct_question,1149,0.0,0.0,-0.20140883014006553,-0.3646778075880572,2.321709541965112e-13,4.514435220487718e-13,True
mistral_vs_gpt,informal,baseline,stylometric_surface,punct_semicolon,1149,0.0,0.0,0.12973409502652833,0.8571428571428571,9.911343516414332e-05,0.00015082479264108767,True
mistral_vs_gpt,informal,baseline,stylometric_surface,trigram_repetition_rate,1149,0.0,0.0,-0.4523719914603877,-0.7508963770826739,3.7065838163676276e-56,1.853291908183814e-55,True
mistral_vs_gpt,informal,baseline,stylometric_surface,ttr,1149,0.696969696969697,0.7407407407407407,0.550990785201245,0.5708027911017682,6.127662648222002e-63,3.5744698781295016e-62,True
mistral_vs_gpt,informal,baseline,syntactic_complexity,dep_distance_mean,1149,3.2736842105263158,3.1739130434782608,-0.06147878324194193,-0.1970333371173421,7.2389304151181555e-09,1.2064884025196928e-08,True
mistral_vs_gpt,informal,baseline,syntactic_complexity,n_sentences,1149,7.0,6.0,-0.14729807056691713,-0.27280548478745115,1.8673263273183768e-13,3.7346526546367536e-13,True
mistral_vs_gpt,informal,baseline,syntactic_complexity,subordinate_clause_rate,1149,1.0,1.1428571428571428,0.2858204465933445,0.3236199110131644,1.823876606232058e-20,4.118431046330454e-20,True
