Title,cosine_similarity
Balettmapp Kungliga Operan: Operahusens design och arkitektur,0.7554877
Vidareutveckling av informationssystem: Vilka olika aktiviteter går att identifiera i VAD-fasen?,0.70947397
En jämförelse mellan materiella investeringar och investeringar i kompetensutveckling,0.88847005
Datakvalitetsverktyg i datalager: Hur hanterar datakvalitetsverktyg datakvalitetsfaktorer?,0.7613607
Internetpoker: En studie i köpbeteendet hos pokerproffs,0.8563124
Aktiemarknadens effektivitet: En studie av effektiviteten på den svenska aktiemarknaden i samband med kvartalsrapporter,0.818436
En studie av inbyggda brandväggar: Microsoft XP och Red Hat Linux,0.8144599
Affärsrelationer vid elektronisk handel,0.71472883
Integration på två arbetsplatser,0.33215114
Innan den strukturella differentieringens tidevarv,0.7130812
Vad orsakar ilska?,0.82995915
Har utlandsadopterade barn språkproblem?: En undersökning om vad föräldrar och pedagoger anser,0.8504705
Etableringsstrategier på arbetsmarknaden: En intervjustudie av unga akademiker två år efter examen,0.8163438
Matematik för alla?: Hur lärare arbetar med individualisering,0.7886591
Effekten av varumärkes beskrivning på studenters attityd kring värdering och ägande av produkter,0.77355564
Transkulturell omvårdnad,0.72671366
Om personalförmåner motiverar de anställda,0.7730083
JÄVLAR ANAMMA! EN STUDIE OM VÄGEN UT UR MISSBRUK / THE SPIRIT WITHIN. A STUDY ON THE WAY OUT OF DRUGADDICTION,0.7650888
Koordination och organisation: - två viktiga begrepp vid skapandet av en innehållsrik hemsida för kommunala myndigheter,0.8043549
KommunistJesus och Varumärke: Talet om Che Guevara,0.7415147
"Lärande på elevers villkor: En studie om lärande på omvårdnadsprogrammet, med fokus på medicinsk grundkurs",0.9158321
Sjuksköterskan och döden,0.7719729
Damtidningar: ett behov?: En studie om återköp,0.8392884
Anmälningsskyldighet för kuratorer på ungdomsmottagningar: en studie i hur ett urval kuratorer på ungdomsmottagningar förhåller sig i sitt möte med barn under 15 år som är sexuellt aktiva,0.82714784
Sexualundervisning på särgymnasiet,0.86134905
En studie om flickor och kvinnor på elektrikerutbildningen,0.8965531
Ingen rädder för vargen?: En kvantitativ innehållsanalys av tre tidningstyper med avseende på rapporteringen om varg,0.82485974
Pappersmakulatur vid Bobergs Tryckeri AB - orsaker och förbättringsförslag,0.8183975
Balanserat styrkort i primärvården: En fallstudie om styrning med balanserat styrkort på KvaLita Närsjukvård AB,0.7433566
Ickeverbal kommunikation: Hur kontakt kan skapas med demensdrabbade genom beröring och genom musik,0.8317735
Vad är dyskalkyli?: En teoretisk-praktisk studie av dyskalkyli i skolan och om det är möjligt att bli hjälpt?,0.80640125
"Andersson, Anna-Karin",0.72817653
Verksamhetsanalys vid ett snickeriföretag – behov av organisationsanpassning vid expansion,0.7718483
Etik och ansvar. Sjuksköterskans upplevelse av inre etiskt ansvar i omvårdnaden,0.8755437
"Andersson, Annika",0.65805966
Sjuksköterskans upplevelser efter hot och våld i somatisk vård: en litteraturstudie,0.8819496
Kan iranska aktörer påverkas?: USA:s förmåga till strategiskt inflytande ur ett fältperspektiv,0.7824553
"Andersson, Bodil",0.58917105
Svårigheter i mötet mellan svensk sjukvårdspersonal och personer med invandrarbakgrund: en litteraturstudie,0.70162976
Faktorer som kan påverka samarbetet mellan användare och systemutvecklare,0.79380906
Att vara eller inte vara: styrs uttaget av föräldraledighet av föreställningar eller faktiska förhållanden?,0.8387586
Organiserat samarbete mellan lärare och kollegor inom IKT-baserad distansundervisning,0.79233164
Är granskningen av 90-kontoinnehavare tillräcklig: Kritisk granskning av SFI:s rutiner,0.87131363
"Andersson, Caroline",0.24657232
Upplevelser av interaktionen mellan klient och socialsekreterare -sett ur ett maktperspektiv,0.7653104
Personalens uppfattning om och möjlighet att påverka måltidernas innehåll i en förskola,0.85662097
Att drabbas av prostatacancer: Männens upplevelser av sjukdomen,0.8650185
Lek en livsnödvändighet: Tänkande om lek i grundskolan och träningsskolan,0.93211627
Inlärningsstilar - ett sätt att individanpassa undervisningen?,0.6580889
Framgångsfaktorer bakom gerillakrigföring,0.7540668
Straff- och offentligrättsliga legalitetsprincipen,0.7212298
Utveckling av ett företags marknadskommunikation med informationsteknik,0.742815
Den ekologiska utvecklingen av Motala ström samt dess förutsättningar,0.67661905
Evaluering av neurala nätverk för en fotbollsspelande mobil robot,0.7179011
Stickrädsla- En kvalitativ studie om sjuksköterskans omvårdnad av patienter med stickrädsla,0.7755401
Frivillig information i delårsrapporter: Förekomsten av frivilligt offentliggjord information i delårsrapporter hos tio aktiebolag noterade på OMX Stockholmsbörsen,0.6406311
Uppföljningsarbetet av efterkalkyler på Portsystem 2000 AB,0.7529745
En jämförelse av olika kommunikationstekniker och systemarkitekturiska lösningar vid uppbyggnad av nätverk i naturen,0.74873286
Slöja i skolan?,0.4841127
Informationens betydelse i den preoperativa vården,0.8862139
You´ve got m@il: en studie om sambandet mellan e-post och effektiv kommunikation i en IT-intensiv organisation,0.8000537
Hur den förändrade sexualiteten kan påverka mannens självbild och relationer efter behandling av prostatacancer,0.88800716
"Andersson, Helena",0.6358807
Fysisk beröring för människans välbefinnande?,0.66966796
”Man kan vara sjuk och frisk samma dag”: En studie av psykiskt störda lagöverträdares rättsliga ställning,0.77228594
Det moderna arbetslivets krav ur ett vuxenutvecklingspsykologiskt perspektiv,0.7397551
Har Försvarsmakten behov av simuleringssystem för logistik?,0.6795546
En undersökning om perspektivet på Islam i tre nyhetsprogram,0.8622809
"Andersson, Jennie",0.90265775
Medarbetarnas upplvelse av gruppdialogen enligt Amforas samtalsmodell,0.7960507
Daglig fysisk aktivitet för elever – en utmaning för alla lärare i grundskolan,0.89750373
Gymnasiematematik på distans: Varför så många avbryter sina distansstudier i matematik,0.73489815
Argument för och emot privat sjukvård,0.2681983
Hur budgeterar gaseller?: En studie om tillväxtens påverkan på budgetering i gasellföretag,0.7519443
Teambuilding: En analys av den svenska marknaden ur ett konsultperspektiv,0.57990295
Datorstödd musikproduktion och tyst kunnande: En studie i design för användbarhet,0.5467583
Stöd vid övervikt och fetma,0.8951047
Lageroptimering med hjälp av datautvinning ur datalager,0.67957854
"Andersson, Jonas",0.18304427
"Utvärdering av Malaria Antigen ELISA kit för diagnostik av malaria vid Christian Medical College and Hospital i Vellore, Indien.: en jämförande studie mellan Quantitative buffy coat och enzyme-linked immunosorbent assays (ELISA) metodik",0.802753
Uppmuntrar läroboken i matematik eleverna till att tänka självständigt?,0.8602487
"Palliativ vård Blekinge Institute of Technology, School of Health Science. Blekinge Institute of Technology, School of Health Science.",0.8617183
Säkerhetskapital En del av det Intellektuella Kapitalet,0.81892735
Innan den strukturella differentieringens tidevarv,0.6853696
"Matematik för alla?: Hur lärare arbetar med individualisering Alén, Leif",0.85414207
"Effekten av varumärkes beskrivning på studenters attityd kring värdering och ägande av produkter Blekinge Institute of Technology, School of Management.",0.8063257
"Ickeverbal kommunikation: Hur kontakt kan skapas med demensdrabbade genom beröring och genom musik Blekinge Institute of Technology, School of Health Science. Blekinge Institute of Technology, School of Health Science.",0.89113295
Varför team? En fallstudie på tre företag.,0.7640259
Kartläggning och utvärdering av utbildningar: en svaghet i företag?,0.650213
Kan iranska aktörer påverkas?: USA:s förmåga till strategiskt inflytande ur ett fältperspektiv Swedish National Defence College.,0.7749364
Inställningar till självläkning: - en studie av diskurser kring beroendeproblematik,0.60747945
"Svårigheter i mötet mellan svensk sjukvårdspersonal och personer med invandrarbakgrund: en litteraturstudie Blekinge Institute of Technology, School of Health Science. Blekinge Institute of Technology, School of Health Science.",0.71649045
"Organiserat samarbete mellan lärare och kollegor inom IKT-baserad distansundervisning Blekinge Institute of Technology, School of Management. Blekinge Institute of Technology, School of Management.",0.76548386
”Ett papper som hamnar någonstans?” En kvalitativ undersökning om åtgärdsprogram i förskolan,0.76613325
"Upplevelser av interaktionen mellan klient och socialsekreterare -sett ur ett maktperspektiv Blekinge Institute of Technology, School of Management. Blekinge Institute of Technology, School of Management.",0.7702329
"Att drabbas av prostatacancer: Männens upplevelser av sjukdomen Blekinge Institute of Technology, School of Health Science. Blekinge Institute of Technology, School of Health Science.",0.8623142
"Lek en livsnödvändighet: Tänkande om lek i grundskolan och träningsskolan Wiss Kvist, Ann-Christin",0.9168736
Framgångsfaktorer bakom gerillakrigföring Swedish National Defence College.,0.7825581
"Informationens betydelse i den preoperativa vården Blekinge Institute of Technology, School of Health Science. Blekinge Institute of Technology, School of Health Science.",0.88168526
"Hur den förändrade sexualiteten kan påverka mannens självbild och relationer efter behandling av prostatacancer Blekinge Institute of Technology, School of Health Science. Blekinge Institute of Technology, School of Health Science.",0.88805497
"Trouble Ticket ""Kommunikationen gav oss vind i seglen""",0.6268121
"Fysisk beröring för människans välbefinnande? Blekinge Institute of Technology, School of Health Science. Blekinge Institute of Technology, School of Health Science.",0.74014056
Har Försvarsmakten behov av simuleringssystem för logistik? Swedish National Defence College.,0.70767176
Hur utvecklas familjehemsvården vidare?: sikta mot något nytt och okänt eller använda gamla rutiner?,0.75163734
"Argument för och emot privat sjukvård Blekinge Institute of Technology, School of Management. Blekinge Institute of Technology, School of Management.",0.8298986
Expertkunskap och metakognition: experters förmåga till metakognitiv övervakning,0.7516264
"Stöd vid övervikt och fetma Blekinge Institute of Technology, School of Health Science. Blekinge Institute of Technology, School of Health Science.",0.93971527
Förmögenhetsbeskattning av onoterade aktier - är den ändamålsenligt utformad för den skatteskyldige?,0.61680126
Granvirkes permeabilitet beroende av dess fysikaliska utformning och applicerat färgsystem,0.80888486
Nutidens ventilationssystem i lantbrukets lösdriftstallar: En undersökning av sex stycken ventilationssystem,0.85074496
Jag är väl ingen sexuell? - En textanalys om barns sexualitet inom förskolans arena,0.8346112
Pojkar som skriver: En kvalitativ studie om vad som utmärker mer avancerade skrivare,0.9150084
”Och så händer det något som förändrar ens liv”: En antologi om omställningar i livet,0.6693473
