Title,cosine_similarity
"Ickeverbal kommunikation: Hur kontakt kan skapas med demensdrabbade genom beröring och genom musik Blekinge Institute of Technology, School of Health Science. Blekinge Institute of Technology, School of Health Science.",0.8283405
Varför team? En fallstudie på tre företag.,0.6671407
Kartläggning och utvärdering av utbildningar: en svaghet i företag?,0.65924877
Kan iranska aktörer påverkas?: USA:s förmåga till strategiskt inflytande ur ett fältperspektiv Swedish National Defence College.,0.82267046
Inställningar till självläkning: - en studie av diskurser kring beroendeproblematik,0.64615816
"Svårigheter i mötet mellan svensk sjukvårdspersonal och personer med invandrarbakgrund: en litteraturstudie Blekinge Institute of Technology, School of Health Science. Blekinge Institute of Technology, School of Health Science.",0.7289891
"Organiserat samarbete mellan lärare och kollegor inom IKT-baserad distansundervisning Blekinge Institute of Technology, School of Management. Blekinge Institute of Technology, School of Management.",0.83205223
”Ett papper som hamnar någonstans?” En kvalitativ undersökning om åtgärdsprogram i förskolan,0.6792229
"Upplevelser av interaktionen mellan klient och socialsekreterare -sett ur ett maktperspektiv Blekinge Institute of Technology, School of Management. Blekinge Institute of Technology, School of Management.",0.7738218
"Att drabbas av prostatacancer: Männens upplevelser av sjukdomen Blekinge Institute of Technology, School of Health Science. Blekinge Institute of Technology, School of Health Science.",0.74249375
"Lek en livsnödvändighet: Tänkande om lek i grundskolan och träningsskolan Wiss Kvist, Ann-Christin",0.852746
Framgångsfaktorer bakom gerillakrigföring Swedish National Defence College.,0.7904379
"Informationens betydelse i den preoperativa vården Blekinge Institute of Technology, School of Health Science. Blekinge Institute of Technology, School of Health Science.",0.90226066
"Hur den förändrade sexualiteten kan påverka mannens självbild och relationer efter behandling av prostatacancer Blekinge Institute of Technology, School of Health Science. Blekinge Institute of Technology, School of Health Science.",0.9244083
"Trouble Ticket ""Kommunikationen gav oss vind i seglen""",0.73564124
"Fysisk beröring för människans välbefinnande? Blekinge Institute of Technology, School of Health Science. Blekinge Institute of Technology, School of Health Science.",0.7614872
Har Försvarsmakten behov av simuleringssystem för logistik? Swedish National Defence College.,0.68759775
Hur utvecklas familjehemsvården vidare?: sikta mot något nytt och okänt eller använda gamla rutiner?,0.7474817
"Argument för och emot privat sjukvård Blekinge Institute of Technology, School of Management. Blekinge Institute of Technology, School of Management.",0.7232591
Expertkunskap och metakognition: experters förmåga till metakognitiv övervakning,0.7769397
"Stöd vid övervikt och fetma Blekinge Institute of Technology, School of Health Science. Blekinge Institute of Technology, School of Health Science.",0.88345563
Förmögenhetsbeskattning av onoterade aktier - är den ändamålsenligt utformad för den skatteskyldige?,0.6051451
Granvirkes permeabilitet beroende av dess fysikaliska utformning och applicerat färgsystem,0.88811433
Nutidens ventilationssystem i lantbrukets lösdriftstallar: En undersökning av sex stycken ventilationssystem,0.6598563
Jag är väl ingen sexuell? - En textanalys om barns sexualitet inom förskolans arena,0.87918663
Pojkar som skriver: En kvalitativ studie om vad som utmärker mer avancerade skrivare,0.92470276
”Och så händer det något som förändrar ens liv”: En antologi om omställningar i livet,0.6097748
