Title,cosine_similarity
PRO i Österåkers kommun: en studie över PRO: s roll inom äldreomsorgen,0.81383693
Är en skola för alla bra för alla? - ur elevperspektiv,0.641727
Dom vill ju spela så då spelar vi!: En belysande studie av faktorer som påverkar läraren vid planeringen av unervisningen i estetisk verksamhet,0.8862413
Finansiell riskredovisning,0.5672625
Differentiering – en möjlighet att möta elevers olika förutsättningar och behov,0.79154885
Metoder vid implementation av affärssystem: en studie om anpassning,0.7079265
"2006 (Swedish)Independent thesis Basic level (degree of Bachelor), 10 credits / 15 HE creditsStudent thesis",0.79045653
"Ingen kan göra allt, men alla kan göra något – en studie kring pedagogers uppfattning om sin kompetens i att möta barn i sorg",0.6320376
2005 (Swedish)Independent thesis Basic level (degree of Bachelor)Student thesis,0.8330605
2002 (Swedish)Independent thesis Basic level (degree of Bachelor)Student thesisAlternative title,0.8837663
Från Hakkaribergen till Orans kust: en jämförelse mellan genrerna raweh och rai,0.5721415
Läroplanens konkreta spår i det pedagogiska arbetet,0.6143466
Balettmapp Kungliga Operan: Operahusens design och arkitektur,0.6953169
Vidareutveckling av informationssystem: Vilka olika aktiviteter går att identifiera i VAD-fasen?,0.7323564
En jämförelse mellan materiella investeringar och investeringar i kompetensutveckling,0.8961462
Datakvalitetsverktyg i datalager: Hur hanterar datakvalitetsverktyg datakvalitetsfaktorer?,0.7738856
Internetpoker: En studie i köpbeteendet hos pokerproffs,0.8230792
Aktiemarknadens effektivitet: En studie av effektiviteten på den svenska aktiemarknaden i samband med kvartalsrapporter,0.8509139
En studie av inbyggda brandväggar: Microsoft XP och Red Hat Linux,0.80860496
Affärsrelationer vid elektronisk handel,0.7164849
Integration på två arbetsplatser,0.5811508
Innan den strukturella differentieringens tidevarv,0.78473914
Vad orsakar ilska?,0.7756746
Har utlandsadopterade barn språkproblem?: En undersökning om vad föräldrar och pedagoger anser,0.75874794
Etableringsstrategier på arbetsmarknaden: En intervjustudie av unga akademiker två år efter examen,0.8463064
Matematik för alla?: Hur lärare arbetar med individualisering,0.8357248
Effekten av varumärkes beskrivning på studenters attityd kring värdering och ägande av produkter,0.8280121
Transkulturell omvårdnad,0.7620841
Om personalförmåner motiverar de anställda,0.73462087
JÄVLAR ANAMMA! EN STUDIE OM VÄGEN UT UR MISSBRUK / THE SPIRIT WITHIN. A STUDY ON THE WAY OUT OF DRUGADDICTION,0.7804626
Koordination och organisation: - två viktiga begrepp vid skapandet av en innehållsrik hemsida för kommunala myndigheter,0.6557274
KommunistJesus och Varumärke: Talet om Che Guevara,0.6917289
"Lärande på elevers villkor: En studie om lärande på omvårdnadsprogrammet, med fokus på medicinsk grundkurs",0.86224174
Sjuksköterskan och döden,0.8318318
Damtidningar: ett behov?: En studie om återköp,0.8212429
Anmälningsskyldighet för kuratorer på ungdomsmottagningar: en studie i hur ett urval kuratorer på ungdomsmottagningar förhåller sig i sitt möte med barn under 15 år som är sexuellt aktiva,0.8557605
Sexualundervisning på särgymnasiet,0.77068055
En studie om flickor och kvinnor på elektrikerutbildningen,0.8626938
Ingen rädder för vargen?: En kvantitativ innehållsanalys av tre tidningstyper med avseende på rapporteringen om varg,0.79622054
Pappersmakulatur vid Bobergs Tryckeri AB - orsaker och förbättringsförslag,0.8837385
Balanserat styrkort i primärvården: En fallstudie om styrning med balanserat styrkort på KvaLita Närsjukvård AB,0.8741764
Ickeverbal kommunikation: Hur kontakt kan skapas med demensdrabbade genom beröring och genom musik,0.915494
Vad är dyskalkyli?: En teoretisk-praktisk studie av dyskalkyli i skolan och om det är möjligt att bli hjälpt?,0.7491215
"Andersson, Anna-Karin",0.80664325
Verksamhetsanalys vid ett snickeriföretag – behov av organisationsanpassning vid expansion,0.70335186
Etik och ansvar. Sjuksköterskans upplevelse av inre etiskt ansvar i omvårdnaden,0.9054143
"Andersson, Annika",0.7401309
Sjuksköterskans upplevelser efter hot och våld i somatisk vård: en litteraturstudie,0.823571
Kan iranska aktörer påverkas?: USA:s förmåga till strategiskt inflytande ur ett fältperspektiv,0.8357946
"Andersson, Bodil",0.62436676
Svårigheter i mötet mellan svensk sjukvårdspersonal och personer med invandrarbakgrund: en litteraturstudie,0.7090765
Faktorer som kan påverka samarbetet mellan användare och systemutvecklare,0.85219574
Att vara eller inte vara: styrs uttaget av föräldraledighet av föreställningar eller faktiska förhållanden?,0.7719054
Organiserat samarbete mellan lärare och kollegor inom IKT-baserad distansundervisning,0.7432093
Är granskningen av 90-kontoinnehavare tillräcklig: Kritisk granskning av SFI:s rutiner,0.81619054
"Andersson, Caroline",0.54572356
Upplevelser av interaktionen mellan klient och socialsekreterare -sett ur ett maktperspektiv,0.7603636
Personalens uppfattning om och möjlighet att påverka måltidernas innehåll i en förskola,0.8276939
Att drabbas av prostatacancer: Männens upplevelser av sjukdomen,0.7611234
Lek en livsnödvändighet: Tänkande om lek i grundskolan och träningsskolan,0.8071095
Inlärningsstilar - ett sätt att individanpassa undervisningen?,0.6108873
Framgångsfaktorer bakom gerillakrigföring,0.6921468
Straff- och offentligrättsliga legalitetsprincipen,0.7788744
Utveckling av ett företags marknadskommunikation med informationsteknik,0.78060377
Den ekologiska utvecklingen av Motala ström samt dess förutsättningar,0.7304678
Evaluering av neurala nätverk för en fotbollsspelande mobil robot,0.7021951
Stickrädsla- En kvalitativ studie om sjuksköterskans omvårdnad av patienter med stickrädsla,0.901442
Frivillig information i delårsrapporter: Förekomsten av frivilligt offentliggjord information i delårsrapporter hos tio aktiebolag noterade på OMX Stockholmsbörsen,0.60223156
Uppföljningsarbetet av efterkalkyler på Portsystem 2000 AB,0.72698164
En jämförelse av olika kommunikationstekniker och systemarkitekturiska lösningar vid uppbyggnad av nätverk i naturen,0.6496379
Slöja i skolan?,0.74943227
Informationens betydelse i den preoperativa vården,0.8851022
You´ve got m@il: en studie om sambandet mellan e-post och effektiv kommunikation i en IT-intensiv organisation,0.8601488
Hur den förändrade sexualiteten kan påverka mannens självbild och relationer efter behandling av prostatacancer,0.89272785
"Andersson, Helena",0.69640076
Fysisk beröring för människans välbefinnande?,0.69786644
”Man kan vara sjuk och frisk samma dag”: En studie av psykiskt störda lagöverträdares rättsliga ställning,0.72414315
Det moderna arbetslivets krav ur ett vuxenutvecklingspsykologiskt perspektiv,0.84783876
Har Försvarsmakten behov av simuleringssystem för logistik?,0.6788329
En undersökning om perspektivet på Islam i tre nyhetsprogram,0.86587965
"Andersson, Jennie",0.84442645
Medarbetarnas upplvelse av gruppdialogen enligt Amforas samtalsmodell,0.7900721
Daglig fysisk aktivitet för elever – en utmaning för alla lärare i grundskolan,0.8279848
Gymnasiematematik på distans: Varför så många avbryter sina distansstudier i matematik,0.7831305
Argument för och emot privat sjukvård,0.2903471
Hur budgeterar gaseller?: En studie om tillväxtens påverkan på budgetering i gasellföretag,0.7196823
Teambuilding: En analys av den svenska marknaden ur ett konsultperspektiv,0.5554928
Datorstödd musikproduktion och tyst kunnande: En studie i design för användbarhet,0.5364348
Stöd vid övervikt och fetma,0.9257846
Lageroptimering med hjälp av datautvinning ur datalager,0.7147661
"Andersson, Jonas",0.15851976
"Utvärdering av Malaria Antigen ELISA kit för diagnostik av malaria vid Christian Medical College and Hospital i Vellore, Indien.: en jämförande studie mellan Quantitative buffy coat och enzyme-linked immunosorbent assays (ELISA) metodik",0.7660714
Uppmuntrar läroboken i matematik eleverna till att tänka självständigt?,0.86778307
"Palliativ vård Blekinge Institute of Technology, School of Health Science. Blekinge Institute of Technology, School of Health Science.",0.7736602
Säkerhetskapital En del av det Intellektuella Kapitalet,0.7969742
Innan den strukturella differentieringens tidevarv,0.8420812
"Matematik för alla?: Hur lärare arbetar med individualisering Alén, Leif",0.83902156
"Effekten av varumärkes beskrivning på studenters attityd kring värdering och ägande av produkter Blekinge Institute of Technology, School of Management.",0.8525526
"Ickeverbal kommunikation: Hur kontakt kan skapas med demensdrabbade genom beröring och genom musik Blekinge Institute of Technology, School of Health Science. Blekinge Institute of Technology, School of Health Science.",0.89841455
Varför team? En fallstudie på tre företag.,0.7197372
Kartläggning och utvärdering av utbildningar: en svaghet i företag?,0.61403656
Kan iranska aktörer påverkas?: USA:s förmåga till strategiskt inflytande ur ett fältperspektiv Swedish National Defence College.,0.86025256
Inställningar till självläkning: - en studie av diskurser kring beroendeproblematik,0.6530877
"Svårigheter i mötet mellan svensk sjukvårdspersonal och personer med invandrarbakgrund: en litteraturstudie Blekinge Institute of Technology, School of Health Science. Blekinge Institute of Technology, School of Health Science.",0.71555126
"Organiserat samarbete mellan lärare och kollegor inom IKT-baserad distansundervisning Blekinge Institute of Technology, School of Management. Blekinge Institute of Technology, School of Management.",0.8323799
”Ett papper som hamnar någonstans?” En kvalitativ undersökning om åtgärdsprogram i förskolan,0.68151796
"Upplevelser av interaktionen mellan klient och socialsekreterare -sett ur ett maktperspektiv Blekinge Institute of Technology, School of Management. Blekinge Institute of Technology, School of Management.",0.69657755
"Att drabbas av prostatacancer: Männens upplevelser av sjukdomen Blekinge Institute of Technology, School of Health Science. Blekinge Institute of Technology, School of Health Science.",0.8093826
"Lek en livsnödvändighet: Tänkande om lek i grundskolan och träningsskolan Wiss Kvist, Ann-Christin",0.8918849
Framgångsfaktorer bakom gerillakrigföring Swedish National Defence College.,0.6519579
"Informationens betydelse i den preoperativa vården Blekinge Institute of Technology, School of Health Science. Blekinge Institute of Technology, School of Health Science.",0.87929946
"Hur den förändrade sexualiteten kan påverka mannens självbild och relationer efter behandling av prostatacancer Blekinge Institute of Technology, School of Health Science. Blekinge Institute of Technology, School of Health Science.",0.9007665
"Trouble Ticket ""Kommunikationen gav oss vind i seglen""",0.6316742
"Fysisk beröring för människans välbefinnande? Blekinge Institute of Technology, School of Health Science. Blekinge Institute of Technology, School of Health Science.",0.71522814
Har Försvarsmakten behov av simuleringssystem för logistik? Swedish National Defence College.,0.6863637
Hur utvecklas familjehemsvården vidare?: sikta mot något nytt och okänt eller använda gamla rutiner?,0.76276004
"Argument för och emot privat sjukvård Blekinge Institute of Technology, School of Management. Blekinge Institute of Technology, School of Management.",0.776155
Expertkunskap och metakognition: experters förmåga till metakognitiv övervakning,0.76094913
"Stöd vid övervikt och fetma Blekinge Institute of Technology, School of Health Science. Blekinge Institute of Technology, School of Health Science.",0.93408847
Förmögenhetsbeskattning av onoterade aktier - är den ändamålsenligt utformad för den skatteskyldige?,0.6065576
Granvirkes permeabilitet beroende av dess fysikaliska utformning och applicerat färgsystem,0.8549224
Nutidens ventilationssystem i lantbrukets lösdriftstallar: En undersökning av sex stycken ventilationssystem,0.67973626
Jag är väl ingen sexuell? - En textanalys om barns sexualitet inom förskolans arena,0.8717769
Pojkar som skriver: En kvalitativ studie om vad som utmärker mer avancerade skrivare,0.9131611
”Och så händer det något som förändrar ens liv”: En antologi om omställningar i livet,0.5844919
