Title,cosine_similarity
Balanserat styrkort i primärvården: En fallstudie om styrning med balanserat styrkort på KvaLita Närsjukvård AB,0.6805875
Ickeverbal kommunikation: Hur kontakt kan skapas med demensdrabbade genom beröring och genom musik,0.8436638
Vad är dyskalkyli?: En teoretisk-praktisk studie av dyskalkyli i skolan och om det är möjligt att bli hjälpt?,0.89243793
"Andersson, Anna-Karin",0.7531495
Verksamhetsanalys vid ett snickeriföretag – behov av organisationsanpassning vid expansion,0.72227234
Etik och ansvar. Sjuksköterskans upplevelse av inre etiskt ansvar i omvårdnaden,0.81810206
"Andersson, Annika",0.72878635
Svårigheter i mötet mellan svensk sjukvårdspersonal och personer med invandrarbakgrund: en litteraturstudie,0.7347641
Att vara eller inte vara: styrs uttaget av föräldraledighet av föreställningar eller faktiska förhållanden?,0.89407516
Organiserat samarbete mellan lärare och kollegor inom IKT-baserad distansundervisning,0.8010926
"Andersson, Caroline",0.1461328
Personalens uppfattning om och möjlighet att påverka måltidernas innehåll i en förskola,0.8863565
Framgångsfaktorer bakom gerillakrigföring,0.77505314
Straff- och offentligrättsliga legalitetsprincipen,0.6905117
Utveckling av ett företags marknadskommunikation med informationsteknik,0.75429094
Evaluering av neurala nätverk för en fotbollsspelande mobil robot,0.72485447
Uppföljningsarbetet av efterkalkyler på Portsystem 2000 AB,0.7903587
En jämförelse av olika kommunikationstekniker och systemarkitekturiska lösningar vid uppbyggnad av nätverk i naturen,0.7160465
Slöja i skolan?,0.8742852
You´ve got m@il: en studie om sambandet mellan e-post och effektiv kommunikation i en IT-intensiv organisation,0.8794885
Hur den förändrade sexualiteten kan påverka mannens självbild och relationer efter behandling av prostatacancer,0.94251424
"Andersson, Helena",0.7417587
”Man kan vara sjuk och frisk samma dag”: En studie av psykiskt störda lagöverträdares rättsliga ställning,0.75121415
Det moderna arbetslivets krav ur ett vuxenutvecklingspsykologiskt perspektiv,0.8593281
Har Försvarsmakten behov av simuleringssystem för logistik?,0.6826576
En undersökning om perspektivet på Islam i tre nyhetsprogram,0.8748785
Medarbetarnas upplvelse av gruppdialogen enligt Amforas samtalsmodell,0.8006441
Argument för och emot privat sjukvård,0.5089191
Datorstödd musikproduktion och tyst kunnande: En studie i design för användbarhet,0.553229
Stöd vid övervikt och fetma,0.8728644
"Andersson, Jonas",0.21735029
Säkerhetskapital En del av det Intellektuella Kapitalet,0.8440088
Innan den strukturella differentieringens tidevarv,0.8301823
"Effekten av varumärkes beskrivning på studenters attityd kring värdering och ägande av produkter Blekinge Institute of Technology, School of Management.",0.8288032
"Ickeverbal kommunikation: Hur kontakt kan skapas med demensdrabbade genom beröring och genom musik Blekinge Institute of Technology, School of Health Science. Blekinge Institute of Technology, School of Health Science.",0.81156933
Varför team? En fallstudie på tre företag.,0.75853515
Kartläggning och utvärdering av utbildningar: en svaghet i företag?,0.7441956
"Svårigheter i mötet mellan svensk sjukvårdspersonal och personer med invandrarbakgrund: en litteraturstudie Blekinge Institute of Technology, School of Health Science. Blekinge Institute of Technology, School of Health Science.",0.7191507
"Upplevelser av interaktionen mellan klient och socialsekreterare -sett ur ett maktperspektiv Blekinge Institute of Technology, School of Management. Blekinge Institute of Technology, School of Management.",0.8211265
"Lek en livsnödvändighet: Tänkande om lek i grundskolan och träningsskolan Wiss Kvist, Ann-Christin",0.9496145
Framgångsfaktorer bakom gerillakrigföring Swedish National Defence College.,0.69708276
"Informationens betydelse i den preoperativa vården Blekinge Institute of Technology, School of Health Science. Blekinge Institute of Technology, School of Health Science.",0.86040545
"Hur den förändrade sexualiteten kan påverka mannens självbild och relationer efter behandling av prostatacancer Blekinge Institute of Technology, School of Health Science. Blekinge Institute of Technology, School of Health Science.",0.9367803
"Trouble Ticket ""Kommunikationen gav oss vind i seglen""",0.76873827
"Fysisk beröring för människans välbefinnande? Blekinge Institute of Technology, School of Health Science. Blekinge Institute of Technology, School of Health Science.",0.7357966
"Argument för och emot privat sjukvård Blekinge Institute of Technology, School of Management. Blekinge Institute of Technology, School of Management.",0.82238257
Expertkunskap och metakognition: experters förmåga till metakognitiv övervakning,0.7446269
"Stöd vid övervikt och fetma Blekinge Institute of Technology, School of Health Science. Blekinge Institute of Technology, School of Health Science.",0.9643911
Nutidens ventilationssystem i lantbrukets lösdriftstallar: En undersökning av sex stycken ventilationssystem,0.73842156
Jag är väl ingen sexuell? - En textanalys om barns sexualitet inom förskolans arena,0.93001425
Pojkar som skriver: En kvalitativ studie om vad som utmärker mer avancerade skrivare,0.8945868
”Och så händer det något som förändrar ens liv”: En antologi om omställningar i livet,0.6233624
