Title,cosine_similarity
PRO i Österåkers kommun: en studie över PRO: s roll inom äldreomsorgen,0.8689425
Är en skola för alla bra för alla? - ur elevperspektiv,0.6249087
Dom vill ju spela så då spelar vi!: En belysande studie av faktorer som påverkar läraren vid planeringen av unervisningen i estetisk verksamhet,0.90692115
Finansiell riskredovisning,0.66523707
Metoder vid implementation av affärssystem: en studie om anpassning,0.50959647
Från Hakkaribergen till Orans kust: en jämförelse mellan genrerna raweh och rai,0.691254
Läroplanens konkreta spår i det pedagogiska arbetet,0.6938596
Balettmapp Kungliga Operan: Operahusens design och arkitektur,0.7767769
Vidareutveckling av informationssystem: Vilka olika aktiviteter går att identifiera i VAD-fasen?,0.73930705
En jämförelse mellan materiella investeringar och investeringar i kompetensutveckling,0.8274296
Aktiemarknadens effektivitet: En studie av effektiviteten på den svenska aktiemarknaden i samband med kvartalsrapporter,0.8746146
Vad orsakar ilska?,0.8726224
Har utlandsadopterade barn språkproblem?: En undersökning om vad föräldrar och pedagoger anser,0.8574065
Matematik för alla?: Hur lärare arbetar med individualisering,0.88196033
Effekten av varumärkes beskrivning på studenters attityd kring värdering och ägande av produkter,0.87087184
Om personalförmåner motiverar de anställda,0.82306004
"Lärande på elevers villkor: En studie om lärande på omvårdnadsprogrammet, med fokus på medicinsk grundkurs",0.9115828
Damtidningar: ett behov?: En studie om återköp,0.8986895
Anmälningsskyldighet för kuratorer på ungdomsmottagningar: en studie i hur ett urval kuratorer på ungdomsmottagningar förhåller sig i sitt möte med barn under 15 år som är sexuellt aktiva,0.83648324
En studie om flickor och kvinnor på elektrikerutbildningen,0.9292713
Pappersmakulatur vid Bobergs Tryckeri AB - orsaker och förbättringsförslag,0.8543905
Balanserat styrkort i primärvården: En fallstudie om styrning med balanserat styrkort på KvaLita Närsjukvård AB,0.658192
Ickeverbal kommunikation: Hur kontakt kan skapas med demensdrabbade genom beröring och genom musik,0.858601
Vad är dyskalkyli?: En teoretisk-praktisk studie av dyskalkyli i skolan och om det är möjligt att bli hjälpt?,0.8786484
"Andersson, Anna-Karin",0.7680357
Verksamhetsanalys vid ett snickeriföretag – behov av organisationsanpassning vid expansion,0.74706364
Etik och ansvar. Sjuksköterskans upplevelse av inre etiskt ansvar i omvårdnaden,0.85581255
"Andersson, Annika",0.7813057
Svårigheter i mötet mellan svensk sjukvårdspersonal och personer med invandrarbakgrund: en litteraturstudie,0.7375458
Att vara eller inte vara: styrs uttaget av föräldraledighet av föreställningar eller faktiska förhållanden?,0.8464242
Organiserat samarbete mellan lärare och kollegor inom IKT-baserad distansundervisning,0.7756132
"Andersson, Caroline",0.17482442
Personalens uppfattning om och möjlighet att påverka måltidernas innehåll i en förskola,0.8921258
Framgångsfaktorer bakom gerillakrigföring,0.7426538
Straff- och offentligrättsliga legalitetsprincipen,0.63094664
Utveckling av ett företags marknadskommunikation med informationsteknik,0.7364751
Evaluering av neurala nätverk för en fotbollsspelande mobil robot,0.7324873
Uppföljningsarbetet av efterkalkyler på Portsystem 2000 AB,0.76083237
En jämförelse av olika kommunikationstekniker och systemarkitekturiska lösningar vid uppbyggnad av nätverk i naturen,0.67667925
Slöja i skolan?,0.65663064
You´ve got m@il: en studie om sambandet mellan e-post och effektiv kommunikation i en IT-intensiv organisation,0.86750984
Hur den förändrade sexualiteten kan påverka mannens självbild och relationer efter behandling av prostatacancer,0.890506
"Andersson, Helena",0.7661602
”Man kan vara sjuk och frisk samma dag”: En studie av psykiskt störda lagöverträdares rättsliga ställning,0.8330354
Det moderna arbetslivets krav ur ett vuxenutvecklingspsykologiskt perspektiv,0.87616813
Har Försvarsmakten behov av simuleringssystem för logistik?,0.69710535
En undersökning om perspektivet på Islam i tre nyhetsprogram,0.86511207
Medarbetarnas upplvelse av gruppdialogen enligt Amforas samtalsmodell,0.77787066
Argument för och emot privat sjukvård,0.51293004
Stöd vid övervikt och fetma,0.85913074
"Andersson, Jonas",0.24347481
Säkerhetskapital En del av det Intellektuella Kapitalet,0.8758292
Innan den strukturella differentieringens tidevarv,0.8340273
"Effekten av varumärkes beskrivning på studenters attityd kring värdering och ägande av produkter Blekinge Institute of Technology, School of Management.",0.72710353
"Ickeverbal kommunikation: Hur kontakt kan skapas med demensdrabbade genom beröring och genom musik Blekinge Institute of Technology, School of Health Science. Blekinge Institute of Technology, School of Health Science.",0.86211234
Varför team? En fallstudie på tre företag.,0.7136613
Kartläggning och utvärdering av utbildningar: en svaghet i företag?,0.7340988
"Svårigheter i mötet mellan svensk sjukvårdspersonal och personer med invandrarbakgrund: en litteraturstudie Blekinge Institute of Technology, School of Health Science. Blekinge Institute of Technology, School of Health Science.",0.79436386
"Upplevelser av interaktionen mellan klient och socialsekreterare -sett ur ett maktperspektiv Blekinge Institute of Technology, School of Management. Blekinge Institute of Technology, School of Management.",0.80567044
"Lek en livsnödvändighet: Tänkande om lek i grundskolan och träningsskolan Wiss Kvist, Ann-Christin",0.87295115
Framgångsfaktorer bakom gerillakrigföring Swedish National Defence College.,0.684725
"Informationens betydelse i den preoperativa vården Blekinge Institute of Technology, School of Health Science. Blekinge Institute of Technology, School of Health Science.",0.9070785
"Hur den förändrade sexualiteten kan påverka mannens självbild och relationer efter behandling av prostatacancer Blekinge Institute of Technology, School of Health Science. Blekinge Institute of Technology, School of Health Science.",0.90755713
"Trouble Ticket ""Kommunikationen gav oss vind i seglen""",0.7502823
"Fysisk beröring för människans välbefinnande? Blekinge Institute of Technology, School of Health Science. Blekinge Institute of Technology, School of Health Science.",0.7626623
"Argument för och emot privat sjukvård Blekinge Institute of Technology, School of Management. Blekinge Institute of Technology, School of Management.",0.82208776
Expertkunskap och metakognition: experters förmåga till metakognitiv övervakning,0.72365594
"Stöd vid övervikt och fetma Blekinge Institute of Technology, School of Health Science. Blekinge Institute of Technology, School of Health Science.",0.9156059
Nutidens ventilationssystem i lantbrukets lösdriftstallar: En undersökning av sex stycken ventilationssystem,0.7200221
Jag är väl ingen sexuell? - En textanalys om barns sexualitet inom förskolans arena,0.92031336
Pojkar som skriver: En kvalitativ studie om vad som utmärker mer avancerade skrivare,0.92095304
”Och så händer det något som förändrar ens liv”: En antologi om omställningar i livet,0.6119147
