row,condition,abstract
17,human_like,"Sammanfattning

Denna studie undersöker hur svenska offentliga organisationer beskriver och organiserar sin kommunikation genom kommunikationspolicys. Syftet är att analysera vilka föreställningar om kommunikation, publiker och organisatoriska relationer som kommer till uttryck i dessa dokument samt att relatera innehållet till samtida forskning inom strategisk kommunikation, public relations och organisationskommunikation. Studien utgår från en kvalitativ dokumentanalys där kommunikationspolicys från svenska myndigheter och andra offentliga organisationer granskas med fokus på målgrupper, dialog, ansvar och kommunikationens funktion.

Analysen visar att kommunikation huvudsakligen framställs som ett strategiskt verktyg för att stödja organisationernas mål, stärka förtroendet och säkerställa en enhetlig bild av verksamheten. Medborgare och andra publiker beskrivs ofta som målgrupper som ska informeras, nås eller påverkas. Samtidigt betonas värden som öppenhet, tillgänglighet och dialog, vilka är centrala för den offentliga sektorns demokratiska uppdrag. Det framträder dock en spänning mellan ambitionen att skapa ömsesidiga relationer och ett mer traditionellt synsätt där kommunikationen främst styrs utifrån organisationens egna behov och perspektiv.

Resultatet tyder på att kommunikationspolicyerna kombinerar idéer från strategisk kommunikation med krav som följer av myndigheters ansvar inför offentligheten. Dialog lyfts ofta fram som ideal, men konkretiseras inte alltid i fråga om hur publiker ges inflytande eller möjlighet att delta. Studien visar därmed att kommunikationspolicys inte enbart fungerar som praktiska styrdokument, utan även uttrycker normer om organisationens roll, relationen till medborgarna och vad offentlig kommunikation förväntas vara.

Nyckelord: strategisk kommunikation, public relations, organisationskommunikation, publiker, målgrupp, dialog, kommunikationspolicy, offentlig sektor, myndighet, offentlighet."
18,human_like,"Sammanfattning

Syftet med denna studie är att undersöka hur förskollärare beskriver arbetet med att integrera asylsökande barn i den allmänna förskolans verksamhet. Studien utgår från kvalitativa intervjuer med lärare som har erfarenhet av att möta asylbarn i förskolan. Särskilt fokus riktas mot vilka möjligheter och utmaningar som uppstår i det pedagogiska arbetet samt hur förskolan kan skapa trygghet, delaktighet och gemenskap för barnen.

Resultatet visar att förskollärarna betraktar förskolan som en viktig plats för asylbarns sociala och språkliga utveckling. Lek, tydliga rutiner och ett inkluderande förhållningssätt framhålls som betydelsefulla för att barnen ska känna tillhörighet i barngruppen. Samtidigt beskriver lärarna utmaningar som rör språkbarriärer, kulturella skillnader, barnens tidigare erfarenheter och osäkerheten i familjernas livssituation. Även kontakten med vårdnadshavare kan försvåras när det saknas ett gemensamt språk eller tillgång till tolk.

Studien pekar på att en fungerande integrering kräver lyhörda pedagoger, tillräckliga resurser och samverkan mellan förskolan, familjen och andra berörda verksamheter. Slutsatsen är att asylbarn bör bemötas utifrån sina individuella behov och samtidigt ges möjlighet att delta i förskolans gemenskap på samma villkor som andra barn.

Nyckelord: integrering, asylbarn, förskola, inkludering, förskollärare."
18,detector_evasive,"Syftet med studien är att undersöka hur lärare arbetar med integrering av asylbarn i allmän förskola. Studien tar också upp vilka möjligheter och svårigheter som lärarna möter i arbetet. Studien har en kvalitativ ansats och bygger på lärarintervjuer. Materialet har analyserats utifrån återkommande teman i lärarnas svar.

Resultatet visar att lärarna ser trygghet och fasta rutiner som viktiga delar av arbetet med asylbarn. Språket har också en central roll. Lärarna använder bilder, kroppsspråk, lek och vardagliga samtal för att stödja barnens språk och delaktighet. Samarbete med vårdnadshavare är viktigt för att skapa tillit och förståelse. Samtidigt beskriver lärarna hinder. Det handlar bland annat om brist på tid, stora barngrupper och svårigheter att få stöd från tolk. Lärarna upplever även att de behöver mer kunskap om flykt, trauma och barns olika villkor.

Studien visar att integrering sker i förskolans dagliga verksamhet. Lek och gemensamma aktiviteter hjälper asylbarn att skapa kontakt med andra barn. Ett medvetet arbetssätt och ett fungerande samarbete mellan förskola och vårdnadshavare stärker barnens trygghet och delaktighet.

Nyckelord: Integrering, asylbarn, förskola."
19,baseline,"Sammanfattning

Syftet med studien är att undersöka hur elever i årskurs nio uppfattar begreppet hälsa och hur de upplever hälsoundervisningen inom ämnet Idrott och hälsa. Studien har en kvalitativ ansats där elevers erfarenheter och resonemang står i centrum. Hälsokorset används som teoretiskt verktyg för att synliggöra hur eleverna förstår relationen mellan att vara frisk eller sjuk och att må bra eller dåligt.

Resultatet visar att elevernas syn på hälsa omfattar såväl fysiska som psykiska och sociala aspekter. Hälsa förknippas ofta med motion, kost och frånvaro av sjukdom, men även med välbefinnande, relationer och möjligheten att hantera vardagens krav. Eleverna upplever samtidigt att undervisningen främst betonar fysisk aktivitet och levnadsvanor, medan psykisk och social hälsa får ett mer begränsat utrymme. Studien pekar därför på ett behov av en bredare och mer sammanhållen hälsoundervisning där elever ges möjlighet att diskutera och reflektera över hälsans olika dimensioner.

Slutsatsen är att ämnet Idrott och hälsa kan bidra till en nyanserad förståelse av hälsa, men att undervisningen behöver tydliggöra sambandet mellan kroppsligt, psykiskt och socialt välbefinnande.

Nyckelord: hälsa, Idrott och hälsa, hälsoundervisning, Hälsokorset."
19,human_like,"Sammanfattning

Syftet med studien är att undersöka hur elever i årskurs nio uppfattar begreppet hälsa och hur de upplever att hälsa behandlas inom ämnet Idrott och hälsa. Studien har en kvalitativ ansats och utgår från elevernas egna erfarenheter och resonemang. Hälsokorset används som teoretiskt verktyg för att synliggöra olika perspektiv på hälsa, där såväl fysiska som psykiska och sociala aspekter ingår.

Resultatet visar att elevernas syn på hälsa är mångsidig. Hälsa förknippas ofta med fysisk aktivitet, kost och kroppsligt välbefinnande, men eleverna lyfter även fram betydelsen av att må bra psykiskt, känna trygghet och ha fungerande relationer. Samtidigt framkommer att undervisningen i Idrott och hälsa främst uppfattas vara inriktad på praktiska aktiviteter och fysisk prestation. Den mer teoretiska hälsoundervisningen upplevs som mindre tydlig och eleverna har ibland svårt att se sambandet mellan undervisningens olika delar och ett bredare hälsoperspektiv.

Studien visar därmed att det finns ett behov av att göra hälsobegreppet mer synligt och konkret i undervisningen. Genom att ge eleverna fler möjligheter att samtala om, reflektera över och problematisera hälsa kan ämnet bidra till en mer nyanserad förståelse av vad hälsa innebär. Slutsatsen är att hälsoundervisningen behöver omfatta både kroppsliga, psykiska och sociala dimensioner för att bli relevant och meningsfull för eleverna.

Nyckelord: Hälsa, Idrott och hälsa, hälsoundervisning, Hälsokorset."
20,baseline,"Sammanfattning

Denna kandidatuppsats belyser erfarenheter av att vara syskon eller partner till en person med ätstörningsproblematik, såsom anorexi och bulimi. Fokus ligger på hur sjukdomen påverkar familjerelationer, parförhållanden och vardagsliv samt vilken betydelse närstående kan ha under behandling och återhämtning. Ätstörningar berör inte enbart den person som är sjuk, utan kan även medföra oro, ansvarskänslor, konflikter och förändrade roller inom familjen. Syskon och partner kan uppleva en svår balans mellan att ge stöd och att samtidigt värna om sitt eget välbefinnande och relationens ömsesidighet.

Vidare uppmärksammas närståendes behov av information, delaktighet och professionellt stöd. Kunskap om sjukdomen och tydlig kommunikation med vården kan förbättra förutsättningarna för att hantera situationen och bidra till en mer hållbar stödjande roll. Samtidigt är det viktigt att behandlingen tar hänsyn till relationernas komplexitet och inte gör familjemedlemmar eller partner ensamt ansvariga för återhämtningen.

Sammanfattningsvis framträder syskon och partner som betydelsefulla men ibland förbisedda aktörer i samband med ätstörningar. Ett familje- och relationsorienterat perspektiv kan därför vara viktigt för att stärka såväl den drabbade personen som de närstående under behandlings- och återhämtningsprocessen.

Nyckelord: familj, ätstörningar, syskon, partner, återhämtning, behandling, relationer, äktenskap, anorexi, bulimi, stöd."
20,human_like,"Sammanfattning

Ätstörningar som anorexi och bulimi påverkar inte enbart den person som är sjuk, utan även familjen och andra närstående. Syftet med denna kandidatuppsats är att belysa hur syskon och partners upplever att leva nära en person med ätstörningsproblematik. Särskilt fokus riktas mot hur relationer, vardagsliv och det egna välbefinnandet påverkas samt vilket stöd närstående behöver under behandling och återhämtning.

Resultatet visar att syskon och partners ofta får en betydelsefull roll i den sjukes liv. De kan bidra med praktiskt och känslomässigt stöd, men ansvaret kan samtidigt väcka oro, frustration, skuld och maktlöshet. För partners kan ätstörningen påverka kommunikationen, närheten och balansen i parrelationen eller äktenskapet. Syskon kan uppleva att familjens uppmärksamhet främst riktas mot den som är sjuk, vilket i sin tur kan leda till känslor av utanförskap och ett behov av att åsidosätta egna behov. Samtidigt framkommer att närstående kan vara en viktig resurs i behandlingen och återhämtningsprocessen, förutsatt att deras perspektiv uppmärksammas.

Slutsatsen är att behandling av ätstörningar behöver utgå från ett helhetsperspektiv där även syskon och partners erbjuds information, vägledning och individuellt anpassat stöd. Genom att inkludera närstående kan belastningen minska, relationerna stärkas och förutsättningarna för en långsiktig återhämtning förbättras.

Nyckelord: familj, ätstörningar, syskon, partner, återhämtning, behandling, relationer, äktenskap, anorexi, bulimi, stöd."
21,baseline,"Sammanfattning

Denna studie behandlar Kalmar som platsvarumärke och analyserar stadens möjligheter att utvecklas som destination i en region där Öland och Glasriket har starka och väletablerade identiteter. Syftet är att belysa hur Kalmar kan stärka sin position och skapa en tydligare profil genom strategisk platsmarknadsföring och destinationsutveckling. Särskild uppmärksamhet riktas mot relationen mellan Kalmars egna värden och de närliggande destinationernas attraktionskraft.

Studien utgår från teorier om platsvarumärken, place branding och destinationsutveckling. Fokus ligger på hur lokala resurser, historiska miljöer, kultur, näringsliv och geografiskt läge kan användas för att skapa en sammanhållen och attraktiv bild av Kalmar. Samtidigt diskuteras betydelsen av samverkan mellan offentliga aktörer, näringsliv och invånare för att utveckla ett trovärdigt platsvarumärke.

Analysen visar att närheten till Öland och Glasriket både kan innebära konkurrens och skapa möjligheter. Genom att tydliggöra Kalmars unika identitet och samtidigt dra nytta av regionala samarbeten kan staden stärka sin attraktionskraft för besökare, invånare och företag. En långsiktig destinationsutveckling förutsätter därför en gemensam strategi där marknadsföringen överensstämmer med platsens faktiska egenskaper och de erfarenheter som destinationen erbjuder.

Nyckelord: platsmarknadsföring, platsvarumärke, place branding, destinationsutveckling, Kalmar."
19,detector_evasive,"Sammanfattning

Syftet med studien är att undersöka hur elever i årskurs nio ser på hälsa i ämnet Idrott och hälsa. Studien tar även upp hur eleverna beskriver den hälsoundervisning som de har mött under sin skoltid. Studien har en kvalitativ ansats och bygger på intervjuer med elever i årskurs nio. Materialet analyseras med stöd av Hälsokorset. Modellen visar att en person kan uppleva hälsa eller ohälsa oavsett om personen har en sjukdom eller en skada.

Resultatet visar att eleverna främst kopplar hälsa till fysisk aktivitet, kost och kroppens förmåga. De beskriver ofta hälsa som att träna regelbundet, äta bra och ha en kropp som fungerar. Eleverna tar också upp sömn, stress och psykiskt välmående. Dessa delar får dock mindre plats i deras beskrivningar. Hälsoundervisning förknippas främst med praktisk rörelse och med fakta om kost och träning. Eleverna efterfrågar mer undervisning om psykisk och social hälsa. De vill även arbeta mer med hur olika delar av hälsa hänger ihop i vardagen.

Studien visar att elevernas syn på hälsa är bred men att ämnet Idrott och hälsa ofta ger fysisk hälsa störst utrymme. Hälsokorset bidrar till att synliggöra att hälsa både handlar om kroppens tillstånd och om hur en person mår. Studien pekar på vikten av en hälsoundervisning som behandlar fysisk, psykisk och social hälsa som delar av en helhet.

Nyckelord: Hälsa; Idrott och hälsa; Hälsoundervisning; Hälsokorset"
21,human_like,"Sammanfattning

Denna studie undersöker hur Kalmar kan utvecklas och positioneras som destination i en region där välkända besöksmål som Öland och Glasriket har starka och etablerade platsvarumärken. Syftet är att belysa vilka möjligheter och utmaningar som präglar Kalmars platsmarknadsföring samt hur stadens identitet kan användas för att skapa ett tydligare och mer attraktivt erbjudande för besökare.

Studien behandlar platsvarumärket som något som formas av såväl marknadsföring som människors föreställningar, erfarenheter och relationer till platsen. Kalmars geografiska närhet till Öland och Glasriket kan innebära konkurrens om uppmärksamhet och besökare, men skapar samtidigt möjligheter till samverkan och gemensam destinationsutveckling. Stadens historiska miljöer, kustnära läge och roll som regionalt centrum utgör viktiga resurser i arbetet med att särskilja destinationen.

Analysen pekar på betydelsen av en sammanhållen och långsiktig strategi där kommun, näringsliv och andra lokala aktörer arbetar utifrån en gemensam bild av vad Kalmar är och vill vara. För att stärka platsvarumärket behöver stadens egna kvaliteter kommuniceras tydligt, samtidigt som närheten till omkringliggande destinationer används som en tillgång. Studien visar därmed att ett starkare platsvarumärke inte enbart skapas genom marknadsföring, utan genom samarbete, lokal förankring och en konsekvent utveckling av hela besöksupplevelsen.

Nyckelord: platsmarknadsföring, platsvarumärke, place branding, destinationsutveckling, Kalmar."
21,detector_evasive,"Sammanfattning

Denna studie behandlar Kalmar som resmål och platsvarumärke. Syftet är att undersöka hur Kalmar kan stärka sin position inom svensk turism. Staden ligger nära Öland och Glasriket. Båda områdena har tydliga profiler och är väl kända bland besökare. Kalmar riskerar därför att hamna i skuggan av de två närliggande resmålen.

Studien tar sin utgångspunkt i platsmarknadsföring, place branding och destinationsutveckling. Fokus ligger på hur Kalmar förmedlar stadens historia, kultur och läge vid kusten. Kalmar slott och stadens koppling till Östersjön är viktiga delar av platsvarumärket. Närheten till Öland och Glasriket kan samtidigt användas för att skapa samarbeten och locka fler besökare till regionen.

Ett starkt platsvarumärke kräver en tydlig bild av vad Kalmar står för. Det kräver också att kommunen, turistnäringen och lokala företag arbetar mot gemensamma mål. Kalmar behöver lyfta fram sina egna värden och samtidigt dra nytta av sitt geografiska läge. På så sätt kan platsmarknadsföring bidra till långsiktig destinationsutveckling och ge Kalmar en tydligare roll som självständigt resmål.

Nyckelord: Platsmarknadsföring; platsvarumärke; place branding; destinationsutveckling; Kalmar"
22,baseline,"Sammanfattning

Uppsatsen behandlar vårdnadshavares skadeståndsansvar för skador som orsakas av barn, med särskilt fokus på det principalansvarsliknande ansvar som följer av skadeståndslagen. Syftet är att undersöka ansvarsförutsättningarna, hur ansvaret förhåller sig till barnets eget skadeståndsansvar samt vilka rättsliga och principiella överväganden som ligger bakom regleringen.

Genom en rättsdogmatisk metod analyseras lagtext, förarbeten, rättspraxis och juridisk litteratur. Framställningen belyser skillnaden mellan vårdnadshavarens ansvar på grund av egen vårdslöshet, exempelvis bristande tillsyn, och det särskilda ansvar som kan aktualiseras när ett barn orsakar skada genom brott. Vidare behandlas frågor om ansvarets omfattning, möjligheterna till jämkning och fördelningen av skadeståndsansvaret mellan barnet och vårdnadshavaren.

Analysen visar att regleringen syftar till att stärka den skadelidandes möjlighet till ersättning och samtidigt markera vårdnadshavarens ansvar för barnet. Ansvaret avviker dock från skadeståndsrättens traditionella krav på eget vållande, vilket väcker frågor om proportionalitet, prevention och rättssäkerhet. Slutsatsen är att vårdnadshavarens principalansvar har en tydlig reparativ och normbildande funktion, men att dess praktiska verkan är begränsad och måste vägas mot principen att skadeståndsansvar i första hand bör grundas på den ansvariges eget handlande.

Nyckelord: rättsvetenskap, principalansvar, vårdnadshavare, föräldrar, barn, skadestånd, juridik."
23,human_like,"Sammanfattning

Den ökande användningen av strömmande video har skapat ett behov av effektiva komprimeringsmetoder som minskar mängden data utan att försämra användarens upplevelse. Syftet med denna uppsats är att undersöka sambandet mellan videokompression, datahastighet och användarnytta. Studien behandlar hur olika kodekar och komprimeringsnivåer påverkar videokvalitet, överföringsbehov och den kvalitet som användaren upplever.

Arbetet utgår från att tekniskt mätbar kvalitet inte alltid motsvarar användarens faktiska upplevelse. En högre datahastighet kan ge bättre bildkvalitet, men innebär samtidigt större krav på bandbredd, lagringsutrymme och teknisk kapacitet. En lägre datahastighet kan däremot göra videoinnehåll mer tillgängligt, särskilt vid långsamma eller instabila nätverksanslutningar, men riskerar att leda till synliga komprimeringsfel och förlorade detaljer.

Resultatet visar att användarnyttan påverkas av en kombination av kodekens effektivitet, den valda datahastigheten och videomaterialets egenskaper. Det finns därför ingen enskild komprimeringsnivå som är optimal i alla situationer. En lämplig balans behöver i stället anpassas efter innehåll, visningsenhet och användningsområde. Studien visar sammanfattningsvis att effektiv videokompression inte enbart handlar om att minska filstorleken, utan om att använda tillgängliga resurser på ett sätt som bevarar en tillräckligt god användarupplevelse.

Nyckelord: videokompression, användarnytta, datahastighet, kodekar."
23,baseline,"Sammanfattning

Den ökande användningen av strömmande video har skapat ett behov av effektiva metoder för att minska datamängden utan att försämra användarupplevelsen. Denna uppsats behandlar sambandet mellan videokompression, datahastighet och användarnytta samt undersöker hur olika kodekar påverkar videokvalitet och resursanvändning. Fokus ligger på avvägningen mellan teknisk effektivitet och användarens upplevda kvalitet.

Genom en jämförande analys av komprimeringstekniker diskuteras hur val av kodek och datahastighet kan påverka faktorer som bildskärpa, rörelseåtergivning, laddningstid och bandbreddsförbrukning. En hög kompressionsgrad kan minska kraven på lagring och nätverkskapacitet, men samtidigt orsaka synliga kvalitetsförluster. Nyare kodekar kan ge bättre bildkvalitet vid lägre datahastigheter, men kan även kräva mer beräkningskraft och sakna stöd i äldre enheter.

Analysen visar att användarnytta inte enbart avgörs av högsta möjliga bildkvalitet. Även stabil uppspelning, korta väntetider, enhetskompatibilitet och effektiv dataanvändning är betydelsefulla. En lämplig komprimeringslösning behöver därför anpassas efter videoinnehåll, nätverksförhållanden, användarnas utrustning och tjänstens tekniska krav. Slutsatsen är att balansen mellan datahastighet, kodekeffektivitet och upplevd kvalitet är central för att skapa en resurseffektiv videotjänst med hög användarnytta.

Nyckelord: videokompression, användarnytta, datahastighet, kodekar."
20,detector_evasive,"Sammanfattning

Ätstörningar påverkar både personen som är sjuk och dennes familj. Syftet med studien är att belysa hur det är att vara syskon eller partner till en person med ätstörningsproblematik. Fokus ligger på deras erfarenhet av relationer, stöd, behandling och återhämtning. Studien tar upp anorexi och bulimi samt hur dessa tillstånd påverkar familj, par och äktenskap.

Resultatet visar att syskon och partner ofta får ett stort ansvar i vardagen. Måltider, sociala aktiviteter och samtal förändras. Många anpassar sitt liv efter personen med ätstörningar. Det kan leda till oro, skuld och konflikter. Syskon upplever att deras egna behov får mindre plats inom familjen. En partner kan känna sig ensam i relationen och få svårt att skilja sjukdomen från personen.

Stöd från vården har stor betydelse. Syskon och partner behöver tydlig information om ätstörningar. De behöver också få vara delaktiga i behandling utan att ta över vårdens ansvar. Närstående kan ge stöd under återhämtning genom att skapa trygghet och hålla fast vid vardagliga rutiner. Samtidigt behöver de stöd för egen del.

Studien visar att ätstörningsproblematik påverkar relationer under lång tid. Vården bör därför se personen och dennes familj som delar av samma sammanhang. Stöd till syskon och partner kan stärka relationerna och bidra till återhämtning.

Nyckelord: Familj; ätstörningar; syskon; återhämtning; behandling; relationer; äktenskap; erfarenhet; par; anorexi; bulimi; stöd."
24,baseline,"Denna kandidatuppsats behandlar vidareutvecklingen av ett automatiskt verktyg för omskrivning av svenska texter till lätt svenska. Syftet är att undersöka hur texters läsbarhet kan förbättras genom språklig förenkling, med särskilt fokus på hantering och ersättning av svåra ord med mer lättbegripliga synonymer. Arbetet belyser även hur olika läsbarhetsmått kan användas för att bedöma om en omskriven text har blivit enklare att läsa. Vid utvecklingen behöver verktyget ta hänsyn till ordens betydelse och språkliga sammanhang, eftersom en synonym inte alltid fungerar i alla meningar. Uppsatsen diskuterar därmed både tekniska och språkliga utmaningar med automatisk textförenkling. Målet är att bidra till mer tillgängliga texter och till utvecklingen av digitala språkverktyg som kan underlätta läsningen för personer med varierande språkliga förutsättningar."
22,human_like,"Sammanfattning

Denna uppsats behandlar vårdnadshavares skadeståndsansvar för skador som barn orsakar genom brott. Särskilt fokus riktas mot det principalansvar som följer av 3 kap. 5 § skadeståndslagen. Ansvaret innebär att en vårdnadshavare under vissa förutsättningar kan bli ersättningsskyldig trots att denne inte själv har orsakat skadan eller varit vårdslös. Syftet med uppsatsen är att undersöka principalansvarets innebörd och omfattning samt att belysa vilka rättsliga och praktiska konsekvenser regleringen kan få för föräldrar och andra vårdnadshavare.

Undersökningen genomförs med en rättsdogmatisk metod. Gällande rätt fastställs och analyseras med utgångspunkt i lagtext, förarbeten, rättspraxis och juridisk litteratur. Regleringen sätts även i relation till barnets eget skadeståndsansvar och vårdnadshavarens ansvar på grund av egen oaktsamhet, exempelvis bristande tillsyn. Därigenom tydliggörs skillnaden mellan ett ansvar som grundas på vårdnadshavarens eget handlande och det särskilda principalansvar som följer direkt av vårdnaden om barnet.

Analysen visar att principalansvaret stärker den skadelidandes möjlighet att få ersättning, men att det samtidigt innebär ett långtgående ekonomiskt ansvar för vårdnadshavaren. Ansvaret är beloppsbegränsat och kan i vissa fall jämkas, men det aktualiserar ändå frågor om proportionalitet, förutsebarhet och rättvisa. Vårdnadshavarens faktiska möjlighet att påverka eller förhindra barnets agerande får inte alltid någon avgörande betydelse för ersättningsskyldigheten. Regleringen ger därför uttryck för en avvägning mellan den skadelidandes intresse av ersättning och vårdnadshavarens intresse av att inte bära ett oskäligt ansvar för någon annans handlingar.

Uppsatsens slutsats är att principalansvaret fyller en viktig skadeståndsrättslig funktion, men att dess preventiva verkan är svår att bedöma. Bestämmelsen bidrar till ett förbättrat skydd för den som drabbats av en skada, samtidigt som tillämpningen kräver noggranna bedömningar i det enskilda fallet. Särskilt reglerna om ansvarets begränsning och möjligheten till jämkning är betydelsefulla för att resultatet inte ska bli orimligt betungande för vårdnadshavaren.

Nyckelord: rättsvetenskap, principalansvar, föräldrar, vårdnadshavare, skadestånd, juridik."
23,detector_evasive,"Sammanfattning

Denna kandidatuppsats undersöker sambandet mellan Videokompression och Användarnytta. Studien fokuserar på hur Datahastighet och Kodekar påverkar bildkvalitet, laddningstid och mängden data som används vid videoströmning. Tre vanliga Kodekar jämförs: H.264/AVC från 2003, H.265/HEVC från 2013 och AV1 från 2018.

Undersökningen bygger på videoklipp som kodas med flera nivåer av Datahastighet. Klippen granskas utifrån skärpa, rörelser, bildfel och starttid. Användarnytta bedöms genom deltagarnas syn på kvalitet och väntetid. Tekniska mätvärden används som stöd för bedömningen.

Resultaten visar att högre Datahastighet ofta ger bättre bildkvalitet. Skillnaden blir mindre när Datahastighet når en viss nivå. H.265 och AV1 ger i flera fall liknande kvalitet som H.264 vid lägre Datahastighet. Det minskar datamängden och belastningen på nätverket. Samtidigt kräver dessa Kodekar mer arbete vid kodning och uppspelning. Äldre enheter har också sämre stöd för AV1 och H.265.

Studien visar att Videokompression behöver anpassas till innehåll, nätverk och enhet. Hög bildkvalitet ger inte ensam hög Användarnytta. Kort starttid, jämn uppspelning och rimlig Datahastighet har också stor betydelse. Valet av Kodekar bör därför bygga på en balans mellan teknisk kvalitet och användarens upplevelse.

Nyckelord: Videokompression; Användarnytta; Datahastighet; Kodekar."
24,human_like,"Sammanfattning

Tillgången till lättläst information är viktig för att fler människor ska kunna ta del av skriftligt material. Den här kandidatuppsatsen behandlar vidareutvecklingen av ett automatiskt omskrivningsverktyg för lätt svenska. Syftet är att undersöka hur verktygets omskrivningar kan göras mer lättlästa genom förbättrad synonymhantering och användning av läsbarhetsmått.

Arbetet fokuserar på hur svåra eller mindre vanliga ord kan identifieras och ersättas med enklare alternativ utan att textens ursprungliga betydelse går förlorad. En central del är att hantera synonymer utifrån det språkliga sammanhanget, eftersom ord med liknande betydelse inte alltid är utbytbara. Läsbarhetsmått används för att bedöma och jämföra texter före och efter omskrivning. Samtidigt diskuteras begränsningarna med sådana mått, eftersom en texts begriplighet även påverkas av exempelvis meningsbyggnad, sammanhang och målgrupp.

Resultatet visar att automatisk synonymersättning kan bidra till mer lättlästa texter, men att metoden kräver en medveten hantering av ordens betydelse och användningsområde. Enklare ordval leder inte nödvändigtvis till en tydligare text om ersättningen inte passar in i sammanhanget. Uppsatsen visar därför att läsbarhetsmått och synonymhantering bör kombineras med språkliga regler och kontextuell analys. Vidareutvecklingen utgör ett steg mot mer tillförlitliga verktyg för automatisk anpassning av svenska texter, men det finns fortsatt behov av förbättringar för att säkerställa att omskrivningarna blir både begripliga och språkligt naturliga.

Nyckelord: lättläst, läsbarhetsmått, synonymhantering, språk, automatisk omskrivning."
22,detector_evasive,"Sammanfattning

Uppsatsen behandlar principalansvaret för vårdnadshavare och föräldrars skadeståndsansvar för skada som barn vållar genom brott. Syftet är att utreda när vårdnadshavare blir skyldiga att betala skadestånd och hur ansvaret förhåller sig till barnets eget ansvar.

Studien utgår från en rättsvetenskaplig metod. Analysen bygger främst på skadeståndslagen, förarbeten, rättsfall och juridisk litteratur. Särskild vikt läggs vid 3 kap. 5 § skadeståndslagen. Regeln infördes 2010 genom proposition 2009/10:142. Den innebär att en vårdnadshavare har ett principalansvar för personskada och sakskada som ett barn orsakar genom brott. Ansvaret omfattar även skada genom kränkning. Vårdnadshavaren kan bli ansvarig även om han eller hon inte själv har varit vårdslös.

Föräldrars skadestånd är begränsat till en femtedel av prisbasbeloppet för varje skadehändelse. Beloppet kan jämkas enligt 3 kap. 6 § skadeståndslagen om ansvaret blir uppenbart oskäligt. Barnets eget skadeståndsansvar prövas enligt 2 kap. 4 §. Vid den bedömningen beaktas bland annat barnets ålder och utveckling.

Resultatet visar att principalansvaret för vårdnadshavare skiljer sig från arbetsgivares principalansvar enligt 3 kap. 1 §. Regeln ger den skadelidande ett starkare skydd men lämnar flera frågor om ansvar, jämkning och fördelning mellan barn och föräldrar.

Nyckelord: rättsvetenskap, principalansvar, föräldrar, skadestånd, juridik"
25,human_like,"Denna studie undersöker hur gymnasielärare beskriver och förhåller sig till förortssvenska och förortsslang. Syftet är att synliggöra vilka föreställningar och attityder som finns kring dessa språkliga praktiker samt hur lärarna resonerar om deras betydelse i undervisningen. Särskilt fokus riktas mot lärarnas sociolingvistiska medvetenhet och deras sätt att skilja mellan slang, ungdomsspråk och mer varaktiga språkliga drag.

Studien bygger på kvalitativa intervjuer med gymnasielärare. I deras beskrivningar framträder en ambivalent bild. Förortssvenska och förortsslang förknippas både med gemenskap, identitet och språklig kreativitet och med begränsningar i formella sammanhang. Lärarna ger uttryck för en förståelse av att elever anpassar sitt språk efter situation och mottagare, men deras resonemang präglas samtidigt av föreställningar om vad som räknas som ett korrekt, utvecklat och skolmässigt språk. Gränsen mellan språklig variation och bristande språkfärdighet framstår därför inte alltid som tydlig.

Resultatet visar att lärarnas attityder har betydelse för hur elevers språkbruk bemöts och bedöms i skolan. Studien pekar därmed på behovet av en fördjupad sociolingvistisk medvetenhet inom lärarkåren. En sådan medvetenhet kan bidra till att språklig variation behandlas som en resurs, samtidigt som eleverna ges möjlighet att utveckla de språkliga register som krävs i olika utbildningsmässiga och samhälleliga sammanhang."
24,detector_evasive,"Sammanfattning

Denna kandidatuppsats beskriver en påbyggnad av ett automatiskt omskrivningsverktyg till lätt svenska. Syftet är att göra svenska texter enklare att läsa och förstå. Arbetet fokuserar på Läsbarhetsmått och Synonymhantering.

Verktyget granskar ord och meningar i en text. Det hittar långa ord, svåra ord och långa meningar. Därefter föreslår det enklare synonymer och delar upp vissa meningar. Läsbarhetsmått som LIX används för att jämföra texten före och efter omskrivningen.

Resultatet är en prototyp som kan skriva om delar av en svensk text. Testerna visar att kortare meningar och vanliga ord ofta ger ett lägre LIX-värde. Synonymhantering kräver samtidigt information om ordens betydelse och sammanhang. En synonym passar inte alltid i varje mening. Därför behöver användaren kunna granska och ändra verktygets förslag.

Arbetet visar att automatiska metoder kan ge stöd vid arbete med Lättläst. Verktyget ersätter inte en mänsklig skribent, men det kan göra omskrivningen snabbare och mer enhetlig.

Nyckelord: Lättläst; Läsbarhetsmått; Synonymhantering; Språk"
