Title,Abstract,Generated_OpenAI_Abstract,WAIT -- keywords??,,,,,,,,,
1800-talets London i spelet Crysis Reflektioner kring verket ”London Crysis”,"Rapporten är en reflekterande rapport över mitt och Petri Tuoris gemensamma verkLondon Crysis som vi gjorde som examensarbete på Högskolan i Skövde. Verket är gjorti spelet Crysis och är en fiktion av London på 1800-talet inspirerat av filmer som From Hell och Sweeney Todd: The Demon Barber of Fleet Street. Rapporten börjar med eninledning som förklarar var idén till verket kom ifrån, problemställning, syfte ochavgränsning. Rapporten fortsätter sedan med en beskrivning av verket, en mer detaljeradbeskrivning av idén, leveldesign, stämningen, exempelmodeller, hemsidan och trailern. Rapporten tar också upp enkätundersökningen som försökte ge ett svar på hur andrauppfattar stämningen i spelet och tankar kring det. Sista delen av rapporten är enslutdiskussion kring resultatet av enkätundersökningen och verket.","Rapporten är en reflekterande redogörelse för mitt och Petri Tuoris gemensamma examensarbete London Crysis, genomfört vid Högskolan i Skövde. Projektet är skapat i spelet Crysis och gestaltar en fiktiv version av 1800-talets London, med inspiration från filmer som From Hell och Sweeney Todd: The Demon Barber of Fleet Street. Inledningsvis presenteras bakgrunden till idén samt rapportens problemformulering, syfte och avgränsningar. Därefter följer en genomgång av produktionen: en översikt av verket, en fördjupning av konceptet, leveldesign och stämningsarbete, exempel på modeller samt material som hemsida och trailer. Rapporten behandlar även en enkätstudie som syftade till att undersöka hur andra uppfattar spelets atmosfär och vilka reflektioner detta väcker. Avslutningsvis förs en slutdiskussion kring enkätresultaten och en sammanfattande värdering av det färdiga verket.",,,,,,,,,,
3D-animerat teckenspråk i spelmiljö: Perspektiv kontra förståelse,"Detta arbete undersöker hur virtuellt teckenspråk uppfattas av svenska teckenspråksanvändare i en datorspelsmiljö. I en studie testades olika hanteringar av tredjepersonsperspektiv. Bakgrunden behandlar nutida användningsområden för virtuellt teckenspråk, avatarer, inkludering, animation, spelperspektiv och svenskt teckenspråk. Frågeställningen som undersökningen sökt besvara är vilket perspektiv svenska teckenspråksanvändare föredrar vid hanteringen av teckenspråk i spel. Artefakten består av tre 3D-animerade spelsimulationer i videoform, där testpersonen fick rangordna dem efter tydlighet i teckenspråket och vilket perspektiv de helst hade sett i ett teckenspråksspel. Urvalsgruppen bestod av svenska teckenspråksanvändare, varav 51 testpersoner svarade på enkäten. 27 respondenter svarade att de hade funktionsvariation, 16 personer hade närstående med funktionsvariation, och övriga var intresseanvändare. Framtida studier inom ämnet kan vidareutvecklas för att förbättra inkluderande speldesign, och ge ytterligare tillgänglighet för teckenspråksanvändare.","Detta arbete undersöker hur svenska teckenspråksanvändare upplever virtuellt teckenspråk i en datorspelskontext. I en användarstudie prövades olika sätt att presentera teckenspråk i tredjepersonsperspektiv. Bakgrunden tar upp aktuella användningsområden för virtuellt teckenspråk och avatarer samt frågor om inkludering, animation, spelkameror och svenskt teckenspråk. Studien utgår från frågan vilket perspektiv teckenspråksanvändare föredrar när teckenspråk integreras i spel. Artefakten bestod av tre videobaserade spelsimulationer med 3D-animerade sekvenser, som deltagarna fick rangordna utifrån hur tydligt teckenspråket upplevdes och vilket perspektiv de helst skulle vilja se i ett teckenspråksspel. Urvalet bestod av 51 svenska teckenspråksanvändare som besvarade en enkät. Av dessa uppgav 27 att de hade en funktionsvariation, 16 hade en närstående med funktionsvariation och resterande var intresseanvändare. Resultaten kan ligga till grund för vidare arbete med mer inkluderande speldesign och ökad tillgänglighet för teckenspråksanvändare.",,,,,,,,,,
3D och kommunal fysisk planering En undersökning om motiven till användandet av 3D i den kommunala fysiska planeringen,"På senare år har tekniker för 3D-visualisering fått ett allt mer utbrett användande inom kommunal fysisk planering. Detta, plus att jag själv använder tekniken i mitt dagliga arbete som planarkitekt, väckte frågor kring skälet till införandet av tekniken, vilka beslut och förväntningar som legat till grund för införandet och vilket forskningsstöd tekniken har, vad gäller visualisering, tydlighet och kommunicerbarhet i planarbetet. Detta examensarbete i Fysisk planering vid BTH, vill belysa dessa frågor. Arbetet består av litteratursökning efter adekvat forskning i ämnet, en enkät ställd till ett litet urval av anställda och politiker i fyra kommuner som är medlemmar i ett 3D nätverk, en dokumentsökning på samma kommuners hemsidor samt en kompletterande enkätundersökning bland planarkitekter i fem andra kommuner som inte är medlemmar i ovan nämnda nätverk. Forskningsstöd för effektiviteten i eller för- och nackdelar med att använda 3D-modeller för ökad förståelse och kommunikation mellan tjänstemän och politiker samt med allmänheten, i samband med kommunal fysisk planering, saknas. Genom sammanställningar av forskning inom fälten miljöpsykologi och åskådlig planredovisning samt svensk arkitekturforskning kan man ändå få ledtrådar till möjligheter och svårigheter med användningen av 3D visualisering och dess roll som kommunikationsmedel. Rätt använd skulle tekniken kunna stärka möjligheten till åskådliggörande, men det finns också risker, kopplade till användande av tekniken. Det främsta skälet till att kommuner inför 3D-teknik inom fysisk planering, uppges av såväl Planarkitekter, kommuntjänstemän med ansvar för 3D tekniken, samt bland politiker vara önskan om att öka förståelsen hos medborgarna, av förslag till förändring av den fysiska miljön. Något som också oftast motsvaras i kommunernas dokument, där sådana finns. Alla kommuner har inte dokumenterade officiella inriktnings- och policydokument i frågan. Forskningen pekar dock på risker vid användning av visualisering i tidiga skeden av processen. I den avslutande diskussionen berörs arbetets frågeställningar, potentiella problem och möjligheter med användandet av tekniken samt förslag till områden för vidare studier. I slutsatserna konstateras att det finns en diskrepans mellan den övervägande positiva synen på användningen i kommunerna och det som forskningen visar.","Under de senaste åren har 3D-visualisering blivit ett allt vanligare verktyg i den kommunala fysiska planeringen. I och med att jag själv arbetar med tekniken i min roll som planarkitekt väcktes frågor om varför 3D införs, vilka beslut och förväntningar som styrt satsningarna samt vilket vetenskapligt stöd som finns för att tekniken faktiskt förbättrar visualisering, tydlighet och kommunikation i planprocessen. Detta examensarbete i Fysisk planering vid BTH syftar till att undersöka dessa aspekter. Studien bygger på en genomgång av relevant forskning, en enkät till ett mindre urval tjänstepersoner och politiker i fyra kommuner som ingår i ett 3D-nätverk, en dokumentgranskning av samma kommuners webbmaterial samt en kompletterande enkät riktad till planarkitekter i ytterligare fem kommuner som inte deltar i nätverket. Sammantaget saknas tydligt forskningsstöd för hur effektivt 3D-modeller är, eller vilka specifika för- och nackdelar som följer, när målet är ökad förståelse och bättre kommunikation mellan tjänstepersoner, politiker och allmänhet i kommunal planering. Genom att relatera till forskning inom miljöpsykologi, metoder för åskådlig planredovisning och svensk arkitekturforskning går det ändå att identifiera möjliga nyttor och begränsningar med 3D som kommunikationsmedel. Tekniken kan, om den används på ett genomtänkt sätt, förbättra åskådliggörandet, men den medför också risker kopplade till hur visualiseringar tolkas och används. Det mest framträdande motivet som anges av planarkitekter, ansvariga tjänstepersoner och politiker är ambitionen att öka medborgarnas förståelse för förslag som förändrar den byggda miljön, vilket i många fall också speglas i kommunala dokument där sådana finns. Samtidigt saknar flera kommuner formellt beslutade riktlinjer och policys för 3D-arbetet. Forskningen indikerar dessutom särskilda risker med visualiseringar i planprocessens tidiga skeden. I den avslutande diskussionen behandlas studiens frågor, möjliga problem och potentialer med tekniken samt förslag på fortsatt forskning. Slutsatsen är att en tydlig diskrepans finns mellan kommunernas övervägande positiva bild av 3D-användning och den mer försiktiga bild som kan utläsas ur forskningsläget.",,,,,,,,,,
3D på webben: nästa steg för E-handeln? Stereoskopisk 3D som produktpresentation,"Inom den kraftigt växande E-handeln råder stark konkurrens. Metoder att öka marknadsandelar och sälja mer produkter är viktigare än någonsin. I denna studie utvärderas metoden att presentera produkter med hjälp av stereoskopisk 3D. En fördel som kan konstateras är att kunderna får en mer verklighetsnära uppfattning av produkten än med traditionella bilder av tvådimensionell typ. Den tydligaste förbättringen är kopplad till upplevelsen av djup. Den verkar ge användaren en bättre bedömning av en produkts rymlighet. Då stereoskopisk 3D inom E-handeln är helt oexploaterad är det också intressant att fördjupa sig i eventuella orsaker till detta. En sådan är säkerligen att tekniken är ung, och därmed inte färdigutvecklad. I denna studie kan bland annat konstateras att användare upplever 2D-bilder som skarpare än 3D-bilder. Även andra egenskaper som bedömts med hjälp av bilder har rankats som sämre av de som sett bilderna i 3D jämfört med de som sett de i 2D. Dock har sådana egenskaper som kan kopplas till djupupplevelse en stark positiv korrelation med just 3D-bilder. Det finns också indikationer på att upplevelsen av 3D påverkas av hur testen designas. I denna studies Tänka-högt-test var respondenterna mer positiva till användningen av 3D-bilder än vad som kunde konstateras i en omfattande enkät i samband med en uppföljande test.","I den snabbt expanderande E-handeln är konkurrensen hård, vilket gör nya sätt att öka försäljning och marknadsandelar allt mer betydelsefulla. Denna studie undersöker hur produkter kan presenteras med stereoskopisk 3D och vilka effekter det får jämfört med traditionella 2D-bilder. En tydlig fördel är att konsumenter upplever produkten som mer verklighetstrogen, framför allt genom en förstärkt djupkänsla. Detta verkar särskilt hjälpa användare att bedöma storlek, form och hur ”rymlig” en produkt är. Samtidigt är stereoskopisk 3D i E-handel fortfarande i stort sett oprövat, vilket väcker frågor om varför tekniken inte fått genomslag. En rimlig förklaring är att tekniken är relativt ny och ännu inte helt mogen. I studien framkommer exempelvis att deltagare ofta upplever 2D-bilder som skarpare än 3D-bilder, och flera andra bildbaserade egenskaper får lägre omdömen vid 3D-visning än vid 2D. Däremot visar attribut som hänger samman med djupupplevelse en tydligt positiv koppling till 3D. Resultaten antyder även att hur testerna utformas påverkar hur 3D uppfattas: i ett Tänka-högt-test uttryckte deltagarna större uppskattning för 3D än vad som framkom i en mer omfattande enkät i ett efterföljande test.",,,,,,,,,,
Abakavir och lamivudin i kombination med efavirenz eller atazanavir vid behandling av HIV.: En jämförande litteraturstudie om effekt och säkerhet,"Under början av 1980-talet uppmärksammades ovanliga tumörer och infektioner hos unga män som vanligtvis drabbar personer med nedsatt immunförsvar. Forskargrupper i Frankrike och USA upptäckte 1983 och 1984 ett nytt virus som fick namnet humant immunbrist virus (HIV). En infektion av HIV fortlöper under många år asymtomatiskt och det är först när immunförsvaret är försvagat som symtom börjar märkas. Första läkemedlet som godkändes för att behandla HIV presenterades 1987 och dödligheten i följdsjukdomen Acquired Immunodeficiency Syndrome (AIDS) minskade drastiskt. Under 1996 infördes en ny behandling i form av kombinationer av tre eller fler läkemedel, som kom att kallas antiretroviral terapi (ART).","I början av 1980-talet rapporterades ovanliga infektioner och cancerformer hos unga män, tillstånd som annars främst ses hos personer med kraftigt nedsatt immunförsvar. År 1983–1984 identifierade forskargrupper i Frankrike och USA ett tidigare okänt virus som senare benämndes humant immunbristvirus (HIV). HIV-infektion kan förlöpa utan tydliga symtom under lång tid, och kliniska tecken uppträder ofta först när immunförsvaret successivt har försvagats. Det första godkända läkemedlet mot HIV introducerades 1987, vilket bidrog till att dödligheten i den relaterade sjukdomsbilden Acquired Immunodeficiency Syndrome (AIDS) sjönk markant. År 1996 etablerades därefter en ny behandlingsprincip med kombinationer av tre eller fler preparat, som kom att kallas antiretroviral terapi (ART).",,,,,,,,,,
Allergenspecifik immunterapi: sublingual respektive subkutan administrering vid husdammskvalsterallergi,"Prevalensen av allergisjukdomar har ökat kraftigt sedan mitten av 1900-talet. Allergenspecifik immunterapi är en immunmodulerande behandling som kan vara aktuell hos vissa individer med medelsvår till svår IgE-medierad allergi. Behandlingen kan administreras sublingualt eller subkutant. Syftet med detta litteraturarbete var att undersöka om sublingual immunterapi (SLIT) och subkutan immunterapi (SCIT) med husdammskvalsterallergen skiljer med avseende på förändring av symtom- och medicineringspoäng, specifika IgE- och IgG4-antikroppar, IL-10 och IFN-?. Artiklar har sökts i databasen PubMed. Fem artiklar som undersökte effekten av både SLIT och SCIT valdes ut för att besvara syftet. SCIT gav en signifikant större minskning av symtompoängen för astma i studie 1 och 2, men ej i studie 3. Även medicineringspoängen för astma minskade signifikant mer med SCIT än SLIT i studie 2, men ej i studie 1. Studie 4 visade att SCIT minskade symtompoängen signifikant mer än SLIT. Ingen statistiskt signifikant skillnad sågs mellan SLIT och SCIT vad gäller minskning av symtompoäng för rinit i studie 1-3, medicineringspoäng för rinit i studie 1 och 2 eller totala medicineringspoängen i studie 3. SCIT ökade halten specifika IgG4-antikroppar signifikant mer än SLIT i studie 1, 2 och 5. Ingen statistiskt signifikant skillnad sågs mellan SLIT och SCIT vad gäller förändring av specifika IgE-antikroppar, IL-10 och IFN-?. Resultaten från studierna tyder på att SLIT och SCIT är lika effektiva vid minskning av symtom- och medicineringspoäng för rinit efter 1-2 års behandling. SCIT kan däremot tänkas vara effektivare efter 3 års behandling. Vad gäller minskning av symtom- och medicineringspoäng för astma verkar SCIT vara effektivare än SLIT. SCIT ökar halten specifika IgG4-antikroppar mer än SLIT. Ingen skillnad mellan SLIT och SCIT verkar finnas vad gäller förändring av halten specifika IgE-antikroppar, IL-10 och IFN-?. Fler randomiserade kontrollerade studier som gör en direkt jämförelse mellan SLIT och SCIT skulle vara önskvärt för att fastställa om långtidseffekterna mellan SLIT och SCIT med husdammskvalsterallergen skiljer eller ej.","Förekomsten av allergiska sjukdomar har ökat markant sedan mitten av 1900?talet. Allergenspecifik immunterapi är en immunmodulerande behandlingsstrategi som kan vara aktuell vid medelsvår till svår IgE?medierad allergi och kan ges antingen sublingualt (SLIT) eller subkutant (SCIT). Syftet med detta litteraturarbete var att utvärdera om SLIT och SCIT med husdammskvalsterallergen skiljer sig åt avseende förändringar i symtom- och läkemedelspoäng samt nivåer av specifikt IgE och IgG4, och cytokinerna IL?10 och IFN??. Litteratursökning genomfördes i PubMed. Fem studier som jämförde både SLIT och SCIT inkluderades. I två studier gav SCIT en signifikant större minskning av astmasymtompoäng än SLIT, medan en tredje studie inte visade någon sådan skillnad. Astmans läkemedelspoäng minskade i en studie mer med SCIT än med SLIT, men inte i en annan. I ytterligare en studie sågs en signifikant större symtomminskning med SCIT jämfört med SLIT. För rinit påvisades inga statistiskt signifikanta skillnader mellan SLIT och SCIT vad gäller symtompoäng (i tre studier), rinitrelaterad läkemedelspoäng (i två studier) eller total läkemedelspoäng (i en studie). SCIT ökade däremot nivåerna av specifika IgG4?antikroppar signifikant mer än SLIT i tre av studierna. Ingen signifikant skillnad mellan behandlingsformerna sågs för förändringar i specifikt IgE, IL?10 eller IFN??. Sammantaget indikerar resultaten att SLIT och SCIT har jämförbar effekt på rinit avseende symtom och medicinering efter 1–2 års behandling, medan SCIT möjligen har bättre effekt efter 3 år. Vid astma förefaller SCIT vara mer effektivt än SLIT för att minska symtom och i vissa fall även medicineringsbehov. SCIT tycks också ge en tydligare ökning av specifikt IgG4. För att klarlägga eventuella skillnader i långtidseffekt mellan SLIT och SCIT med husdammskvalsterallergen behövs fler randomiserade kontrollerade studier med direkt jämförelse.",,,,,,,,,,
"Akutpreventivmedel: Hur skiljer sig effektivitet och säkerhet för de tre godkända metoderna levonorgestrel, ulipristal och kopparspiral?","I Sverige är abort en laglig rättighet och det finns flera godkända metoder för regelbunden antikonception. Ändå finns ett behov av akutmetoder för att förhindra oönskad graviditet.  Det finns tre godkända akutpreventivmedelsmetoder; levonorgestrel, ulipristal och kopparspiral. Detta arbetes syfte var att undersöka effektivitet och säkerhet för dessa tre godkända metoder. En litteratursökning gjordes i databasen PubMed,  7 artiklar valdes ut för analys. Artikel 1och 2 undersökte levonorgestrels effektivitet och säkerhet och kunde redovisa graviditetsfrekvenser på 0, 57%  och 0,67 % , samt en graviditetsförebyggande effektivitet på 68 %. Artikel 3 jämförde ulipristal och levonorgestrel och redovisade graviditetsfrekvenser på 1,8 % för ulipristal och 2,6 % för levonorgestrel. Även ”non-inferiority” konstaterades med OR på 0,68. Artikel 4 undersökte levonorgestrels effektivitet och redovisade graviditetsfrekvenser på 2,0 % (12 h- gruppen) och 1,9 % (24 h- gruppen), dessutom redovisades en graviditetsförebyggande effektivitet på 72 % (12 h- gruppen) och 75 % (24 h- gruppen). Artikel 5 jämförde ulipristal och levonorgestrel och fann att ulipristalbehandling  är ”non-inferiority” till levonorgestrelbehandling. Artikel 6 undersökte ulipristals effektivitet och redovisade en graviditetsfrekvens på 2, 1 % och en graviditetsförebyggande effektivitet på  62, 3%. Artikel 7 undersökte kopparspiralens effektivitet och kunde redovisa 100 % graviditetsförebyggande effektivitet. Akutpreventivmedel fungerar inte alltid, men förhindrar oönskade graviditeter. Slutsatsen är att resultaten ger stöd för gällande behandlingsrekommendationer.","I Sverige är abort lagligt och flera metoder för regelbunden preventivmedelsanvändning är etablerade, men det finns fortfarande ett tydligt behov av akutpreventiva alternativ för att minska risken för oplanerad graviditet. Tre metoder är godkända som akutpreventivmedel: levonorgestrel, ulipristalacetat och kopparspiral. Syftet med detta arbete var att sammanställa och bedöma dessa metoders effektivitet och säkerhet. En litteratursökning genomfördes i PubMed och sju vetenskapliga artiklar inkluderades för analys. I artikel 1 och 2 utvärderades levonorgestrel, där rapporterade graviditetsfrekvenser var 0,57 % respektive 0,67 %, samt en graviditetsförebyggande effekt på 68 %. Artikel 3 jämförde ulipristal med levonorgestrel och visade graviditetsfrekvenser på 1,8 % för ulipristal och 2,6 % för levonorgestrel, samt att non-inferiority förelåg med en OR på 0,68. I artikel 4 studerades levonorgestrel med olika tidsintervall och graviditetsfrekvensen var 2,0 % i 12-timmarsgruppen och 1,9 % i 24-timmarsgruppen; den graviditetsförebyggande effekten uppgick till 72 % respektive 75 %. Artikel 5 fann vid jämförelse att ulipristal var non-inferior i förhållande till levonorgestrel. Artikel 6 analyserade ulipristal och rapporterade en graviditetsfrekvens på 2,1 % samt en graviditetsförebyggande effekt på 62,3 %. Artikel 7 utvärderade kopparspiral och redovisade 100 % graviditetsförebyggande effekt. Sammantaget är akutpreventivmedel inte helt felfria, men de minskar risken för oönskad graviditet. Slutsatsen är att resultaten överlag stödjer nuvarande behandlingsrekommendationer.",,,,,,,,,,
"Alternativa fröer i bröd: En teknisk och sensorisk utvärdering av amarant, bovete, chia, hirs samt quinoa i bröd och bakning","Influenser från hela världen påverkar livsmedelsindustrin och användandet av fröer har ökat kraftigt de senaste åren. Idag används endast ett begränsat antal fröer inom bageriindustrin men ett intresse finns av att finna alternativa fröer som kan bidra med sina egenskaper till bröd. Syftet med det här examensarbetet är att undersöka amarant, bovete, chia, hirs och quinoa, för att se vad de kan bidra med för näringsmässiga och sensoriska egenskaper till bröd. Examensarbetet utförs vid Pågen AB. Genom en mindre litteraturstudie och ett antal bakningsförsök med efterföljande analyser av volym, inkråm, textur och vattenhalt, kartläggs fröernas närings- och bakningsegenskaper. Sensoriska analyser görs även för att undersöka dessa egenskaper hos varje frö. Av de studerade fröerna valdes chia, bovete och quinoa ut för vidare bakningsförsök. Chia och bovete valdes ut bland annat på grund av de goda resultaten från de sensoriska analyserna och försöken visade att båda fröerna fungerar bra i olika bröd, i olika mängder. Quinoas bittra smak och lukt var svår att få bort men minskade när fröet användes som dekor. Även chia och krossat bovete passade bra som dekor på bröd.Försöken visar på att det finns spännande alternativa fröer som kan bidra med mycket både när det gäller näring och smak till bröd. Vidare försök med olika brödrecept och varierade frömängder krävs för att se hur väl fröerna skulle fungera i storskaliga projekt inom bageriindustrin.","Globala mattrender påverkar bageribranschen och intresset för fröer i bröd har ökat markant under senare år. Trots detta används fortfarande ett relativt litet urval fröer inom industribageri, och det finns därför ett behov av att identifiera nya alternativ som kan tillföra både funktionella och smakmässiga kvaliteter. Målet med detta examensarbete är att utvärdera amarant, bovete, chia, hirs och quinoa med avseende på vilka näringsmässiga och sensoriska egenskaper de kan bidra med i brödprodukter. Arbetet genomförs i samarbete med Pågen AB. Med hjälp av en avgränsad litteraturgenomgång samt praktiska bakningsförsök, följt av analyser av brödvolym, inkråmsstruktur, textur och vattenhalt, undersöks fröernas beteende i deg och färdigt bröd. Sensoriska bedömningar används också för att kartlägga smak, doft och helhetsintryck för respektive frö. Utifrån resultaten valdes chia, bovete och quinoa ut för fördjupade försök. Chia och bovete prioriterades bland annat tack vare positiva sensoriska omdömen och visade sig fungera väl i flera brödtyper och doseringar. Quinoa uppvisade en tydlig bitterhet och avvikande arom som var svår att eliminera, men som dämpades när fröet användes som topping. Även chia och krossat bovete bedömdes lämpade som dekor. Sammantaget indikerar studien att flera alternativa fröer kan ge betydande tillskott av näring och smak i bröd, men ytterligare tester med fler recept och varierande frömängder behövs för att bedöma potentialen i storskalig bageriproduktion.",,,,,,,,,,
Art- och genusbestämning av bakterier direkt från blododlingar med MALDI-TOF MS,"Sepsis är ett allvarligt tillstånd som uppstår när bakterier går från vävnad till blodbanan. Positiva blododlingar odlas på agarplattor och bakterier analyseras med Matrix Assisted Laser Desorption Ionisation Time-of-flight Mass spectrometry (MALDI-TOF MS) där prov blandas med en matrix och sedan bestrålas med laser. Proteinerna i provet joniseras och rör sig mot en detektor, vilket ger ett m/z-spektrum som jämförs med referensspektrum i en databas och ett score-värde erhålls över hur väl analyten liknar referensen. Arbetets syfte var att undersöka möjligheten att direktidentifiera bakterier från blod med en viss preparation innan analys med MALDI-TOF MS och på så vis möjliggöra snabbare preliminära svar samt undersöka möjligheten att särskilja Staphylocoocus aureus och koagulasnegativa stafylokocker. Innan analys med MALDI-TOF MS centrifugerades blod från positiva blododlingar blod i flera steg med 5 % natriumkloridlösning (NaCl-metoden). Dessutom testades ett kommersiellt kit (Sepsityper, Bruker Daltonics). Med NaCl-metoden sågs korrekt identifiering hos 66 % av inokulerade proverna. Av blododlingar innehållande med S. aureus respektive koagulasnegativa stafylokocker identifierades 60 % respektive 43 % av bakterierna korrekt. Med Sepsiptyper erhöll 58 % av proverna godkänt score-värde. Slutsatsen blev att det är möjligt att identifiera bakterier direkt från blod efter viss preparation, men metoden bör utvecklas mer då det fanns en signifikant skillnad i score mellan NaCl-metoden och nuvarande metod. Det är dock möjligt att skilja mellan Staphylococcus aureus och koagulasnegativa stafylokocker. Fler studier är nödvändiga för att avgöra möjligheten att föra in någon av metoderna i rutindiagnostiken.","Sepsis är ett livshotande tillstånd där bakterier sprids från infekterad vävnad till blodbanan. Vid positiv blododling odlas material vanligen på agar och bakterien identifieras därefter med Matrix Assisted Laser Desorption Ionisation Time-of-flight Mass spectrometry (MALDI?TOF MS). I metoden blandas provet med en matrix och bestrålas med laser, varpå proteiner joniseras och accelereras mot en detektor. Resultatet blir ett m/z-spektrum som matchas mot en databas med referensspektra och ger ett score som anger hur väl provet överensstämmer med en art. Syftet med studien var att utvärdera om bakterier kan artbestämmas direkt från blod efter en specifik provberedning inför MALDI?TOF MS för att snabbare kunna lämna preliminära svar, samt att undersöka möjligheten att särskilja Staphylococcus aureus från koagulasnegativa stafylokocker. Inför analys preparerades positiva blododlingar med en flerstegscentrifugering i 5 % natriumkloridlösning (NaCl?metoden). Parallellt prövades även ett kommersiellt prepareringskit (Sepsityper, Bruker Daltonics). Med NaCl?metoden uppnåddes korrekt identifiering i 66 % av de inokulerade proverna. För blododlingar med S. aureus respektive koagulasnegativa stafylokocker identifierades 60 % respektive 43 % korrekt. Med Sepsityper erhöll 58 % av proverna ett godkänt score. Sammantaget visar resultaten att direktidentifiering från blod efter provberedning är genomförbar, men att metoden behöver vidare optimeras eftersom score-värdena skilde sig signifikant jämfört med etablerat arbetssätt. Studien indikerar också att S. aureus kan särskiljas från koagulasnegativa stafylokocker. Ytterligare studier krävs för att bedöma om någon av metoderna kan införas i rutindiagnostik.",,,,,,,,,,
3-5 åringar möter matematik: En studie kring The English School i Älmhults arbete med taluppfattning,"Under förskoleåren behöver barn utveckla en förståelse för tal, lika väl som de måste erövra det talade språket. Barns möjligheter att lära matematik påverkas av hur deras första möte med matematiken ser ut. Uppsatsen är en fallstudie vars syfte är att beskriva hur The English School i Älmhult, arbetar med taluppfattning. För att kunna ge en så fyllig bild som möjligt har vi genomfört observationer och intervjuat de två lärarna som arbetar med denna åldersgrupp samt intervjuat skolans rektor. Vi har även tittat närmare på de styrdokument som, förutom Lpfö 98, ligger till grund för verksamheten. Vi har mött en verksamhet där matematiken lyfts fram och fokuseras på redan i tidig ålder. Lärarna presenterar och introducerar matematik för barn på ett mycket medvetet och strukturerat sätt.","Under förskoleåldern behöver barn bygga upp en förståelse för antal och tal, samtidigt som de utvecklar sitt muntliga språk. Förutsättningarna för senare matematiklärande formas i hög grad av hur barnens första möten med matematik ser ut. Denna uppsats är en fallstudie som syftar till att beskriva hur The English School i Älmhult arbetar med barns taluppfattning. För att skapa en så heltäckande bild som möjligt har vi genomfört observationer samt intervjuat de två lärare som arbetar med åldersgruppen och även skolans rektor. Därutöver har vi granskat de styrdokument som, vid sidan av Lpfö 98, utgör grund för verksamheten. Vi har mött en miljö där matematik ges en tydlig plats redan i tidiga år. Lärarna lyfter fram, presenterar och introducerar matematiska begrepp på ett genomtänkt, medvetet och systematiskt sätt.",,,,,,,,,,
Artificiell intelligens - ANN och evolution i shooterspel,"Detta arbete undersöker hur två olika nätverksarkitekturer för artificiella neurala nätverk fungerar i en testmiljö av shooter-karaktär. De två arkitekturer som undersöks är ett feedforward-nätverk samt ett elman-nätverk som tränas med hjälp av evolutionära algoritmer. Skillnaden på de två valda nätverksarkitekturerna är att det sistnämnda har ett korttidsminne.Resultaten visar att det i den testmiljö som använts inte är någon skillnad på de två nätverksarkitekturerna, utan de uppnår i princip samma resultat. Dock så har de beteenden som nätverken uppnått visat på att det är möjligt att använda agenter som är skapade av artificiella neurala nätverk i ett shooter-spel och att de kan generera bra resultat. Något som inte fokuserats på i detta arbete men som skulle vara intressant att kolla vidare på, är till exempel förändring av storleken på nätverken eller att undersöka om ett långtidsminne på det rekurrenta nätverket hade förändrat resultatet.",,,,,,,,,,,
,,,,,,,,,,,,
" eller om ett rekurrent nätverk med mer långsiktig minnesförmåga skulle kunna ge andra resultat.""",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Procedurella Texturer: Skapande av en procedurell textur utifrån en referensbild med hjälp av en genetisk algoritm,"Då dataspel blir mer grafiskt tilltalande för var år som går innebär detta också att mer utrymme behövs för att få plats med alla bildtexturer. Detta leder till att spel som annars skulle kunnat läggas ut på exempelvis XBOX Live Marketplace är för stora för att få plats där. Genom att byta ut vanliga bildtexturer mot procedurella texturer skulle detta problem kunna undvikas då de senare tar mindre plats än de förstnämnda. Denna uppsats tar upp och redovisar en metod för att återskapa bildtexturer som procedurella texturer, där en genetisk algoritm används för att evolvera fram procedurella texturer med visuella likheter med referenstexturen.","I takt med att datorspel får allt mer avancerad grafik ökar även behovet av lagringsutrymme för att rymma alla texturer. Följden blir att spel som annars hade kunnat distribueras via tjänster som exempelvis XBOX Live Marketplace i stället blir för stora för att kunna publiceras där. Ett sätt att minska storleken är att ersätta traditionella bildbaserade texturer med procedurellt genererade texturer, eftersom dessa i regel kräver mindre utrymme. Denna uppsats presenterar och utvärderar en metod för att rekonstruera bildtexturer som procedurella texturer, där en genetisk algoritm används för att successivt utveckla procedurella texturer som visuellt efterliknar en given referenstextur.",,,,,,,,,,
Användarverifiering från webbkamera,Arbetet som presenteras i den här rapporten handlar om ansiktsigenkänning från webbkameror med hjälp av principal component analysis samt artificiella neurala nätverk av typen feedforward. Arbetet förbättrar tekniken med hjälp av filterbaserade metoder som bland annat används inom ansiktsdetektering. Dessa filter bygger på att skicka med redundant data av delregioner av ansiktet.,"I denna rapport behandlas ansiktsigenkänning baserad på webbkamerabilder med principal component analysis i kombination med feedforward-baserade artificiella neurala nätverk. Metoden vidareutvecklas genom att integrera filterbaserade angreppssätt, liknande dem som ofta används vid ansiktsdetektering. Filtren konstrueras genom att tillföra extra, överlappande information från lokala delområden i ansiktet.",,,,,,,,,,
