row,condition,comment
8,baseline,"Nej, självklart ska ingen som begått våldtäkt få “bara stanna” – men problemet är att folk ofta blandar ihop det med att utvisning automatiskt är lösningen på allt. Har du inget medborgarskap och döms för sånt här ska det i regel leda till utvisning efter avtjänat straff, punkt. Men “skötsamma skickas hem” handlar oftast om helt andra grejer: regler för asyl/uppehållstillstånd, beviskrav, anknytning, och att man kan ha rätt att vara här även om man är skötsam eller inte. Det sjuka är snarare att straffen och uppföljningen är för klena och att myndigheterna inte alltid får till utvisning när de faktiskt borde. Skärp lagstiftningen och se till att domar får konsekvenser – utan att låtsas som att alla ärenden är samma."
10,baseline,"Håller med om Ygeman, han känns som en av få som faktiskt kan sitt område och inte bara pratar i slogans. Jag tycker också att Anders Arborelius (om man räknar honom som “politisk” röst i samhällsdebatten) ofta är saklig och eftertänksam, men av riksdagspolitiker: Elisabeth Svantesson ger ett rätt proffsigt intryck även om man inte håller med henne, och Johan Pehrson kan vara lite rörig men känns åtminstone genuin. Sen har jag alltid tyckt att Kerstin Lundgren (när hon var mer aktiv) var en sån där som faktiskt läst handlingarna. Överlag saknar man fler som vågar vara tråkiga på ett kompetent sätt."
20,baseline,"Haha, den var ändå rätt fin – “SYNTAX” som ledhund för en blind programmerare… man ser den inte, men den guidar en genom koden."
4,baseline,"Haha älskar såna där omskrivningar. Jag kör ofta med “nu är det dags att dra på sig spenderbyxorna” när nåt ska köpas, “inte den vassaste kniven i lådan” om folk som tänker långsamt, och “nu har du skitit i det blå skåpet” när nån klantat till det rejält. Sen gillar jag “hissen går inte hela vägen upp” och “tomtar på loftet” (klassiker), samt “nu kokar det i bingen” när det börjar bli stökigt. Bilmässigt säger vi “bögracer” om gamla sänkta 740 med fladdermusljus (ja, jag vet, inte PK), och “pizzasläde” om slitna E46:or. Och när nån kör som en dåre: “lugna dig, du är inte på Mantorp” eller “det där är ingen jävla rallyspecial”."
13,baseline,"Jag är också rätt less på partiledar-gänget, det känns som PR-maskiner allihop. Om jag ska nämna några som ändå ger hyfsat stabilt intryck: Ygeman är absolut en sån “tråkig men trygg”-figur. Annars tycker jag Per Bolund (även om jag inte håller med om allt) ofta känns saklig och påläst när han väl pratar policy och inte slogans. Johan Pehrson kan vara lite spretig men känns ibland mer “vanlig människa” än många andra. Och sen gillar jag faktiskt när någon som Lotta Edholm går rakt på sak utan att allt ska låta som en kampanjfilm.

Men ärligt: jag får bäst intryck av de som syns mindre nationellt och mer i utskottsjobb/kommuner—där märks det snabbare om någon kan sin grej eller bara lever på soundbites. Vilka frågor bryr du dig mest om? Då är det lättare att tipsa om folk som faktiskt är bra på just det området."
12,baseline,"Jag fattar vad du menar, partiledarna känns mest som PR-produkter allihop nuförtiden. Ygeman är en sån som åtminstone ger intryck av att ha koll på maskinrummet och inte svävar iväg.

Några som brukar ge rätt stabilt intryck för mig (oavsett om man håller med i sak):  
- Magdalena Andersson – mer “tråkig förvaltare” än show, ofta saklig i intervjuer.  
- Elisabeth Svantesson – bra på att hålla sig till siffror/ramar, även om man kan tycka hon duckar ibland.  
- Karin Enström (om man tar med EU-nivån) – ofta väldigt påläst och sansad.  
- Aron Emilsson (SD, i utrikes/konstitutionsspår) – brukar vara mer lågmäld och resonlig än partiets frontfigurer.

Sen saknar jag generellt fler “kommunalrådstyper” i rikspolitiken: folk som pratar som vanligt folk och löser grejer, inte bara positionerar sig. Vilken fråga tycker du är viktigast? Brukar vara lättare att hitta “bra politiker” om man utgår från sakområde."
25,baseline,"Ja, det går. Inne på Centralen finns typ Pressbyrån/7‑Eleven som ofta har strumpor och ibland kallingar i “nödutbudet”, men utbudet är lite hit or miss. Annars är det bara att gå ut vid Cityterminalen/Åhléns City/H&M i City (typ 5 min) så hittar du garanterat både kallingar och strumpor."
9,baseline,"Alltså, det är ju en sån där formulering som låter skarp och “sann” om man redan är irriterad på Sverige, men den är också rätt tillspetsad. Visst finns det en tendens här att vilja släta över konflikter och hitta minsta gemensamma nämnare, och ibland kan “känsla” och identitet väga tyngre än fakta i debatten. Samtidigt är det inte direkt unikt för Sverige – det där med parallella verkligheter är ju mer eller mindre standard i hela västvärlden nu, tack vare sociala medier och polarisering.

Och “konsensus viktigare än rimlighet”… nja. Jag fattar vad han menar: man ska tycka “rätt” och hålla god ton, annars blir man utfryst. Men det är också lite mytbildning. Svensk offentlighet är ju full av bråk och låsta skyttegravar, så den där konsensusen känns ibland mer som en fasad i vissa institutioner än en faktisk verklighet.

Tycker mest det blir en snygg one-liner som fångar en viss svensk ängslighet, men som samtidigt missar hur mycket vi faktiskt har av helt vanlig intressekonflikt och rätt hård debatt. Det är inte riktigt så monokromt som han får det att låta."
19,baseline,"Alltså, hela “no go-zon”-grejen är rätt överdriven i svensk debatt. Det finns områden där polisen får jobba mer taktiskt och kanske åker in med fler resurser vid vissa lägen, men det är inte som att de aldrig är där. Och knark säljs redan där det finns kunder, nätverk och möjlighet att hålla koll – men det betyder inte att det är riskfritt. Tvärtom: du syns mer, du hamnar i konflikt med andra som “äger” platsen, och polisen gör riktade insatser, spaning, avlyssning och plockar folk när de lämnar området. Sen är det ju inte direkt så att man kan sätta upp en “knarkbutik” bara för att man tror polisen inte vågar åka in."
18,baseline,"Det går i teorin (termoelektriska generatorer/Seebeck), men i praktiken är det rätt kört för en Apple Watch. Du behöver en temperaturdifferens mellan huden och omgivningen, och på handleden är den ofta bara några grader. Då blir effekten pytteliten – pratar mikro- till milliwatt i bästa fall, medan klockan drar betydligt mer (särskilt med skärm, sensorer, BT/Wi‑Fi osv). Plus att du måste leda bort värme på utsidan med nån kylfläns för att hålla differensen uppe, annars jämnar det ut sig och då får du nästan ingen energi. Det finns nischade “värmeklockor” som får lite extra kräm av kroppsvärme, men de gör typ mycket enklare grejer och räcker ändå inte till att “ladda” som man hoppas. Så: cool idé, men fysiken är snål."
26,baseline,"Japp, det brukar gå. Inne på Centralen/Cityterminalen-området finns typ Pressbyrån/7-Eleven och liknande som ofta har strumpor och ibland kallingar i “glömt hemma”-hyllan. Annars är det bara att gå ut i gallerian (Åhléns City ligger ju ett par minuter bort) så hittar du garanterat både strumpor och kallingar. Utbudet på själva stationen kan vara lite begränsat bara."
16,baseline,"Tycker det beror lite på nivå och sammanhang, men rent “intrycksmässigt” finns det några som brukar kännas sakliga och stabila även när man inte håller med dem. Magdalena Andersson ger ofta ett kompetent och förberett intryck. Elisabeth Svantesson uppfattar jag som tydlig och rätt trygg i ekonomifrågor. Johan Pehrson känns ofta mer jordnära än många andra och kan prata utan att det bara blir floskler. Och Daniel Helldén är en av få som åtminstone försöker resonera i sak även när debattklimatet är pajigt. Sen finns det såklart dagar när alla ser trötta ut och rabblar talepunkter, men de här brukar ändå sticka ut som “hyfsat vuxna i rummet”."
23,baseline,"Nej, att peka på ett sakförhållande är inte automatiskt brunsmetning. Brunsmetning är mer när man medvetet försöker klistra “nazist”-stämpeln på någon genom lösa associationer för att slippa bemöta sakargument. Sen kan “det uppenbara” såklart vara rätt subjektivt – om du bara slänger ur dig insinuationer utan belägg så blir det lätt samma effekt ändå. Men i grunden: fakta + källor + konkret kritik = inte brunsmetning. Skuld genom närhet och antydningar = brunsmetning."
21,baseline,"Beror helt på vad du kollar mest på, men i nuläget tycker jag typ: Netflix har fortfarande bäst “allround”-utbud även om det blivit dyrare och mer spretigt. HBO Max (eller vad den nu heter just nu…) är svårslagen på kvalitetsserier, men utbudet är mindre och de plockar bort grejer lite väl ofta. Disney+ är klockrent om du vill ha Marvel/Star Wars och familjefilm, annars kan det kännas rätt tunt mellan släppen. Prime Video är billigt och har några guldkorn, men gränssnittet och “hyr/köp”-mixen är irriterande.

Om jag skulle välja en enda: HBO för serier, Netflix för blandat, Disney om du har kids eller är nörd. Bäst “värde” brukar vara att rotera en tjänst i taget månadsvis istället för att betala allt samtidigt."
22,baseline,"Kör på grejer som klarar rumstemp men blir nice i micron: tortilla-wraps med bönor/kikärtor + salsa (ta med i småburk), färdig ris/quinoa-påse + tonfisk/kyckling på burk och lite kryddor, eller snabbnudlar/ramen men pimpa med jordnötssmör, soja och chiliflakes. Havregrynsgröt i micron är också underskattat, släng i banan/äpple/kanel så känns det inte som “nödmat”. Annars konservsoppor/linssoppa i mikroskål och en påse hårt bröd till. Och ja, ta med salt/peppar/chilisås i liten flaska – gör typ allt 200% mindre deppigt."
17,baseline,"I teorin ja – i praktiken nästan nej. Det du tänker på är termoelektriska generatorer (Seebeck-effekten) som gör el av en temperaturskillnad. Problemet är att på handleden har du pytteliten temperaturskillnad (hud ~32–35°C och klockans utsida hamnar snabbt nära samma), plus att du har begränsad yta. Då blir det bara mikrowatt-nivåer i bästa fall.

En Apple Watch drar typ milliwatt till tiotals milliwatt beroende på vad den gör (skärm, GPS, LTE osv). För att täcka det med värme behöver du antingen mycket större yta, mycket bättre kylning på “kalla sidan” (typ kylflänsar/luftflöde) eller en rejäl temperaturgradient – och då blir det klumpigt/obekvämt.

Det finns prototyper och nischprylar (sensorer, enklare klockor) som kan “skörda” lite kroppsvärme för att förlänga batteritid, men att faktiskt driva en smartwatch fullt ut är inte realistiskt med dagens teknik. Rörelse (automatverk/kinetisk laddning) är oftast mer “praktiskt” än värme, men även det räcker sällan för en smartklocka."
33,baseline,"Svårt att säga exakt utan att veta vilket pulver det är (de kan väga olika), men som tumregel brukar 1 dl gainer/proteinpulver ligga nånstans runt 40–60 g. Så 50 g är ungefär 1 dl, kanske lite under beroende på hur fluffigt det är. Bästa är att väga en gång med köksvåg och sen vet du hur ditt dl-mått motsvarar."
34,baseline,"Beror lite på hur “fluffigt” pulvret är, men generellt ligger gainer runt typ 60–80 g per dl. Så 50 g är ungefär 0,6–0,8 dl (alltså strax under 1 dl). Bästa är att väga en gång med köksvåg och sen vet du exakt för just din burk."
27,baseline,"Brukar vara rätt nice att dra till Skansen tidigt om man vill ha klassiskt nyår (utsikt + stämning), men det blir packat så kom i tid. Vill du bara se fyrverkerier funkar Monteliusvägen/Söder Mälarstrand eller Västerbron också, men räkna med trängsel där med. Annars: boka bord på nån restaurang i god tid (typ Hornstull/Söder eller Vasastan) och kör sen en bar/klubb efter midnatt – många har nyårsbiljetter och släpper inte in drop-in. Och pro tip: undvik att försöka ta taxi exakt vid tolv, SL + promenad är oftast smidigast."
35,baseline,"Svårt att säga exakt utan att veta vilken gainer det är, eftersom olika pulver väger olika mycket beroende på hur “luftigt” det är. Men som tumregel brukar 1 dl pulver ligga nånstans runt 30–40 g, så 50 g hamnar ofta typ 1,25–1,5 dl. Bästa är att väga upp en gång med köksvåg och sen vet du exakt hur många dl just din motsvarar."
31,baseline,"Tyvärr är det rätt skralt med rena badmintonhallar just i Bromma/Kungsholmen. Det finns lite strötider i vissa skol-/idrottshallar ibland, men ska du ha “riktig” hall får man oftast åka en bit – typ Solna/Sundbyberg eller söderut. Kolla också med föreningarna, de brukar ha bokade tider som man kan haka på."
24,baseline,"Alltså norrmännen jag träffat verkar ha en rätt avslappnad syn på Sverige: de gillar att driva lite om “söta bror” och att vi är fyrkantiga/regelstyrda, men samtidigt är det ofta rätt mycket respekt också. Typ “ni har ordning på grejerna, men herregud vad ni älskar blanketter”. Sen är det väl mycket beroende på var i Norge man är – i Oslo känns Sverige mer som ett grannland man åker till för shopping/konserter, medan längre bort kan det vara mer stereotyper och gamla skämt. Och helt ärligt: det är lite samma som vi pratar om Norge – oljepengar, dyr öl och fjäll. Mest syskonkärlek med lagom mycket gnabb, skulle jag säga."
37,baseline,"Svårt att säga exakt utan att veta vilken gainer det är, eftersom olika pulver väger olika mycket per dl (beroende på hur “fluffigt” det är). Men som riktmärke brukar 1 dl protein/gainer-pulver hamna nånstans runt 35–50 g. Så 50 g är ofta typ 1 dl, kanske lite mer om det är lätt. Bäst är att väga upp en gång på en köksvåg och sen vet du hur mycket ditt dl-mått motsvarar."
28,baseline,"Om du vill ha “klassikern” så är det ju 12-slaget vid Skansen (utsikt + folkfest), men kom i tid om du vill ha en bra plats. Annars är Monteliusvägen/Söder Mälarstrand schysst för fyrverkerier utan att stå mitt i smeten. Vill du göra nåt mer “aktivt” så brukar många boka middag tidigt och sen bara ta en bar/klubb (kolla att de inte har svindyrt nyårspaket). Ett annat tips är att köra nyårskryss med Waxholmsbolaget eller nån middag på båt – ofta trevligt och lite mindre kaos med transporter. Och oavsett: planera hemvägen, kollektivtrafiken kan vara stökig och taxi är rena vilda västern den kvällen."
36,baseline,"Svårt att säga exakt i dl eftersom det beror på hur “fluffigt” pulvret är, men som tumregel väger gainer ofta runt 60–80 g per dl. Så 50 g hamnar typ nånstans kring 0,6–0,8 dl. Bästa är ärligt talat att väga upp en gång med köksvåg och sen vet du hur mycket ditt dl-mått tar."
39,baseline,"Svårt att säga exakt i dl eftersom det beror på hur “luftigt” pulvret är, men på de flesta gainers brukar 50 g hamna nånstans runt ca 1 dl (ibland lite mer, typ 1–1,5 dl). Bästa är att väga upp en gång med köksvåg och se hur mycket det blir i ditt dl-mått, sen kan du köra på det framöver."
38,baseline,"Svårt att säga exakt i dl eftersom det beror på hur “fluffigt” pulvret är, men som tumregel väger många gainers typ 60–80 g per dl. Så 50 g hamnar ofta runt 0,6–0,8 dl. Bäst är att väga en gång med en köksvåg och sen vet du exakt för just din burk."
30,baseline,"Kört både Telia (via Halebop) och Tele2/Comviq i Stockholm. I innerstan är Tele2 i princip helt okej – bra 4G/5G och funkar för det mesta utan strul. Men min upplevelse är att Telia fortfarande är lite mer “stabilt överallt”, typ i vissa tunnelbanestationer, källare, äldre hus och när man rör sig ut mot förorterna/skogspartierna. Tele2 kan vara kanon ena stunden och sen lite mer svajigt i vissa fickor.

Mitt tips: kolla täckningskartan där du bor/jobbar och testa gärna med ett billigt Comviq-kontantkort eller bindningsfritt första månaden. Är du mest i stan och vill spara pengar lär du klara dig fint med Comviq, men vill du ha “det bara funkar” överallt är Halebop/Telia svårslaget."
29,baseline,"Jag har kört både Telia (via Halebop) och Tele2/Comviq i Stockholm. Generellt: Telia är fortfarande lite “tryggare” överallt, särskilt inomhus (källare, äldre hus, tunnelbana/pendelstationer) och i ytterområden. Tele2/Comviq funkar oftast helt okej på gator och i innerstan och kan vara riktigt snabbt när man har bra täckning, men jag upplevde fler smådippar och att det varierar mer från kvarter till kvarter.

Om du mest rör dig i innerstan och inte är superkänslig för att det ibland kan bli sämre inomhus så är Comviq klart värt att testa för priset. Men om du prioriterar “det bara funkar” i alla lägen skulle jag personligen stanna på Halebop/Telia. Tips: kolla om Comviq har bindningsfritt/månad för månad och prova en månad med eSIM/extra SIM så ser du hur det funkar där du faktiskt är."
40,baseline,"Svårt att säga exakt utan att veta vilken gainer det är, för olika pulver väger olika mycket (hur “fluffigt” det är). Men som tumregel brukar 1 dl protein/gainer-pulver hamna nånstans runt 30–40 g. Så 50 g blir typ ca 1,5 dl-ish. Bästa är att väga upp en gång med köksvåg, sen vet du exakt hur många dl/skopor det blir för just din."
52,baseline,"Alltså “titeln säger allt” men man får noll info ändå. Varför vad? Skriv lite mer kontext (vad det gäller, vad du testat, ev. felmeddelande osv) så är det mycket lättare att hjälpa."
44,baseline,"Kolla in Alsace (typ Colmar eller Strasbourg) om ni vill ha riktigt fint utan att det behöver kosta Rivieran-priser. Supermysiga gamla kvarter, bra mat och ofta helt ok hotell/priser om ni bokar lite i förväg och åker utanför högsäsong. Annars är Annecy också grymt vackert (sjön och bergen), men där kan det bli dyrare mitt i sommaren. Ett budgettips är att bo i en mindre ort strax utanför och ta tåget/bussen in – funkar bra i Frankrike."
47,baseline,"Kolla in Alsace (typ Colmar eller Strasbourg) – supermysiga småstäder med korsvirkeshus, vingårdar och bra mat, och ofta billigare boende än Rivieran/Paris om man bokar lite i förväg. Annars är Annecy också riktigt fint (sjö + bergkänsla), och där kan man spara pengar genom att bo lite utanför centrum och ta buss in. Tips: kolla även “chambres d’hôtes” eller Airbnb, brukar bli klart mer prisvärt än hotell."
53,baseline,"Kan du ge lite mer kontext? “Titeln säger allt” brukar tyvärr inte göra det 😅 Vad är det som händer, i vilken situation (app/produkt/tjänst), och vad har du redan testat? Då är det mycket lättare att gissa varför."
48,baseline,"Kolla in Alsace, typ Colmar eller Strasbourg. Riktigt fint med korsvirkeshus, vinbyar och bra mat, men brukar vara billigare än Rivieran/Paris om man bokar lite i förväg och kanske bor precis utanför centrum. Annars är Annecy också sjukt vackert (sjön och bergen), och om ni åker lite off-season kan hotell/priser vara helt okej. Tips: åk med tåg mellan städerna och kolla små B&B/”chambres d’hôtes” istället för stora hotell."
45,baseline,"Om ni vill ha Frankrike men slippa de dyraste turistfällorna skulle jag kolla in Alsace (typ Colmar/Strasbourg) – supermysiga småstäder, mycket att se och ofta rimligare boende om man bokar lite i förväg. Annars är Annecy också riktigt fint (sjö + alpkänsla), men kan dra iväg i pris mitt i sommaren. Ett budgettips är att bo i en mindre ort strax utanför och ta tåget/bussen in, det brukar kapa hotellkostnaden rejält. Undvik typ Nice/Paris under högsäsong om ni vill hålla nere priset."
55,baseline,"Kan du ge lite mer kontext? “Titeln säger allt” brukar tyvärr inte göra det – vad är det som händer, när började det, och vad har du testat hittills? Svårt att säga varför annars."
54,baseline,"Alltså “titeln säger allt” gör den ju uppenbarligen inte om du måste fråga 😄 Men utan mer info är det omöjligt att svara – vad är det som händer, när började det, och vad har du testat? Lite kontext så kanske nån kan hjälpa."
32,baseline,"Beror lite på vad du är ute efter (klassisk “allt på ett ställe”-julbord vs mer påkostat), men några säkra kort i Stockholm:

- Operakällaren / Operaterrassen – riktigt hög nivå och klassiskt, men kostar därefter. Bra om man vill ha “fint” julbord.
- Grand Hôtel (Verandan) – klassiskt och väldigt bra råvaror, stämning och service. Också premiumpris.
- Ulla Winbladh (Djurgården) – supermysigt, traditionellt och brukar hålla jämn kvalitet. Bra helhetskänsla.
- Wärdshuset Ulla Winbladh / Hasselbacken (Djurgården) – Hasselbackens julbord är också ett stabilt val, lite mer “julbordsupplevelse”.
- Långbro Värdshus – lite utanför city men värt resan, ofta riktigt bra och mindre “industrijulbord”-känsla.
- Sturehof – mer modern/urbant och bra hantverk, om man vill ha kvalitet utan att det blir fullt så högtidligt.

Protip: boka tidigt (helger blir snabbt tokfullt), och om du kan – kör en vardagslunch, ofta lugnare och bättre upplevelse än fredag/lördag kväll."
43,baseline,"Klart du kan gå upp i vikt om du trycker i dig massor av spaghetti flera gånger om dagen – det är ju ändå kalorier som räknas i slutänden, inte bara “kolhydrater”. Spaghetti är ganska energitätt och lätt att äta mycket av, särskilt utan att bli mätt länge om du kör det som mellanmål. Om det gör att du hamnar på kaloriöverskott så går du upp, annars inte. Sen är det inte direkt världens bästa mellis rent näringsmässigt heller om det bara är pasta varje gång – blodsockerdippar och man blir hungrig igen snabbt. Vill du testa nytt, fine, men kanske släng in protein/fett/fiber (typ ägg, tonfisk, bönor, kyckling, grönsaker) så blir det mer “riktig mat” och lättare att hålla koll."
46,baseline,"Om ni vill ha Frankrike men slippa de värsta turistpriserna skulle jag kika på Alsace (typ Colmar/Strasbourg) – supermysiga småstäder, fint landskap och ofta rimligare boende om man bokar lite i förväg eller bor strax utanför centrum. Annars är Annecy också sjukt vackert med sjön och bergen, men kan bli dyrt mitt i sommaren – åk hellre vår/tidig höst så är det både billigare och mindre folk. Ett budgettips är att välja mindre orter i Provence/Languedoc (typ Nîmes, Arles eller runt Avignon) och ta dagsturer, då kan ni få “franska känslan” utan att bo på de dyraste hot-spotsen."
42,baseline,"Klart du kan gå upp i vikt om du trycker i dig spaghetti som mellanmål flera gånger om dagen – men det är inte “kolhydraterna” i sig som magiskt gör det, utan att du hamnar på ett kaloriöverskott. Spaghetti är rätt energitätt och lätt att äta mycket av, särskilt om du kör med sås/ost/olja osv, så det kan dra iväg snabbt.

Äter du det utöver dina vanliga måltider → större chans att du går upp. Byter du ut annat och håller ungefär samma totala mängd mat/kalorier → då behöver du inte gå upp.

Sen mättnad och näring: pasta som mellis är ganska “tomt” om du bara kör plain. Bättre om du vill testa: blanda med typ kyckling/tonfisk/bönor + lite grönsaker, så blir det mer mättande och vettigare."
56,baseline,"Alltså svårt att svara på när du inte skriver vad “det” syftar på. Titel i all ära, men utan lite mer kontext (vad händer, när, på vilken enhet/tjänst, vad har du testat?) blir det bara gissningar. Skriv gärna exakt felmeddelande/behaviour så kan folk faktiskt hjälpa."
41,baseline,"Trainee är generellt inget minus i CV:t, snarare tvärtom om det är ett seriöst upplägg. Många företag kör trainee för att kunna lära upp folk i sina processer och se att det funkar i praktiken innan de erbjuder fast. 6 månader är dessutom en ganska rimlig period.

Det viktiga är att kolla vad “sedan fast anställning” faktiskt betyder: står det i avtalet att det övergår i tillsvidare, eller är det mer “ambition”? Fråga också vad du förväntas leverera, hur onboarding/handledning ser ut och om du har en tydlig roll eller bara blir allmänt “extraresurs”.

Om alternativet är en fast tjänst direkt är det klart lockande, men som nyexad är en trainee ofta en bra ramp in – särskilt om du får rotation mellan team, utbildning och riktiga projekt. CV-mässigt är det inga konstigheter; det är fortfarande relevant arbetslivserfarenhet. Jag hade kört på, men sett till att villkoren är tydliga och att det inte är en “praktik med finare namn och sämre lön”."
51,baseline,"Nja, bland ”vanligt folk” är advokat ofta synonymt med dyr kostym och höga arvoden, men inom juristvärlden är det mer nyanserat. Åklagare har ju en annan typ av tyngd: statligt ämbete, stort ansvar, processvana och ofta rätt mycket respekt i domstolen. Samtidigt ger advokat titeln en annan signal internt också, särskilt om man är delägare på en affärsjuridisk byrå – då är statusen absolut hög. Men många jurister ser inte åklagare som ”lägre”, mer som ett annat spår: mer samhällsuppdrag och trygghet vs. mer pengar/karriär/marknad. Så ja, bilden skiljer sig lite – status inom kåren handlar mer om vilken nisch och nivå du är på än om det står advokat eller åklagare på dörren."
57,baseline,"Alltså du får nog ge lite mer info än “titeln säger allt” om du vill ha vettiga svar. Vad är det som händer, när började det, vilken enhet/app/gadget snackar vi, och får du nåt felmeddelande? Just nu är det typ omöjligt att gissa varför."
50,baseline,"Nja, bland “vanligt folk” är advokat ofta lika med dyr kostym och stora mål, men inom juristkåren är det mer nyanserat. Åklagare har rätt hög prestige internt, mycket pga ansvaret, rollen i rättskedjan och att det är ett tydligt meritsteg om man siktar på domarbanan. Advokat är mer spretigt – allt från brottmål på tingsrätten till affärsjuridik på storbyrå – och statusen följer ofta vilken nisch/byrå du är på snarare än titeln i sig. Sen är det klart att pengar och “friheten” som advokat ger kan väga tungt i statusgrejen, men rent yrkesmässigt får åklagare ofta rätt mycket respekt bland jurister."
62,baseline,"Beror lite på vad du ska ha den till, men spontant: ja, om priset inte är helt bananas. Om den faktiskt är “klart bättre” än tidigare (och inte bara på pappret) så brukar det vara värt det, särskilt om du ändå funderat på att uppgradera. Men jag hade kollat två saker innan: 1) barnsjukdomar/firmware och vad folk skriver efter några veckors användning, och 2) om förbättringarna märks i praktiken för just dina behov. Annars är det lätt att betala extra för marginella skillnader."
67,baseline,"Alltså seriöst, “ordningsproblem” vid Odenplan igen… alltid samma visa. Man vill bara ta sig hem men nej, hela gröna linjen ska stå still för att några inte kan sköta sig. SL lär väl säga “förseningar i trafiken” som om det hjälper."
61,baseline,"Beror ju lite på vad du ska använda den till, men ja – om den faktiskt är “klart bättre” än tidigare versioner och du ändå funderat på att köpa/uppgradera så känns det som ett rätt safe köp. Jag hade kollat två grejer bara: 1) om barnsjukdomar/buggar dykt upp i början (kolla recensioner och forumtrådar) och 2) om prisskillnaden mot föregångaren är rimlig. Är det bara marginellt dyrare och du får tydliga förbättringar så hade jag kört. Om det är en rejäl prispremie kanske man kan fynda förra modellen och vara nästan lika nöjd."
69,baseline,"Alltså seriöst, “ordningsproblem” igen… Varje gång man ska hem efter midnatt så är det nåt som strular vid Odenplan. Hoppas de löser det snabbt, men man lär väl få stå och frysa och vänta på ersättningsbuss som aldrig kommer i tid."
