row,condition,comment
14,baseline,"Känner igen mig i det där dubbla: man kan välja att skita i nyår och ändå känna sig ensam när klockan närmar sig tolv. Nyår är typ som sociala medier IRL – högljutt, överspelat och alla låtsas ha sitt livs kväll, sen mår hälften skit dagen efter.

Om du ändå är hemma, gör det till en “vanlig lördag fast lite snällare”: bra käk, nån film/serie du faktiskt gillar, stäng av flödet, och klappa katten. Det är inte ett misslyckande att inte orka “vara bland folk” när man redan brottas med skallen.

Och du, det är helt okej att ha bojkott-nyår i år och sen nästa år kanske bara köra “en polare och en pizza”-nyår. Det behöver inte vara allt eller inget. Gott nytt, ta hand om dig."
16,baseline,"Jag har slutat stressa med exakt tolvslaget – skickar “Gott nytt!” lite innan (typ 20–22) till de närmaste och sen tar jag resten dagen efter. SMS kan ju stå och tugga i flera timmar, så Messenger/WhatsApp funkar bättre om man nu ska få iväg det direkt. Och till de man faktiskt firar med: skål och ett “gott nytt år” live, resten får vänta."
23,baseline,"Beror lite på sammanhanget, men jag brukar köra på “packad”, “plakat”, “dyngrak” om det ska vara grovt. Lite mildare: “på pickalurven”, “salongsberusad”, “lagom dragen”. Och när man vill låta lite gammaldags/rolig: “på lyran”, “på snusen”, “kalas”. “Berusad” funkar alltid om man vill vara neutral."
22,baseline,"Beror lite på om man menar full som i berusad eller full som i mätt, men för berusad kör jag ofta på: berusad, onykter, packad, dragen, på sniskan, på pickalurven, salongsberusad (om man vill låta snäll), stupfull (om det är värre), dyngrak, kanon, plakat. För mätt: proppmätt, stinn, mätt som en plätt."
24,baseline,"Beror lite på sammanhang, men jag brukar köra på: packad, dyngrak, plakat, aspackad, kalas, på lyran, berusad (lite finare), påverkad, rund under fötterna (mildare), salongsberusad (ännu mildare) och klassikern dragit i mig för mycket. Sen finns ju också på snusen men den är lite lurig beroende på dialekt."
20,baseline,"Haha älskar sånt där. Jag kör ganska ofta med “nu är det pillevink på luckan” när nåt spårar, och “full kareta” istället för full fart. Säger även “dra på trissor” när man blir förvånad och “nu blev det andra bullar” när planen skiter sig. Om nån kör aggressivt i trafiken brukar jag muttra “plattan i trasmattan” och kalla Audi för “leasingraket”. Och när nåt är trasigt men funkar ändå: “den går på vilja och vaselin”."
25,baseline,"Beror lite på sammanhanget, men jag brukar köra på “packad”, “dyngrak”, “på pickalurven”, “rund under fötterna”, “påverkad”, “salongsberusad” (om man vill låta snäll), “asfull” (om man vill vara ärlig), “i gasen”, “lagom dragen” (klassiker när det inte är lagom alls) och “kalas”. “Plakat” är också fint när man vill låta lite gammaldags."
11,baseline,"Känner igen mig. Nyår är typ en av de mest överskattade kvällarna på året, men samtidigt är det också den där “obligatoriska” sociala grejen som gör att ensamhet känns extra tydligt just då. Det blir som att man inte bara är ensam, man är ensam “på fel dag”.

Jag har landat i att man får hålla två tankar i huvudet samtidigt: det kan vara skönt att slippa hetsen OCH ändå göra ont att inte ha någon att dela kvällen med. Det ena gör inte det andra ogiltigt.

Sociala medier är dessutom ren lögn den här dagen. Folk postar 3 sekunder glitter, inte 6 timmar bråk, ångest, spyor, “varför är musiken så hög” och taxiköer. Så försök att inte jämföra din verklighet med deras highlight reel.

Om du vill ha ett mellanting utan att “fira”: gör en liten grej för dig själv bara. Bra film, något gott, stäng av notiser, gosa med katten. Eller dra ut och ta en öl tidigt och gå hem när du vill – du måste inte göra en hel kväll av det.

Och ärligt: att du ens skriver här och sträcker ut en hand är mer “nyår” än många andra. Gott nytt, ta hand om dig."
19,baseline,"Jag kör mycket med “nu är det kokta fläsket stekt” när något skiter sig, och “dra åt skogen” är en klassiker när man vill vara lagom snäll. Säger också “inte den vassaste kniven i lådan” om folk som… ja. När det går fort blir det “pucken i nät” eller “nu är det fullt ös, medvetslös”. Bilrelaterat kallar jag Audi för “fyrhjulsdriven huvudvärk” och Tesla för “el-släde med iPad”. Och när någon stressar: “lugna dig, det brinner inte i knutarna” (även om det ofta gör det)."
13,baseline,"Du är långt ifrån ensam om att känna så här, även om det ser ut som “alla andra” har pangkväll på Insta. Nyår är lite som obligatorisk lycka på schema, och har man ångest/energiläckage så blir det bara en extra grej att misslyckas med i huvudet. Jag har också kört nyår ensam vissa år och det har pendlat mellan “fan vad deppigt” och “fy vad skönt att slippa”.

Ett tips som faktiskt hjälpt mig: sluta göra det till “nyår”. Gör det till en helt vanlig kväll med lite extra omvårdnad. Käk något gott, se en film/serie du faktiskt gillar, ta en promenad innan tolvslaget så du inte sitter och väntar på att klockan ska bli nåt magiskt. Och om du ändå känner “jag vill vara lite bland folk”: att gå ner och ta en öl är inte att förråda din bojkott, det är bara att ta hand om dig själv. Man får ändra planen kl 21 utan att det blir en grej.

Sociala medier är en highlight-reel, och nyår är den värsta kvällen för det. Folk lägger upp 3 sekunder skratt och resten är stress, fylla, bråk eller “varför är jag här”-känslan. Så ja: ibland deppigt, ibland skönt. Oftast båda samtidigt.

Hoppas du och katten får en lugn kväll. Gott nytt, på ditt sätt."
10,baseline,"Känner igen det där så jävla väl. Nyår är typ den mest överskattade och prestationsångestiga “högtiden” vi har – som att man måste bevisa att man har ett liv mellan 23:30 och 00:15 annars är man misslyckad. Och sociala medier är ju bensin på den elden, för det man ser är inte verkligheten utan folks bästa 3 sekunder (och resten är ofta dyr taxi, tjafs, spya och bakisångest).

Jag har varit ensam flera nyår, ibland av val, ibland för att jag inte orkat, och för mig har det hjälpt att sluta tänka att det “borde” kännas på ett visst sätt. Ensam kan vara både deppigt och skönt samtidigt. Det får vara dubbelt. Du kan bojkotta nyår och ändå känna dig ensam – det betyder inte att beslutet var fel, bara att du är människa.

Ett tips om du vill göra kvällen lite mindre svart utan att “fira”: gör en mini-plan som inte kräver social superkraft. Typ bra käk, film/spel, gå en kort promenad vid 23-ish, ge katten extra godis, och stäng av flödet. Och om du har en polare du litar på: skicka ett enkelt “läget ikväll?”-sms. Det behöver inte bli en stor grej, bara lite kontakt.

Och ärligt: det är fler än man tror som sitter själva och känner exakt samma sak men låtsas inte om det. Gott nytt, och ta hand om dig."
21,baseline,Jag kör rätt mycket med “nu blev det kokta fläsket stekt” när nåt går åt skogen. Sen gillar jag “full rulle i rabbabriskan” istället för full fart. Brukar också säga “det är inte den vassaste kniven i lådan” (ibland uppgraderat till “inte den vassaste smörkniven i picknickkorgen”). När man ska dra: “nu drar jag som en avlöning” eller “jag ska kila som en iller”. Och när nån stressar: “ta det piano” eller “chilla brallan”. Bonus: kallar Audi för “fyrhjulsdriven kontorsstol” och Tesla för “el-svennebanan”.
26,baseline,"Beror lite på sammanhanget, men jag brukar köra på “berusad”, “påverkad” eller “packad” om man vill vara tydlig. Vill man mjuka till det: “salongsberusad”, “på lyset”, “rund under fötterna”. Lite mer slangigt: “dyngrak”, “plakat”, “aspackad”, “kalas”, “kanon”. Och klassikern när man vill låtsas vara finkulturell: “överförfriskad”."
29,baseline,"För att det är så det funkar ibland? Allt måste inte ha en djupare förklaring, vissa grejer händer bara och man får anpassa sig. Varför undrar du exakt?"
17,baseline,"Alltså jag älskar såna där halvfel-citat som ändå alla fattar. Kör ofta “nu har du tomtar på loftet” när nån svamlar, eller “inte den vassaste kniven i lådan” (klassiker). Sen “dra på dig spenderbyxorna” när nån vill bjuda stort, och “nu är det skarpt läge i bageriet” när det börjar hetta till.

Bilar har ju egna också: BMW = “bönpallen” eller “blinkerslös premium”, Audi = “fyrhjulsdriven ursäkt”, Volvo = “pensionärsraket” (sagt med kärlek). Och när nån gasar för mycket: “lugna dig, du kör inte ambulans” eller “pjäxan ur pannrummet” – den snor jag rakt av."
28,baseline,"Alltså ja, det låter ju som nån som åker skidor till jobbet, dricker kaffe ur kåsa och har en dalahäst tatuerad på vaden. Birk Borkason är typ ett namn som dyker upp i en sketch om “Sverige” där alla pratar med överdriven norrländska."
12,baseline,"Du är långt ifrån ensam, även om det känns så när flödet fylls av “bästa gänget!!!”-bilder som mest är ett urval av 3 sekunder av kvällen och resten är köket, bråk om taxin och någon som mår illa. Nyår är en sån där högtid som fått helt orimlig status, som att man måste vara social, lycklig och ha ett “sammanhang” exakt vid midnatt annars är man misslyckad. Det är ju bara en datumväxling.

Jag har också kört solo-nyår (både frivilligt och ofrivilligt) och det kan vara både skönt och sorgligt samtidigt. Det ena utesluter inte det andra. Att du aktivt bojkottar och ändå känner ensamhet är typ… mänskligt? Du kan ju hata konceptet och ändå sakna värme/tryggt sällskap.

Ett tips: ge dig själv “tillåtelse” att ändra planen även sent. Du behöver inte gå på en fest för att det ska räknas. En film, god mat, en promenad innan tolv, en öl på kvarterskrogen, eller ring en polare och säg “orkar inte festa, men vill du snacka en stund?” brukar landa bättre än man tror. Och katten har helt rätt prioriteringar.

Och angående tidigare dåliga erfarenheter + psykisk ohälsa: ibland är det faktiskt en seger att bara ta sig igenom kvällen utan att göra våld på sig själv för att leva upp till nån jävla tradition.

Gott nytt, och hoppas 2026 blir snällare mot dig."
27,baseline,"Alltså ja, det låter som att någon försökt maxa “viking som flyttat till Solna och jobbar med IT”-viben. Birk Borkason är ju typ namnet man hittar på när man ska parodiera Sverige för utlänningar. Saknas bara att han heter Mellanbjörn i andranamn och har en dalahäst tatuerad på vaden."
30,baseline,"Haha ja, de där tuggtabletterna är ju helt vidriga. Smakar typ krita blandat med konstgjord bärsmak och lite kemisk eftersmak som ligger kvar i en evighet. Fattar inte hur de kan säljas som “smidigt” alternativ – jag tar hellre en vanlig tablett med vatten och slipper lida."
33,baseline,"Ja, dom är helt brutala. Smakar typ sött-kemiskt kritpulver som fastnar överallt i munnen. Fattar inte hur dom kan kalla det “jordgubb” eller vad det nu ska vara. Tar hellre en vanlig tablett med vatten och slipper trauma varje gång."
32,baseline,"Alltså ja, helt sjukt hur de lyckats göra nåt som ska vara “jordgubb” till en blandning av krita, socker och kemisk bismak. Man tuggar och ångrar sig direkt. Jag fattar att det är för ungar typ, men det är fan lättare att svälja en vanlig tablett med vatten än att stå och lida igenom en sån där."
31,baseline,"Ja, fy fan. Smakar som krita blandat med nån konstgjord bärarom från helvetet och så sitter den där torra eftersmaken kvar i en kvart. Fattar inte hur de kan kalla det “tuggtablett” när man mest vill spotta ut och skölja munnen. Ge mig vanlig tablett + vatten alla dagar."
18,baseline,"Jag kör en del såna där lite halvtokiga omskrivningar i vardagen. Typ:

- “Nu är det pjäxan i pannrummet” (när man ska dra)
- “Det där gick som tåget… fast utan räls” (när det ändå är lite kaos)
- “Har du tomtar på loftet eller?” (när någon är ute och cyklar)
- “Nu ska vi inte måla fan på väggen” (klassiker när folk doom:ar)
- “Det är ingen ko på isen” / “nu är det ko på isen” (beroende på läge)
- “Jag är helt slut i bollen” (trött i skallen)
- “Det där är på håret” (precis)
- “Vi tar det på uppstuds” (improviserar)
- “Han kom in och stajlade som en tupp i en hönsgård” (ni fattar vibben)
- “BMW = blinkar med vilja” / “Bävrar Med Widget” (har hört tusen varianter, turboräser-epitet lever också i vissa kretsar…)

Sen gillar jag att säga “nu får du allt kamma dig” till polare när de spårar ur, känns så 80-talssträngt på ett kul sätt."
47,baseline,"Brukar kallas kabinchef på svenska (ibland chefspurser på vissa bolag). Har även hört purser användas rakt av, men “kabinchef” är nog det vanligaste svenska ordet."
36,baseline,"Kolla event på FB/Resident Advisor, det är där allt “berlinigt” dyker upp i Sthlm (och ofta ganska sent). För queer: Trädgården/Under Bron brukar ha bra nyårsgrejer om de kör, annars håll koll på Technobastun/liknande crews som gör pop-ups. SLM/Patricia är mer “klassisk klubb” än rave men kan vara kul om du vill ha queer vibe utan att det blir för hårt. Vill ni bara ha något häftigt och mindre klubbigt: nyår vid Skeppsholmen/Fjällgatan för utsikt + sen gå vidare när ni ser vart folk drar. Köp biljetter ASAP bara, mycket tar slut snabbt och resten blir “hemlig adress i DM”-stuk."
46,baseline,"Alltså jag fattar grejen med “adrenalin” och YOLO-trades, men det här låter mest som ett gruppprojekt i självskadebeteende med Avanza-konto. Kul i fem minuter tills CSN/ hyran kommer och man inser att “kontot säger 0” inte är ett meme utan ens vardag. Starta gärna subben, men kalla det vad det är: kasino för folk som vill känna något. Snälla skriv i alla fall tydligt att det inte är ekonomisk rådgivning och att man kan förlora mer än man har om man börjar leka med hävstång."
34,baseline,"Kolla typ Trädgården/Under Bron om ni vill ha mer “Berlin-ish” stämning (brukar vara bra bokningar och lite råare vibe), men nyår är ofta biljettsläpp sen länge så ni får nog jaga andrahands/återförsäljning. För queer: Secret Garden, Patricia (om ni pallar båt/klassiker) och ibland har Slakthuset/Slaktkyrkan klubbkvällar med mer inkluderad crowd – beror helt på arrangör den kvällen. Annars är bästa tipset att följa arrangörer på Insta (Kind People Club, Technobastun, Hypnotic Woods osv) och kolla RA (Resident Advisor) för “rave/underground”-grejer, många event annonseras där sent. Och pro-tip: undvik “Stureplan-nyår” om ni är trötta på standardutgång, det är dyrt, köigt och rätt trist."
37,baseline,"Asså Göteborg på nyår är ändå rätt tacksamt även om allt sket sig. Om du bara vill ha “något” så dra ner mot Skansen Kronan / Skansberget eller Masthuggskyrkan och kolla fyrverkerier vid tolvslaget, det brukar vara rätt bra utsikt och mycket folk utan att det måste vara värsta klubbgrejen. Annars är en klassiker att gå en sväng i Haga/Linné tidigare på kvällen och ta en öl/mat – många ställen kör drop-in om man är ute i tid (men boka om du kan). Kolla även om nån av biograferna har sen visning, det kan vara oväntat skönt att “gömma sig” i. Vill du göra det enkelt: köp med något gott, ta en promenad längs Älvsborgsbron/klipporna vid Röda Sten och avsluta med nattmat på typ pizza/kebab. Och glöm inte Västtrafik… kolla sista avgångar så du inte står som ett fån 00:30."
40,baseline,"Klassiker är ju att dra ner mot älven typ Eriksberg/Kajpromenaden eller Saltholmen och kolla fyrverkerier (om det nu blir nåt), men annars: boka bord på nån enkel kvarterskrog i Majorna/Linné och gör en “spontan” kväll av det. Många barer runt Andra Lång har öppet och det brukar alltid finnas folk även om man inte har sällskap – bara glid in, ta en öl och snacka med randoms. Vill du ha lugnare: köp hem bra käk, gå upp på Skansen Kronan eller Ramberget vid tolvslaget och ta med termos, riktigt fint utsikt över stan. Och om allt skiter sig: bio + nattpromenad längs Avenyn är underskattat, Göteborg är rätt mysigt när det är lite tomt."
48,baseline,"Nej, självklart ska ingen som dömts för våldtäkt få någon gräddfil. Utvisning borde vara standard om man inte är svensk medborgare, punkt. Men det där “skötsamma skickas hem”-snacket brukar ofta handla om att folk blandar ihop olika regler: asyl, arbetstillstånd, familjeanknytning och överklaganden. Lösningen är ju inte att låta grova brottslingar stanna, utan att både skärpa utvisning vid grova brott och samtidigt ha ett rättssäkert system som inte råkar slänga ut folk som faktiskt följer lagen och har rätt att vara här."
39,baseline,"Äsch, Göteborg på nyår går alltid att rädda ändå. Om allt sket sig hade jag kört nåt enkelt: boka bord i sista minuten på nån kvarterskrog (ring runt, folk avbokar alltid), ta en promenad genom Haga/Vasastan och ner mot vattnet, och sikta på att stå vid älven vid tolvslaget (typ Masthuggskajen/Eriksberg/Sannegårdshamnen – brukar vara bra utsikt även om det är lite kaos). Alternativt bara dra ihop ett spontant “ta med egen dricka”-häng hemma hos nån, funkar förvånansvärt ofta om man skriver i en gruppchatt. Och om du är själv: bio, hotellbar eller nån pub med quiz/klubb brukar ta emot folk utan större krångel. Nyår i Gbg är mest “gå dit det lyser och följ ljudet”, haha."
38,baseline,"Lugnt, Göteborg är ändå rätt tacksamt på nyår även med kort varsel. Om du vill hålla det enkelt: ta en promenad upp till Skansen Kronan/Skansberget eller Johanneberg/Chalmershöjden vid tolvslaget – brukar vara bra utsikt över fyrverkerierna (och mycket folk, så man slipper känna sig ensam). Annars är Slottsskogen + fika/termos och sen in på nån pub i Linné/Haga en klassiker.

Vill du göra nåt “styrt” så kolla om det finns nyårssittningar/menyer kvar på restauranger runt Avenyn, Magasinsgatan eller Majorna – många släpper återbud samma dag. Och om du bara vill ha en trevlig kväll utan krångel: gå på bio tidigt, käka ramen/burgare, sen bar med drop-in.

Protip: undvik att räkna med spårvagnar exakt runt midnatt, det kan bli kaos. Och klä dig som om du ska stå still i 30–60 min, för det gör man alltid."
35,baseline,"Om ni vill åt “Berlin/underground”-vibbar i Sthlm på nyår så är det tyvärr ofta lite hemligt och biljetterna ryker tidigt, men det finns några spår ni kan kolla även sent:

- Technoställen/”rave”-känsla: håll koll på Resident Advisor (RA) för Stockholm dagarna innan. Många fester släpps sent eller får återbud som dyker upp där. Även Trädgården/Under Bron brukar vara en bra startpunkt för alternativt/elektroniskt (beroende på vad de kör just i år).
- Queer/klubb: kolla vad SLM har (kan vara event/kvällar) och även Backdoor om ni vill ha mer renodlad queerklubb (inte alltid “underground”, men ofta bra drag). Ibland dyker det upp popups med queer-techno, men de brukar kommuniceras via IG-stories och RA.
- Underground på riktigt: följ några arrangörer på Instagram (typ technokollektiv) och se om de annonserar “location tba”. Är ni två och inte del av scenen: var beredda på att det kan vara svårt att komma in utan biljett/vibb-check.

Pro-tip: bestäm en “säker” plan A (typ Trädgården om de har nyår) och ha underground som plan B om nåt dyker upp. Nyår i Stockholm kan vara både magiskt och sjukt stängt om man inte är ute i god tid."
51,baseline,"Nej, om någon är dömd för våldtäkt ska den självklart inte få stanna bara för att systemet råkar vara slött eller inkonsekvent. Men det är ju precis det som är problemet: vi verkar klara av att vara stenhårda mot folk som jobbar, sköter sig och hamnar fel i pappershögen – samtidigt som grovt kriminella kan dra ut på processer och utnyttja kryphål. Prioriteringarna är helt bakvända. Utvisa de som begår allvarliga brott och sluta jaga “skötsamma” för formaliafel."
50,baseline,"Nej, självklart ska våldtäktsmän inte “få stanna” om de inte ens är medborgare och kan utvisas. Men det här ställs ofta upp som en falsk motsättning: att vi måste välja mellan att kasta ut “skötsamma” eller låta grova brottslingar vara kvar. Problemet är ju att systemet är segt, beviskraven är höga, och utvisning efter avtjänat straff kan fallera av massa skäl (hemland vägrar ta emot, id-handlingar saknas, verkställighet drar ut på tiden). Lösningen är inte att elda på med slagord utan att faktiskt få ordning på lagstiftning, verkställighet och resurser så att grova brott får riktiga konsekvenser – och så att skötsamma inte hamnar i kläm pga byråkrati."
44,baseline,"Alltså, lite ärligt: du har redan en gymnasieexamen, och i Sverige är det den som “räknas” för högskola/jobb. Ett “engelskt gymnasieexamen” är inte riktigt en grej du bara kan byta till här via prövning som på Komvux, och IB är ett helt program – de kan inte bara släppa in folk att tenta av kurser hur som helst.

Om du mår bättre av engelska: sikta på nästa steg istället. Sök utbildningar på engelska på universitet/högskola i Sverige (det finns en hel del program/kurser på engelska), eller kör en online-variant som faktiskt är erkänd (typ brittiska A-levels som privatist via exam centre – finns vissa i Europa/ibland Sverige, men det kostar och du måste hitta ett center som tar privatister).

Och en annan grej: om du misstänker ADHD, ta tag i det på riktigt. Utredning + rätt stöd kan göra större skillnad än att jaga “engelskt gymnasium”. Plus att du kan få anpassningar på högskoleprovet/universitetet sen.

Så: 1) behåll din svenska examen, 2) bygg engelskan via högskola/kurser/certifikat (IELTS/TOEFL/Cambridge kan också vara mer “bevis” än en ny gymnasieexamen), 3) fixa ev. NPF-utredning. Det är mycket mer realistiskt än att försöka hitta någon som låter dig droppa in och “pröva” IB."
52,baseline,"Klart nej. Den som döms för våldtäkt ska utvisas om personen inte är svensk medborgare, punkt. Samtidigt är det ju helt orimligt att skötsamma som jobbar, betalar skatt och sköter sig ska fastna i byråkrati eller skickas hem för att reglerna är fyrkantiga. Problemet är inte “för snällt mot kriminella” eller “för hårt mot skötsamma” var för sig, utan att systemet ofta lyckas vara dåligt åt båda håll samtidigt. Skärp utvisningarna för grova brott och gör det enklare för skötsamma att få stanna – det borde inte vara kontroversiellt."
49,baseline,"Nej, självklart ska ingen som begår så grova brott få “stanna av bara farten” – men det där upplägget blir ändå lite falskt som antingen-eller. Om någon är dömd för våldtäkt ska fokus vara stenhård lagföring, utvisning när det är möjligt enligt lag och att de aldrig släpps ut utan kontroll. Samtidigt är det ju helt rimligt att skötsamma människor som jobbar, sköter sig och rotat sig här inte ska hamna i samma säck bara för att systemet är trögt eller politiken vill signalera. Man kan hålla två tankar i huvudet: noll tolerans mot grova brott – och ett rättssäkert, fungerande system som inte straffar fel personer."
43,baseline,"Alltså: om du redan har gymnasieexamen och bra betyg så finns det i praktiken inget “engelskt gymnasieexamen” du kan plocka ut i Sverige på samma sätt som Komvux-prövning. IB är en hel utbildning med interna moment (IA/EE/TOK osv), det går inte att bara droppa in och “pröva av” en kurs, därför säger skolorna nej.

Det du kan göra istället beror på vad du ska ha det till:

1) Ska du söka universitet i Sverige?  
Då spelar det typ ingen roll att du “ogillar” din examen – det är behörighet och merit som räknas. Vill du läsa på engelska sen finns massor av program/kurser på engelska på svenska universitet. Om fokus är ADHD-grejen: sök vård/utredning och be om stöd, det kan göra sjuk skillnad på studierna.

2) Ska du söka utomlands (UK/US/CA osv)?  
Då är det ofta smartare att skaffa internationella meriter som accepteras överallt, t.ex.  
- SAT/ACT (framför allt USA)  
- AP-exams (du kan självstudera och tenta via testcenter; kolla College Board)  
- A-levels som privatist (finns centers, men kostar)  
Det här är närmast det du beskriver: självstudier + betald tenta.

3) Vill du bara “ha ett engelskt papper” för känslans skull?  
Då är det tyvärr dyrt och ganska meningslöst. Lägg energin på nästa steg (uni/yrkeshögskola/jobb) och gör de delarna på engelska istället.

Praktiskt tips: kolla med UHR (Universitets- och högskolerådet) om vad som faktiskt krävs för dina mål, och ring antagningen för det land/skola du siktar på. Annars riskerar du lägga ett år på fel typ av “examen”. Och seriöst: om du misstänker ADHD, börja där – det är en mycket mer “high impact”-lösning än att jaga IB-stolar."
41,baseline,"Alltså jag fattar att du trivs bättre på engelska, men du jagar lite fel grej här. Ett “engelskt gymnasieexamen” är inte direkt något du bara kan pröva dig till i Sverige på samma sätt som Komvux-prövningar, och IB är ett helt program med interna moment (IA:s, CAS, osv) – därför säger skolorna nej till att du bara ska “sitta med och tentas av”.

Några mer realistiska spår:

1) Utred ADHD/koncentrationsproblem. Inte för att “sätta en etikett”, utan för att du kan få strategier/anpassningar som gör plugg på svenska hanterbart. Det kan ändra allt, oavsett språk.

2) Varför behöver du ens ett nytt gymnasieexamen? Har du redan examen + bra betyg så är det oftast högskolebehörighet som spelar roll, inte att det står UK/US på pappret. Vill du läsa vidare: kolla exakt vilka behörighetskrav du saknar och läs bara de kurserna på Komvux (och ja, där kan du pröva). Själva kursen kan du plugga med engelska läromedel även om prövningen är på svenska.

3) Om målet är utlandsstudier: du kan ofta söka med svensk examen ändå. Alternativt kan du läsa in internationella test (t.ex. SAT/ACT beroende på land/universitet, eller bara visa engelska via IELTS/TOEFL). Det är ofta billigare och mer “accepterat” än att försöka skaffa en helt ny gymnasieexamen.

4) “A-levels”-tanken (Biology A, Psychology A) låter som UK A-levels. De går att göra som privat kandidat via vissa exam centers (typ British Council/privata centers i vissa länder), men i Sverige är det rätt begränsat och det kostar, och du måste ändå hitta ett godkänt center.

Så: börja med att definiera exakt vad du vill uppnå (plugga vidare i Sverige? i UK? i USA?), och utgå från behörighetskraven. Att “skaffa ett engelskt gymnasieexamen” för sakens skull är typ max jobb/minsta nytta. Vill du skriva vad du siktar på (land/utbildning) kan man ge mer konkreta steg."
